Attenuation,Zero degree level(m),Rain height(km),R (mm/hr)
0,1583.5515,1.9435515,0
0,1732.9604,2.0929604,0
0,1764.4136,2.1244136,0
0,1916.8018,2.2768018,0
0,1919.7769,2.2797769,0
0,2102.1016,2.4621016,0
0,2234.149,2.594149,0
0,2263.767,2.623767,0
0,2226.24,2.58624,0
0,2286.8271,2.6468271,0
0,2310.786,2.670786,0
0,2472.586,2.832586,0
0,2283.9607,2.6439607,0
0,2117.8228,2.4778228,0
0,1944.0493,2.3040493,0
0,1885.4658,2.2454658,0
0.074811314,1751.4238,2.1114238,0.1
0.678642586,1694.6758,2.0546758,0.9
1.025972357,1372.4775,1.7324775,1.6
0.834864138,1143.3628,1.5033628,1.5
0.460546997,1031.2185,1.3912185,0.9
0.237478404,942.5762,1.3025762,0.5
0.138765538,919.2241,1.2792241,0.3
0.086232843,840.60156,1.20060156,0.2
0,897.82007,1.25782007,0
0,886.5464,1.2465464,0
0,894.64014,1.25464014,0
0,835.0647,1.1950647,0
0,824.7571,1.1847571,0
0,803.95776,1.16395776,0
0,750.8887,1.1108887,0
0,803.20776,1.16320776,0
0,824.65625,1.18465625,0
0,832.83984,1.19283984,0
0,833.01514,1.19301514,0
0,913.21313,1.27321313,0
0,936.6919,1.2966919,0
0,1017.6196,1.3776196,0
0,1059.0784,1.4190784,0
0,1124.1528,1.4841528,0
0,1168.407,1.528407,0
0,1170.9778,1.5309778,0
0,1273.8447,1.6338447,0
0,1290.1411,1.6501411,0
0,1290.0012,1.6500012,0
0,1290.1812,1.6501812,0
0,1266.2207,1.6262207,0
0.109162638,1160.7173,1.5207173,0.2
0.259754188,1065.2549,1.4252549,0.5
0.573175843,1052.7183,1.4127183,1.1
0.710180901,1010.5554,1.3705554,1.4
0.579710115,947.5774,1.3075774,1.2
0.301239903,1013.2544,1.3732544,0.6
0.138877291,920.2573,1.2802573,0.3
0.127780867,817.68506,1.17768506,0.3
0.041186813,801.1531,1.1611531,0.1
0,776.0635,1.1360635,0
0,723.53394,1.08353394,0
0,709.85913,1.06985913,0
0,664.11523,1.02411523,0
0,633.8364,0.9938364,0
0,575.11304,0.93511304,0
0,548.7749,0.9087749,0
0,489.76758,0.84976758,0
0,431.6057,0.7916057,0
0,489.90234,0.84990234,0
0,477.1587,0.8371587,0
0,473.3462,0.8333462,0
0.061568493,496.59814,0.85659814,0.2
0,511.67578,0.87167578,0
0.062663017,511.85596,0.87185596,0.2
0,522.6116,0.8826116,0
0.033276485,577.8428,0.9378428,0.1
0,638.9343,0.9989343,0
0,650.7876,1.0107876,0
0,668.9138,1.0289138,0
0,725.03784,1.08503784,0
0,804.60425,1.16460425,0
0,906.4326,1.2664326,0
0,1028.9243,1.3889243,0
0,1078.6196,1.4386196,0
0,1143.0938,1.5030938,0
0,1169.6929,1.5296929,0
0,1169.5527,1.5295527,0
0,1234.5508,1.5945508,0
0,1236.3013,1.5963013,0
0,1140.4956,1.5004956,0
0,1100.5212,1.4605212,0
0.161570214,1130.1338,1.4901338,0.3
0,1285.2812,1.6452812,0
0.617608616,1318.3853,1.6783853,1
0.664898304,1447.728,1.807728,1
0.563453123,1561.4792,1.9214792,0.8
0.315775406,1374.0496,1.7340496,0.5
0.269381611,1118.2952,1.4782952,0.5
0.211165256,1093.6218,1.4536218,0.4
0.159206536,1108.2666,1.4682666,0.3
0.324531837,1119.9141,1.4799141,0.6
0.106002533,1116.584,1.476584,0.2
0.052260702,1113.9404,1.4739404,0.1
0.141033947,940.197,1.300197,0.3
0.043334544,861.802,1.221802,0.1
0.123058548,774.04443,1.13404443,0.3
0.112479229,676.30225,1.03630225,0.3
0.102010446,579.6167,0.9396167,0.3
0.060927176,487.65845,0.84765845,0.2
0.087215407,443.03906,0.80303906,0.3
0.086002968,431.8501,0.7918501,0.3
0.02966947,476.05273,0.83605273,0.1
0,482.3369,0.8423369,0
0,433.78516,0.79378516,0
0,393.89185,0.75389185,0
0,350.0432,0.7100432,0
0,390.15967,0.75015967,0
0,372.02466,0.73202466,0
0,381.46338,0.74146338,0
0,441.53564,0.80153564,0
0,524.1167,0.8841167,0
0,597.3406,0.9573406,0
0,670.2488,1.0302488,0
0,747.125,1.107125,0
0,760.0398,1.1200398,0
0,759.98486,1.11998486,0
0,759.9697,1.1199697,0
0,753.0027,1.1130027,0
0,739.2798,1.0992798,0
0,738.7097,1.0987097,0
0,738.5498,1.0985498,0
0,738.4248,1.0984248,0
0,747.687,1.107687,0
0,738.4199,1.0984199,0
0,668.1516,1.0281516,0
0,566.19946,0.92619946,0
0,413.8413,0.7738413,0
0,344.7964,0.7047964,0
0.023393177,298.99585,0.65899585,0.1
0,291.29126,0.65129126,0
0,371.12793,0.73112793,0
0,340.32446,0.70032446,0
0,352.75586,0.71275586,0
0,405.16162,0.76516162,0
0,469.0786,0.8290786,0
0,533.59375,0.89359375,0
0,616.9331,0.9769331,0
0,681.2261,1.0412261,0
0,758.928,1.118928,0
0,1324.2659,1.6842659,0
0,1582.3794,1.9423794,0
0,1698.7888,2.0587888,0
0,1607.7544,1.9677544,0
0,1611.1194,1.9711194,0
0,1584.7825,1.9447825,0
0,1460.2429,1.8202429,0
0.179854133,1299.3345,1.6593345,0.3
0.421317085,1074.501,1.434501,0.8
0.252498302,1025.2878,1.3852878,0.5
0.048630238,1011.37573,1.37137573,0.1
0,1017.47754,1.37747754,0
0,1029.6216,1.3896216,0
0,972.5232,1.3325232,0
0,1000.625,1.360625,0
0,1217.6326,1.5776326,0
0,1322.4509,1.6824509,0
0.297776786,1274.7986,1.6347986,0.5
1.151369396,1189.9407,1.5499407,2
0.891312498,1245.7698,1.6057698,1.5
0.483956696,1288.971,1.648971,0.8
0.164942784,1161.3372,1.5213372,0.3
0.32034299,1100.7285,1.4607285,0.6
0.810971834,1007.0315,1.3670315,1.6
0.704451501,907.05786,1.26705786,1.5
0.258731832,818.7366,1.1787366,0.6
0.111854447,670.531,1.030531,0.3
0.173333785,589.69165,0.94969165,0.5
0.19935626,547.354,0.907354,0.6
0.120643007,469.0354,0.8290354,0.4
0.056057427,419.78516,0.77978516,0.2
0.027058948,402.39917,0.76239917,0.1
0,400.12207,0.76012207,0
0,388.13354,0.74813354,0
0,345.7788,0.7057788,0
0,338.35547,0.69835547,0
0,347.07568,0.70707568,0
0,377.08862,0.73708862,0
0,441.9668,0.8019668,0
0,571.47314,0.93147314,0
0,644.4094,1.0044094,0
0,734.63477,1.09463477,0
0,830.0823,1.1900823,0
0,945.38184,1.30538184,0
0,1060.9722,1.4209722,0
0,1283.5527,1.6435527,0
0,1458.242,1.818242,0
0,1691.2124,2.0512124,0
0,1859.217,2.219217,0
0,2007.4761,2.3674761,0
0,2101.5918,2.4615918,0
0,1946.1228,2.3061228,0
0,2110.2268,2.4702268,0
0,2132.633,2.492633,0
0,2162.8013,2.5228013,0
0,2164.8462,2.5248462,0
0,2295.0771,2.6550771,0
0,2272.657,2.632657,0
0,2130.5828,2.4905828,0
0,2007.0195,2.3670195,0
0,1979.5371,2.3395371,0
0,1951.3794,2.3113794,0
0,1950.7644,2.3107644,0
0.613851727,2039.9868,2.3999868,0.7
0.496250292,1907.7261,2.2677261,0.6
0.489459942,1876.5278,2.2365278,0.6
0.490736895,1882.3945,2.2423945,0.6
0.570789346,1870.6538,2.2306538,0.7
0.61817864,1749.2715,2.1092715,0.8
0.673488096,1678.9705,2.0389705,0.9
0.623426624,1526.4978,1.8864978,0.9
0.520133335,1412.9387,1.7729387,0.8
0.516860932,1202.3105,1.5623105,0.9
0.737682054,1063.987,1.423987,1.4
0.871452409,1021.6135,1.3816135,1.7
0.796491693,1073.7905,1.4337905,1.5
0.701532937,993.75757,1.35375757,1.4
0.600161683,993.9878,1.3539878,1.2
0.422001284,914.20435,1.27420435,0.9
0.2789077,911.03906,1.27103906,0.6
0.173935938,836.5513,1.1965513,0.4
0.129562325,834.1499,1.1941499,0.3
0.041881225,820.7615,1.1807615,0.1
0,757.3755,1.1173755,0
0,746.0259,1.1060259,0
0,688.76294,1.04876294,0
0,688.688,1.048688,0
0,746.5408,1.1065408,0
0,735.07666,1.09507666,0
0,689.51294,1.04951294,0
0,704.33813,1.06433813,0
0,741.53467,1.10153467,0
0,754.47754,1.11447754,0
0,746.8142,1.1068142,0
0,761.3645,1.1213645,0
0,821.26074,1.18126074,0
0,818.06055,1.17806055,0
0,832.7864,1.1927864,0
0,840.865,1.200865,0
0,816.0454,1.1760454,0
0,827.1909,1.1871909,0
0,834.97974,1.19497974,0
0,758.1306,1.1181306,0
0,743.2654,1.1032654,0
0,723.8887,1.0838887,0
0,712.65894,1.07265894,0
0,702.74414,1.06274414,0
0,695.5144,1.0555144,0
0,649.501,1.009501,0
0,649.376,1.009376,0
0,649.2158,1.0092158,0
0,646.78467,1.00678467,0
0,647.03467,1.00703467,0
0,650.3457,1.0103457,0
0,651.13574,1.01113574,0
0,650.33374,1.01033374,0
0,738.9009,1.0989009,0
0,830.8711,1.1908711,0
0,843.51,1.20351,0
0,867.3894,1.2273894,0
0,869.9658,1.2299658,0
0,918.7178,1.2787178,0
0,1018.94727,1.37894727,0
0,1026.5125,1.3865125,0
0,1161.0269,1.5210269,0
0,1390.5447,1.7505447,0
0,1431.0022,1.7910022,0
0,1535.1458,1.8951458,0
0,1569.7246,1.9297246,0
0,1570.2197,1.9302197,0
0,1570.7849,1.9307849,0
0,1570.8198,1.9308198,0
0,1570.7849,1.9307849,0
0,1571.5149,1.9315149,0
0,1572.3748,1.9323748,0
0,1572.1948,1.9321948,0
0,1609.7437,1.9697437,0
0,1729.0134,2.0890134,0
0,1757.4688,2.1174688,0
0,1760.3438,2.1203438,0
0,1768.3257,2.1283257,0
0,1881.5125,2.2415125,0
0,1951.779,2.311779,0
0,2046.6665,2.4066665,0
0,2046.5964,2.4065964,0
0,1883.4324,2.2434324,0
0,1764.0134,2.1240134,0
0,1723.0247,2.0830247,0
0,1697.7556,2.0577556,0
0,1570.9514,1.9309514,0
0,1550.7031,1.9107031,0
0,1535.249,1.895249,0
0,1505.5466,1.8655466,0
0,1406.2012,1.7662012,0
0,1281.6941,1.6416941,0
0,1163.3569,1.5233569,0
0,1142.8818,1.5028818,0
0,1026.8833,1.3868833,0
0,908.96826,1.26896826,0
0,936.34375,1.29634375,0
0,912.58936,1.27258936,0
0,900.92993,1.26092993,0
0,900.9497,1.2609497,0
0,894.28955,1.25428955,0
0,812.47266,1.17247266,0
0,846.4646,1.2064646,0
0,849.9512,1.2099512,0
0,850.30615,1.21030615,0
0,849.91113,1.20991113,0
0,845.6763,1.2056763,0
0,845.40625,1.20540625,0
0,938.8887,1.2988887,0
0,902.8347,1.2628347,0
0.044620519,898.1196,1.2581196,0.1
0.088174859,867.70264,1.22770264,0.2
0,795.19995,1.15519995,0
0,792.2085,1.1522085,0
0,791.5437,1.1515437,0
0,741.5901,1.1015901,0
0,741.30005,1.10130005,0
0,731.51294,1.09151294,0
0,722.8015,1.0828015,0
0,735.1272,1.0951272,0
0,821.1824,1.1811824,0
0,832.688,1.192688,0
0,841.3015,1.2013015,0
0,842.3916,1.2023916,0
0,929.3677,1.2893677,0
0,896.4236,1.2564236,0
0,978.01587,1.33801587,0
0,1355.5342,1.7155342,0
0,1515.364,1.875364,0
0,1519.4724,1.8794724,0
0,1460.5728,1.8205728,0
0,1557.9602,1.9179602,0
0,1584.0264,1.9440264,0
0.138734394,1573.9395,1.9339395,0.2
0.136269115,1539.4756,1.8994756,0.2
0.066218746,1508.4424,1.8684424,0.1
0.12652651,1403.3032,1.7633032,0.2
0.314863787,1369.0217,1.7290217,0.5
0.315660346,1373.415,1.733415,0.5
0.058368165,1286.5256,1.6465256,0.1
0,1259.5054,1.6195054,0
0.057775895,1269.7869,1.6297869,0.1
0.11291623,1213.1455,1.5731455,0.2
0.31182497,1061.7197,1.4217197,0.6
0.252339181,1024.4114,1.3844114,0.5
0.279154675,912.1692,1.2721692,0.6
0.223303388,864.54443,1.22454443,0.5
0.081937904,780.6726,1.1406726,0.2
0.080415691,759.43506,1.11943506,0.2
0.039597374,756.2744,1.1162744,0.1
0,730.8396,1.0908396,0
0,751.3967,1.1113967,0
0,754.74756,1.11474756,0
0.078402502,731.3496,1.0913496,0.2
0,723.0303,1.0830303,0
0,722.49536,1.08249536,0
0,658.88525,1.01888525,0
0,651.3508,1.0113508,0
0,648.6887,1.0086887,0
0,636.4133,0.9964133,0
0,579.64355,0.93964355,0
0,579.12354,0.93912354,0
0,570.4995,0.9304995,0
0,552.18994,0.91218994,0
0,542.5884,0.9025884,0
0,479.7776,0.8397776,0
0,431.26953,0.79126953,0
0,395.11987,0.75511987,0
0,434.56152,0.79456152,0
0,439.88257,0.79988257,0
0,480.1797,0.8401797,0
0,505.80273,0.86580273,0
0,602.06177,0.96206177,0
0,673.12866,1.03312866,0
0,750.29004,1.11029004,0
0.039647397,757.68677,1.11768677,0.1
0.161012292,747.374,1.107374,0.4
0.283335983,743.4429,1.1034429,0.7
0.266266043,676.7019,1.0367019,0.7
0.221219106,647.2346,1.0072346,0.6
0.141189335,610.6548,0.9706548,0.4
0.032417389,553.5969,0.9135969,0.1
0,516.77,0.87677,0
0,520.7468,0.8807468,0
0,577.7522,0.9377522,0
0,578.2322,0.9382322,0
0,587.0288,0.9470288,0
0,591.96045,0.95196045,0
0,603.4734,0.9634734,0
0,658.28516,1.01828516,0
0,738.6465,1.0986465,0
0,762.58813,1.12258813,0
0,765.9702,1.1259702,0
0,769.6013,1.1296013,0
0,782.3198,1.1423198,0
0,771.8047,1.1318047,0
0,780.906,1.140906,0
0,870.0747,1.2300747,0
0,1165.2158,1.5252158,0
0,1309.4087,1.6694087,0
0,1533.9226,1.8939226,0
0,1589.801,1.949801,0
0,1700.7554,2.0607554,0
0,1739.6794,2.0996794,0
0,1893.8738,2.2538738,0
0,1899.5327,2.2595327,0
0,1940.397,2.300397,0
0,2035.3345,2.3953345,0
0,2042.9849,2.4029849,0
0,2065.9722,2.4259722,0
0,2065.112,2.425112,0
0,2063.9321,2.4239321,0
0,2062.767,2.422767,0
0,2062.3772,2.4223772,0
0,2048.9666,2.4089666,0
0,2048.7515,2.4087515,0
0,1863.2466,2.2232466,0
0,1864.2817,2.2242817,0
0,1865.2314,2.2252314,0
0,1866.0913,2.2260913,0
0,1824.925,2.184925,0
0,1709.0977,2.0690977,0
0,1674.4788,2.0344788,0
0,1675.4788,2.0354788,0
0,1676.4436,2.0364436,0
0,1676.5686,2.0365686,0
0,1588.2739,1.9482739,0
0,1566.856,1.926856,0
0,1454.3594,1.8143594,0
0,1453.6243,1.8136243,0
0,1447.3567,1.8073567,0
0,1442.4116,1.8024116,0
0,1427.7017,1.7877017,0
0,1407.7429,1.7677429,0
0,1394.157,1.754157,0
0,1376.3599,1.7363599,0
0,1302.8921,1.6628921,0
0,1276.5605,1.6365605,0
0,1265.134,1.625134,0
0,1265.2241,1.6252241,0
0,1242.5186,1.6025186,0
0,1187.042,1.547042,0
0,1202.4683,1.5624683,0
0,1287.3196,1.6473196,0
0,1296.5886,1.6565886,0
0,1298.2385,1.6582385,0
0,1290.1877,1.6501877,0
0,1301.3186,1.6613186,0
0,1314.5693,1.6745693,0
0,1314.6992,1.6746992,0
0,1314.644,1.674644,0
0,1314.3191,1.6743191,0
0,1263.7251,1.6237251,0
0,1191.7664,1.5517664,0
0.110922853,1185.3022,1.5453022,0.2
0.114592416,1236.5598,1.5965598,0.2
0.163976768,1152.3992,1.5123992,0.3
0.217024065,1134.0999,1.4940999,0.4
0.324139682,1118.1179,1.4781179,0.6
0.429389137,1102.1255,1.4621255,0.8
0.404374144,1016.53125,1.37653125,0.8
0.300961798,1011.9812,1.3719812,0.6
0.138528114,917.02905,1.27702905,0.3
0.090691531,902.8262,1.2628262,0.2
0,922.5659,1.2825659,0
0.129136231,830.2117,1.1902117,0.3
0.125296825,794.7283,1.1547283,0.3
0.166314651,783.958,1.143958,0.4
0.162366555,756.7173,1.1167173,0.4
0.164692766,772.7671,1.1327671,0.4
0.204315455,760.06104,1.12006104,0.5
0.232524873,698.9065,1.0589065,0.6
0.311365531,698.6365,1.0586365,0.8
0.268342657,684.8198,1.0448198,0.7
0.25441406,630.37744,0.99037744,0.7
0.212663118,608.1399,0.9681399,0.6
0.233611012,703.87134,1.06387134,0.6
0.143778101,628.5049,0.9885049,0.4
0.177343587,611.73364,0.97173364,0.5
0.168172088,561.3213,0.9213213,0.5
0.132226105,548.86255,0.90886255,0.4
0.092360825,490.5293,0.8505293,0.3
0.096271741,526.63184,0.88663184,0.3
0.059657758,469.9641,0.8299641,0.2
0,465.16748,0.82516748,0
0,449.29858,0.80929858,0
0,431.13818,0.79113818,0
0,420.17212,0.78017212,0
0,495.81104,0.85581104,0
0,543.6692,0.9036692,0
0,566.4346,0.9264346,0
0,526.6548,0.8866548,0
0,611.8235,0.9718235,0
0,753.2268,1.1132268,0
0,866.9297,1.2269297,0
0,946.8992,1.3068992,0
0,947.18896,1.30718896,0
0,942.51514,1.30251514,0
0,834.6194,1.1946194,0
0.078734021,735.97437,1.09597437,0.2
0.256547029,638.7134,0.9987134,0.7
0.303743096,555.72754,0.91572754,0.9
0.217961884,487.98193,0.84798193,0.7
0.154634637,486.93506,0.84693506,0.5
0.158877287,510.24463,0.87024463,0.5
0.068781147,597.1577,0.9571577,0.2
0,548.10376,0.90810376,0
0,530.1113,0.8901113,0
0.095580137,520.2471,0.8802471,0.3
0.120509356,468.1145,0.8281145,0.4
0.03004265,486.58276,0.84658276,0.1
0,510.4209,0.8704209,0
0,562.2329,0.9222329,0
0,592.45776,0.95245776,0
0,738.9077,1.0989077,0
0,893.78125,1.25378125,0
0,918.9468,1.2789468,0
0.047856828,989.52856,1.34952856,0.1
0,932.7002,1.2927002,0
0.092061457,921.9468,1.2819468,0.2
0.25650726,808.562,1.168562,0.6
0.482638115,727.4961,1.0874961,1.2
0.186549214,662.34644,1.02234644,0.5
0,652.0054,1.0120054,0
0,622.6301,0.9826301,0
0,573.0217,0.9330217,0
0,527.60767,0.88760767,0
0,568.4685,0.9284685,0
0,565.2495,0.9252495,0
0,557.05566,0.91705566,0
0,549.8052,0.9098052,0
0,527.6841,0.8876841,0
0,471.7578,0.8317578,0
0,454.71924,0.81471924,0
0.028321906,438.03076,0.79803076,0.1
0,423.6023,0.7836023,0
0,441.9751,0.8019751,0
0,442.1001,0.8021001,0
0,434.80884,0.79480884,0
0,469.10962,0.82910962,0
0,543.49756,0.90349756,0
0,615.2588,0.9752588,0
0,633.8396,0.9938396,0
0,636.0918,0.9960918,0
0,642.7864,1.0027864,0
0,626.62744,0.98662744,0
0,610.93286,0.97093286,0
0,604.3179,0.9643179,0
0,524.53784,0.88453784,0
0,509.70142,0.86970142,0
0,464.52466,0.82452466,0
0,459.3235,0.8193235,0
0,455.0442,0.8150442,0
0,410.19653,0.77019653,0
0,394.8186,0.7548186,0
0,330.48486,0.69048486,0
0,301.7019,0.6617019,0
0,268.25195,0.62825195,0
0,233.38467,0.59338467,0
0,169.3921,0.5293921,0
0,413.65674,0.77365674,0
0,412.9978,0.7729978,0
0,369.5957,0.7295957,0
0,455.36377,0.81536377,0
0,494.07837,0.85407837,0
0,560.63184,0.92063184,0
0,588.03955,0.94803955,0
0,654.2334,1.0142334,0
0,656.7854,1.0167854,0
0,656.7854,1.0167854,0
0,649.5708,1.0095708,0
0,674.3169,1.0343169,0
0,725.4529,1.0854529,0
0,721.38794,1.08138794,0
0,792.2363,1.1522363,0
0,1118.958,1.478958,0
0,1268.561,1.628561,0
0,1394.1858,1.7541858,0
0,1398.4465,1.7584465,0
0,1403.5757,1.7635757,0
0,1412.1245,1.7721245,0
0,1368.6179,1.7286179,0
0,1072.7788,1.4327788,0
0.187377658,929.33765,1.28933765,0.4
0.275021523,710.9314,1.0709314,0.7
0.223685248,658.50464,1.01850464,0.6
0.139788611,600.9971,0.9609971,0.4
0.067536754,579.8059,0.9398059,0.2
0.033741951,590.98,0.95098,0.1
0,652.62866,1.01262866,0
0,652.8286,1.0128286,0
0,654.5105,1.0145105,0
0,656.5825,1.0165825,0
0,656.5825,1.0165825,0
0,656.3523,1.0163523,0
0,701.5261,1.0615261,0
0,792.33374,1.15233374,0
0,792.45874,1.15245874,0
0,809.7307,1.1697307,0
0,812.98096,1.17298096,0
0,802.7634,1.1627634,0
0,799.0481,1.1590481,0
0,771.71655,1.13171655,0
0,771.2866,1.1312866,0
0,693.74146,1.05374146,0
0,670.47095,1.03047095,0
0,660.50366,1.02050366,0
0,600.26587,0.96026587,0
0,594.6953,0.9546953,0
0,587.4717,0.9474717,0
0,589.4607,0.9494607,0
0,624.6653,0.9846653,0
0,652.38135,1.01238135,0
0,682.4475,1.0424475,0
0,804.3638,1.1643638,0
0,807.42505,1.16742505,0
0,808.05005,1.16805005,0
0,808.03516,1.16803516,0
0,808.0901,1.1680901,0
0,804.42993,1.16442993,0
0,783.63306,1.14363306,0
0,774.0769,1.1340769,0
0,773.8967,1.1338967,0
0,714.40356,1.07440356,0
0,710.71826,1.07071826,0
0,701.88184,1.06188184,0
0,751.2754,1.1112754,0
0,751.1853,1.1111853,0
0,750.9153,1.1109153,0
0,747.48975,1.10748975,0
0,754.44946,1.11444946,0
0,754.4844,1.1144844,0
0,779.1328,1.1391328,0
0,779.5227,1.1395227,0
0,780.1677,1.1401677,0
0,784.0405,1.1440405,0
0,790.4817,1.1504817,0
0,868.8677,1.2288677,0
0,850.1011,1.2101011,0
0,851.19604,1.21119604,0
0,916.51294,1.27651294,0
0,916.76294,1.27676294,0
0,916.583,1.276583,0
0,916.29297,1.27629297,0
0,893.16113,1.25316113,0
0,819.4429,1.1794429,0
0,802.42847,1.16242847,0
0,781.7661,1.1417661,0
0,764.1968,1.1241968,0
0,705.2366,1.0652366,0
0,689.31714,1.04931714,0
0,680.8611,1.0408611,0
0,680.16113,1.04016113,0
0,658.271,1.018271,0
0,597.64355,0.95764355,0
0,591.7976,0.9517976,0
0,650.94824,1.01094824,0
0,637.5198,0.9975198,0
0,636.1382,0.9961382,0
0,738.0112,1.0980112,0
0,742.6304,1.1026304,0
0,841.40234,1.20140234,0
0,928.92896,1.28892896,0
0,995.2385,1.3552385,0
0,1007.2427,1.3672427,0
0,1011.0471,1.3710471,0
0,1007.46606,1.36746606,0
0,1006.60596,1.36660596,0
0,947.0127,1.3070127,0
0,1907.647,2.267647,0
0,2096.361,2.456361,0
0,2098.216,2.458216,0
0,2106.0664,2.4660664,0
0,2106.7415,2.4667415,0
0,2099.4463,2.4594463,0
0,2099.3013,2.4593013,0
0,2099.5713,2.4595713,0
0,2100.0364,2.4600364,0
0,2107.3367,2.4673367,0
0,2107.4617,2.4674617,0
0,2034.1094,2.3941094,0
0,2034.7493,2.3947493,0
0,2043.5146,2.4035146,0
0,2050.208,2.410208,0
0,2053.0327,2.4130327,0
0,2054.8027,2.4148027,0
0,2055.7026,2.4157026,0
0,2044.4536,2.4044536,0
0,1999.0354,2.3590354,0
0,1888.7402,2.2487402,0
0,1866.2693,2.2262693,0
0,2012.6094,2.3726094,0
0,2055.5889,2.4155889,0
0,2084.695,2.444695,0
0,1953.9768,2.3139768,0
0,1911.9519,2.2719519,0
0,1906.4534,2.2664534,0
0,1787.4937,2.1474937,0
0,1734.6343,2.0946343,0
0,1834.9663,2.1949663,0
0,2004.8745,2.3648745,0
0,2046.1194,2.4061194,0
0,2075.1372,2.4351372,0
0,2180.8677,2.5408677,0
0,2227.3972,2.5873972,0
0,2400.874,2.760874,0
0,2455.1843,2.8151843,0
0,2626.023,2.986023,0
0,2659.204,3.019204,0
0,2714.9634,3.0749634,0
0,2727.0415,3.0870415,0
0,2731.2114,3.0912114,0
0,2857.5002,3.2175002,0
0,2859.685,3.219685,0
0,2861.2998,3.2212998,0
0,2892.9321,3.2529321,0
0,2745.4583,3.1054583,0
0,2747.9385,3.1079385,0
0,2867.805,3.227805,0
0,2868.93,3.22893,0
0,2868.8599,3.2288599,0
0,2867.4849,3.2274849,0
0,2866.2297,3.2262297,0
0,2747.558,3.107558,0
0,2745.8433,3.1058433,0
0,2737.4758,3.0974758,0
0,2735.4207,3.0954207,0
0,2734.4758,3.0944758,0
0,2733.356,3.093356,0
0,2732.836,3.092836,0
0,2732.531,3.092531,0
0,2732.6958,3.0926958,0
0,2733.2407,3.0932407,0
0,2733.9255,3.0939255,0
0,2733.8555,3.0938555,0
0,2732.8904,3.0928904,0
0,2738.4575,3.0984575,0
0,2856.7642,3.2167642,0
0,2857.054,3.217054,0
0,2907.92,3.26792,0
0,2959.1958,3.3191958,0
0,3082.3423,3.4423423,0
0,3080.8372,3.4408372,0
0,2955.1108,3.3151108,0
0,2953.2861,3.3132861,0
0,2951.476,3.311476,0
0,2942.7893,3.3027893,0
0,2939.0393,3.2990393,0
0,2903.0635,3.2630635,0
0,2879.165,3.239165,0
0,2839.72,3.19972,0
0,2838.75,3.19875,0
0,2836.3,3.1963,0
0,2836,3.196,0
0,2837.32,3.19732,0
0,2718.6184,3.0786184,0
0,2682.6208,3.0426208,0
0,2664.3616,3.0243616,0
0,2716.1458,3.0761458,0
0,2706.907,3.066907,0
0,2646.736,3.006736,0
0,2646.3113,3.0063113,0
0,2678.2761,3.0382761,0
0,2706.897,3.066897,0
0,2706.1772,3.0661772,0
0,2624.0168,2.9840168,0
0,2502.8325,2.8628325,0
0,2442.4497,2.8024497,0
0,2500.5337,2.8605337,0
0,2499.3984,2.8593984,0
0,2448.784,2.808784,0
0,2421.5945,2.7815945,0
0,2420.1045,2.7801045,0
0,2418.2847,2.7782847,0
0,2436.0898,2.7960898,0
0,2490.3289,2.8503289,0
0,2501.263,2.861263,0
0,2692.155,3.052155,0
0,2730.6548,3.0906548,0
0,2914.3843,3.2743843,0
0,2924.3616,3.2843616,0
0,2927.9165,3.2879165,0
0,2938.7993,3.2987993,0
0,2939.9343,3.2999343,0
0,2940.5142,3.3005142,0
0,2940.199,3.300199,0
0,2940.1392,3.3001392,0
0,2939.8093,3.2998093,0
0,2941.7095,3.3017095,0
0,2942.4343,3.3024343,0
0,2943.4646,3.3034646,0
0,2943.2095,3.3032095,0
0,2942.8044,3.3028044,0
0,2941.5945,3.3015945,0
0,2940.3843,3.3003843,0
0,2938.3342,3.2983342,0
0,2937.5994,3.2975994,0
0,2937.2393,3.2972393,0
0,2937.9343,3.2979343,0
0,2939.3242,3.2993242,0
0,2941.5544,3.3015544,0
0,2943.3943,3.3033943,0
0,2944.8093,3.3048093,0
0,2946.1294,3.3061294,0
0,2947.5593,3.3075593,0
0,2907.2056,3.2672056,0
0,2856.8748,3.2168748,0
0,2856.7146,3.2167146,0
0,2857.0046,3.2170046,0
0,2856.6846,3.2166846,0
0,2856.1694,3.2161694,0
0,2856.3345,3.2163345,0
0,2858.5742,3.2185742,0
0,2889.2107,3.2492107,0
0,2890.1206,3.2501206,0
0,2919.5679,3.2795679,0
0,2881.013,3.241013,0
0,2879.6182,3.2396182,0
0,2877.0432,3.2370432,0
0,2852.4695,3.2124695,0
0,2849.7744,3.2097744,0
0,2730.1929,3.0901929,0
0,2729.3179,3.0893179,0
0,2729.208,3.089208,0
0,2729.683,3.089683,0
0,2730.363,3.090363,0
0,2731.383,3.091383,0
0,2733.118,3.093118,0
0,2734.5828,3.0945828,0
0,2736.1528,3.0961528,0
0,2735.8328,3.0958328,0
0,2735.9077,3.0959077,0
0,2729.9353,3.0899353,0
0,2729.4553,3.0894553,0
0,2697.4104,3.0574104,0
0,2641.0115,3.0010115,0
0,2730.6003,3.0906003,0
0,2730.6855,3.0906855,0
0,2730.1804,3.0901804,0
0,2671.4146,3.0314146,0
0,2670.2498,3.0302498,0
0,2639.847,2.999847,0
0,2637.0618,2.9970618,0
0,2635.387,2.995387,0
