Attenuation,Zero degree level(m),Rain height(km),R (mm/hr)
0,1141.637,1.501637,0
0,1160.6863,1.5206863,0
0,1180.5896,1.5405896,0
0,1291.9087,1.6519087,0
0,1394.1597,1.7541597,0
0,1431.439,1.791439,0
0,1547.7395,1.9077395,0
0,1568.3171,1.9283171,0
0,1591.8511,1.9518511,0
0,1613.5613,1.9735613,0
0,1613.4163,1.9734163,0
0,1701.5415,2.0615415,0
0,1705.7112,2.0657112,0
0,1597.2688,1.9572688,0
0,1618.614,1.978614,0
0,1701.6968,2.0616968,0
0,1717.3054,2.0773054,0
0,1727.7771,2.0877771,0
0,1728.0422,2.0880422,0
0,1728.5923,2.0885923,0
0,1771.2583,2.1312583,0
0,1771.4333,2.1314333,0
0,1788.2014,2.1482014,0
0,1789.2363,2.1492363,0
0,1790.7363,2.1507363,0
0,2029.3899,2.3893899,0
0,2053.487,2.413487,0
0,2097.8467,2.4578467,0
0,2111.807,2.471807,0
0,2246.1875,2.6061875,0
0.475922886,2258.6907,2.6186907,0.5
0.30266046,2437.8274,2.7978274,0.3
0.52015174,2503.449,2.863449,0.5
0.872499529,2623.8882,2.9838882,0.8
0.322994618,2626.6433,2.9866433,0.3
0.331831964,2708.7285,3.0687285,0.3
0.219976487,2711.0532,3.0710532,0.2
0,2644.7551,3.0047551,0
0,2633.008,2.993008,0
0,2525.4612,2.8854612,0
0.324318913,2638.943,2.998943,0.3
0.214996061,2641.273,3.001273,0.2
0,2700.2966,3.0602966,0
0,2667.6272,3.0276272,0
0,2677.3706,3.0373706,0
0,2859.3003,3.2193003,0
0,2869.7634,3.2297634,0
0,2883.194,3.243194,0
0,2762.0054,3.1220054,0
0,2731.7078,3.0917078,0
0,2733.9377,3.0939377,0
0,2758.2065,3.1182065,0
0,2769.37,3.12937,0
0,2833.5579,3.1935579,0
0,2952.8196,3.3128196,0
0,2893.5815,3.2535815,0
0,2900.9688,3.2609688,0
0,2962.2517,3.3222517,0
0,2961.5564,3.3215564,0
0,2961.0012,3.3210012,0
0,2932.3142,3.2923142,0
0,2772.0496,3.1320496,0
0,2762.921,3.122921,0
0.110513587,2761.921,3.121921,0.1
0.566467058,2759.941,3.119941,0.5
1.450884821,2676.8965,3.0368965,1.3
2.373756778,2702.5676,3.0625676,2.1
3.094950029,2740.7312,3.1007312,2.7
2.968497333,2729.0024,3.0890024,2.6
2.143627529,2699.2266,3.0592266,1.9
1.671021153,2666.847,3.026847,1.5
1.175925677,2553.125,2.913125,1.1
0.851769017,2552.4854,2.9124854,0.8
0,2645.828,3.005828,0
0,2536.0862,2.8960862,0
0,2522.739,2.882739,0
0,2522.7039,2.8827039,0
0,2523.514,2.883514,0
0,2523.629,2.883629,0
0,2523.1738,2.8831738,0
0,2522.2285,2.8822285,0
0,2521.0586,2.8810586,0
0,2465.6348,2.8256348,0
0,2459.327,2.819327,0
0,2513.6658,2.8736658,0
0,2458.9397,2.8189397,0
0,2438.3994,2.7983994,0
0,2350.3228,2.7103228,0
0,2494.0588,2.8540588,0
0,2438.8499,2.7988499,0
0,2425.322,2.785322,0
0,2318.465,2.678465,0
0,2318.3352,2.6783352,0
0,2317.52,2.67752,0
0,2316.615,2.676615,0
0,2264.108,2.624108,0
0,2263.053,2.623053,0
0,2142.4995,2.5024995,0
0,2149.7444,2.5097444,0
0,2242.612,2.602612,0
0,2242.282,2.602282,0
0,2273.4104,2.6334104,0
0,2432.0195,2.7920195,0
0,2432.4795,2.7924795,0
0,2432.6445,2.7926445,0
0,2431.2793,2.7912793,0
0,2402.486,2.762486,0
0,2400.961,2.760961,0
0,2427.5742,2.7875742,0
0,2427.8545,2.7878545,0
0,2427.8645,2.7878645,0
0,2434.8186,2.7948186,0
0,2460.2034,2.8202034,0
0,2499.8638,2.8598638,0
0,2469.4846,2.8294846,0
0,2449.8896,2.8098896,0
0,2477.4639,2.8374639,0
0,2506.633,2.866633,0
0,2521.3843,2.8813843,0
0,2661.3923,3.0213923,0
0,2807.831,3.167831,0
0,2693.6072,3.0536072,0
0,2716.3215,3.0763215,0
0,2718.1516,3.0781516,0
0,2756.301,3.116301,0
0,2921.6213,3.2816213,0
0,3117.314,3.477314,0
0,3178.1782,3.5381782,0
0,3181.688,3.541688,0
0,3185.513,3.545513,0
0,3189.033,3.549033,0
0,3191.563,3.551563,0
0,3194.633,3.554633,0
0,3192.5981,3.5525981,0
0,3365.8904,3.7258904,0
0,3441.2817,3.8012817,0
0,3445.2517,3.8052517,0
0,3447.087,3.807087,0
0,3448.8318,3.8088318,0
0,3448.5867,3.8085867,0
0,3449.8616,3.8098616,0
0,3450.2517,3.8102517,0
0,3450.6567,3.8106567,0
0,3450.6516,3.8106516,0
0,3450.5718,3.8105718,0
0,3446.4917,3.8064917,0
0,3448.7468,3.8087468,0
0,3450.082,3.810082,0
0,3453.1667,3.8131667,0
0,3461.9229,3.8219229,0
0,3598.1138,3.9581138,0
0,3631.8193,3.9918193,0
0,3659.1301,4.0191301,0
0,3696.5835,4.0565835,0
0,3695.4333,4.0554333,0
0,3695.6333,4.0556333,0
0,3695.2285,4.0552285,0
0,3690.0537,4.0500537,0
0,3691.2336,4.0512336,0
0,3692.709,4.052709,0
0,3692.909,4.052909,0
0,3692.394,4.052394,0
0,3692.164,4.052164,0
0,3690.5642,4.0505642,0
0,3481.8328,3.8418328,0
0,3446.9116,3.8069116,0
0,3435.705,3.795705,0
0,3435.85,3.79585,0
0,3435.915,3.795915,0
0,3429.955,3.789955,0
0,3430.74,3.79074,0
0,3266.426,3.626426,0
0,3435.8352,3.7958352,0
0,3446.3918,3.8063918,0
0,3445.932,3.805932,0
0,3445.8315,3.8058315,0
0,3445.8716,3.8058716,0
0,3445.2117,3.8052117,0
0,3443.0518,3.8030518,0
0,3441.8767,3.8018767,0
0,3440.9316,3.8009316,0
0,3426.565,3.786565,0
0,3427.34,3.78734,0
0,3420.439,3.780439,0
0,3253.355,3.613355,0
0,3187.7563,3.5477563,0
0,3187.9514,3.5479514,0
0,3181.8845,3.5418845,0
0,3057.693,3.417693,0
0,2998.8586,3.3588586,0
0,2966.1553,3.3261553,0
0,2955.3323,3.3153323,0
0,2952.9724,3.3129724,0
0,2773.0093,3.1330093,0
0,2927.7095,3.2877095,0
0,2961.6301,3.3216301,0
0,2993.0437,3.3530437,0
0,3180.8813,3.5408813,0
0,3181.006,3.541006,0
0,3180.0461,3.5400461,0
0,3179.161,3.539161,0
0,3178.1008,3.5381008,0
0,3176.4258,3.5364258,0
0,3174.9958,3.5349958,0
0,3183.6184,3.5436184,0
0,3173.751,3.533751,0
0,3183.6235,3.5436235,0
0,3183.8186,3.5438186,0
0,3184.3835,3.5443835,0
0,3183.9136,3.5439136,0
0,3184.9087,3.5449087,0
0,3184.1536,3.5441536,0
0,3174.6213,3.5346213,0
0,3174.1963,3.5341963,0
0,3173.9263,3.5339263,0
0,3173.9111,3.5339111,0
0,3174.396,3.534396,0
0,3015.638,3.375638,0
0,3135.7227,3.4957227,0
0,3136.5027,3.4965027,0
0,3171.9292,3.5319292,0
0,3180.246,3.540246,0
0,3182.6658,3.5426658,0
0,3148.519,3.508519,0
0,3095.883,3.455883,0
0,2971.6765,3.3316765,0
0,2971.8716,3.3318716,0
0,2972.0015,3.3320015,0
0,2965.7146,3.3257146,0
0,2962.9297,3.3229297,0
0,2970.4165,3.3304165,0
0,3125.8413,3.4858413,0
0,3126.5315,3.4865315,0
0,3183.2007,3.5432007,0
0,3182.1106,3.5421106,0
0,3181.1506,3.5411506,0
0,3145.1938,3.5051938,0
0,3121.1763,3.4811763,0
0,3120.5913,3.4805913,0
0,3120.2163,3.4802163,0
0,3119.3562,3.4793562,0
0,3116.8113,3.4768113,0
0,3117.7412,3.4777412,0
0,3175.9155,3.5359155,0
0,3177.0405,3.5370405,0
0,3187.8079,3.5478079,0
0,3188.078,3.548078,0
0,3188.223,3.548223,0
0,3187.6328,3.5476328,0
0,3176.5454,3.5365454,0
0,3118.2112,3.4782112,0
0,3116.761,3.476761,0
0,3114.416,3.474416,0
0,2976.2827,3.3362827,0
0,2972.4778,3.3324778,0
0,2969.5579,3.3295579,0
0,2966.2031,3.3262031,0
0,2931.14,3.29114,0
0,2836.786,3.196786,0
0,2510.574,2.870574,0
0,2367.2947,2.7272947,0
0,2284.3152,2.6443152,0
0,2256.5457,2.6165457,0
0,2225.7454,2.5857454,0
0,2093.0144,2.4530144,0
0,1901.6736,2.2616736,0
0,1894.6924,2.2546924,0
0,1894.4727,2.2544727,0
0,1890.1887,2.2501887,0
0,1773.6384,2.1336384,0
0.150908261,1744.1653,2.1041653,0.2
0,1729.043,2.089043,0
0,1718.5999,2.0785999,0
0.066778947,1524.281,1.884281,0.1
0,1267.541,1.627541,0
0,1184.9612,1.5449612,0
0,1065.8975,1.4258975,0
0,1031.719,1.391719,0
0,973.0906,1.3330906,0
0,943.3052,1.3033052,0
0,909.75684,1.26975684,0
0,909.2368,1.2692368,0
0,897.7886,1.2577886,0
0,843.54004,1.20354004,0
0,850.5481,1.2105481,0
0,838.95483,1.19895483,0
0,786.41455,1.14641455,0
0,756.13745,1.11613745,0
0,755.63745,1.11563745,0
0,757.39404,1.11739404,0
0,757.5891,1.1175891,0
0,817.8606,1.1778606,0
0,824.8423,1.1848423,0
0,819.8093,1.1798093,0
0,842.9575,1.2029575,0
0,933.8169,1.2938169,0
0,945.6753,1.3056753,0
0,953.40454,1.31340454,0
0,1100.843,1.460843,0
0,1176.1892,1.5361892,0
0,1256.2705,1.6162705,0
0,1430.0718,1.7900718,0
0,1590.919,1.950919,0
0,1803.3777,2.1633777,0
0,2031.4619,2.3914619,0
0,2075.726,2.435726,0
0,2234.8865,2.5948865,0
0,2244.1511,2.6041511,0
0,2245.9211,2.6059211,0
0,2274.4995,2.6344995,0
0,2294.2556,2.6542556,0
0,2287.9458,2.6479458,0
0,2218.388,2.578388,0
0,2195.0605,2.5550605,0
0,2196.8308,2.5568308,0
0,2224.6975,2.5846975,0
0,2228.5374,2.5885374,0
0,2232.1775,2.5921775,0
0,2226.7178,2.5867178,0
0,2227.5977,2.5875977,0
0,2229.6074,2.5896074,0
0,2230.5874,2.5905874,0
0,2231.9624,2.5919624,0
0,2132.6902,2.4926902,0
0,2079.5269,2.4395269,0
0,2052.3992,2.4123992,0
0,1905.1548,2.2651548,0
0,1880.5061,2.2405061,0
0,1917.7803,2.2777803,0
0.079573291,1886.1221,2.2461221,0.1
0.160558734,1879.1511,2.2391511,0.2
0.572358273,1876.8213,2.2368213,0.7
0.902159988,1870.2498,2.2302498,1.1
1.235025631,1870.7922,2.2307922,1.5
0.329559276,1912.6704,2.2726704,0.4
0.164678081,1936.782,2.296782,0.2
0,1891.2141,2.2512141,0
0,2009.9316,2.3699316,0
0,1936.242,2.296242,0
0.081389118,1937.492,2.297492,0.1
0.335502282,1953.8394,2.3138394,0.4
0.269141513,2126.761,2.486761,0.3
0.266964006,2106.561,2.466561,0.3
0.26735894,2110.2246,2.4702246,0.3
0.462610099,2185.0544,2.5450544,0.5
0.526404224,2046.3105,2.4063105,0.6
0.987162453,1874.6724,2.2346724,1.2
1.227146753,1715.2451,2.0752451,1.6
1.157474632,1596.4502,1.9564502,1.6
0.522543414,1421.2,1.7812,0.8
0.256781835,1408.9365,1.7689365,0.4
0.191164692,1404.0461,1.7640461,0.3
0.177800888,1280.3293,1.6403293,0.3
0.108229708,1147.6877,1.5076877,0.2
0.161425915,1128.7988,1.4887988,0.3
0.40458496,1017.25244,1.37725244,0.8
0.486766115,838.6343,1.1986343,1.1
0.452534798,659.31714,1.01931714,1.2
0.33722867,553.51685,0.91351685,1
0.227582474,525.5513,0.8855513,0.7
0.158671958,509.11646,0.86911646,0.5
0,537.6106,0.8976106,0
0,532.6443,0.8926443,0
0,523.4817,0.8834817,0
0.03256626,557.79834,0.91779834,0.1
0.108170341,636.5027,0.9965027,0.3
0.034685833,617.6211,0.9776211,0.1
0.070205532,617.0205,0.9770205,0.2
0.106039243,616.8208,0.9768208,0.3
0.216560962,625.9492,0.9859492,0.6
0.032152033,546.10815,0.90610815,0.1
0.031554095,529.2339,0.8892339,0.1
0,464.4297,0.8244297,0
0,490.06494,0.85006494,0
0,475.19775,0.83519775,0
0,429.0708,0.7890708,0
0,411.9165,0.7719165,0
0,364.55225,0.72455225,0
0,289.52563,0.64952563,0
0,243.51715,0.60351715,0
0,241.29407,0.60129407,0
0,196.37842,0.55637842,0
0,185.69147,0.54569147,0
0,160.74915,0.52074915,0
0,159.33606,0.51933606,0
0,160.83917,0.52083917,0
0,175.99866,0.53599866,0
0,228.40887,0.58840887,0
0,313.75073,0.67375073,0
0,376.88184,0.73688184,0
0,397.67065,0.75767065,0
0,442.7544,0.8027544,0
0,446.78394,0.80678394,0
0.026941592,399.08838,0.75908838,0.1
0,385.69263,0.74569263,0
0,388.1975,0.7481975,0
0,397.1316,0.7571316,0
0,409.5708,0.7695708,0
0,441.04297,0.80104297,0
0,394.6875,0.7546875,0
0,387.97998,0.74797998,0
0,362.6914,0.7226914,0
0,347.03003,0.70703003,0
0,311.69922,0.67169922,0
0,295.8015,0.6558015,0
0,292.6836,0.6526836,0
0,280.2942,0.6402942,0
0,278.18164,0.63818164,0
0,247.86272,0.60786272,0
0,278.16162,0.63816162,0
0,247.98772,0.60798772,0
0,283.2339,0.6432339,0
0,309.01587,0.66901587,0
0,378.83472,0.73883472,0
0,430.03662,0.79003662,0
0,431.96924,0.79196924,0
0.056191355,421.6516,0.7816516,0.2
0,378.2124,0.7382124,0
0,351.57568,0.71157568,0
0,310.16992,0.67016992,0
0,289.9431,0.6499431,0
0,233.14856,0.59314856,0
0,196.66002,0.55666002,0
0,183.01532,0.54301532,0
0,157.12427,0.51712427,0
0,155.98582,0.51598582,0
0,175.3057,0.5353057,0
0,183.13972,0.54313972,0
0,212.5054,0.5725054,0
0,237.53664,0.59753664,0
0,238.84499,0.59884499,0
0,280.6521,0.6406521,0
0,367.3894,0.7273894,0
0,325.73926,0.68573926,0
0,361.4983,0.7214983,0
0,366.23438,0.72623438,0
0.050750324,345.83472,0.70583472,0.2
0.051788586,360.30054,0.72030054,0.2
0.064570242,538.4448,0.8984448,0.2
0.069881929,612.5078,0.9725078,0.2
0.074680567,679.4321,1.0394321,0.2
0.142355212,618.6936,0.9786936,0.4
0.292423686,521.4595,0.8814595,0.9
0.485146491,647.48267,1.00748267,1.3
0.551629755,786.36914,1.14636914,1.3
0.443695489,732.0386,1.0920386,1.1
0.083560196,803.30786,1.16330786,0.2
0.083811769,806.8181,1.1668181,0.2
0.12405751,783.27563,1.14327563,0.3
0.040299416,776.09644,1.13609644,0.1
0,817.1758,1.1771758,0
0.167990172,795.51953,1.15551953,0.4
0.419436671,777.3933,1.1373933,1
0.710558725,644.30444,1.00430444,1.9
0.592568034,636.8447,0.9968447,1.6
0.425153767,686.1741,1.0461741,1.1
0.405971981,740.7014,1.1007014,1
0.076743112,708.20166,1.06820166,0.2
0.156413084,715.646,1.075646,0.4
0.076350326,702.72266,1.06272266,0.2
0.075471985,690.47095,1.05047095,0.2
0.080955895,766.9717,1.1269717,0.2
0.082478914,788.22095,1.14822095,0.2
0.127190403,812.228,1.172228,0.3
0.279818325,915.20605,1.27520605,0.6
0.084336642,814.14185,1.17414185,0.2
0.298351703,802.17285,1.16217285,0.7
0.427448984,799.23145,1.15923145,1
0.427500401,799.3716,1.1593716,1
0.253146682,793.1926,1.1531926,0.6
0.299553898,806.87573,1.16687573,0.7
0.31161678,854.0713,1.2140713,0.7
0.242988808,972.9175,1.3329175,0.5
0.097542839,998.46265,1.35846265,0.2
0.278629142,909.7644,1.2697644,0.6
0.874060098,814.1094,1.1741094,2
1.172818582,848.3384,1.2083384,2.6
0.701879506,821.98315,1.18198315,1.6
0.156840408,718.59375,1.07859375,0.4
0.109022447,644.3728,1.0043728,0.3
0.23881354,569.4209,0.9294209,0.7
0.130551359,537.31885,0.89731885,0.4
0.062186989,505.21997,0.86521997,0.2
0.15650758,497.22485,0.85722485,0.5
0.155595939,492.2163,0.8522163,0.5
0.094193349,507.44507,0.86744507,0.3
0.062779811,513.48413,0.87348413,0.2
0.063696384,526.26196,0.88626196,0.2
0.063279643,520.45215,0.88045215,0.2
0.063077513,517.6343,0.8776343,0.2
0.089394824,463.15308,0.82315308,0.3
0,458.2068,0.8182068,0
0,453.73047,0.81373047,0
0,453.7754,0.8137754,0
0,448.41797,0.80841797,0
0,410.18408,0.77018408,0
0,389.21216,0.74921216,0
0,370.77222,0.73077222,0
0,366.37573,0.72637573,0
0.025019596,344.87012,0.70487012,0.1
0.048994498,321.37305,0.68137305,0.2
0.048543333,315.0879,0.6750879,0.2
0.046153569,281.79883,0.64179883,0.2
0.04600299,279.70142,0.63970142,0.2
0.04588182,278.01367,0.63801367,0.2
0.021432785,243.70927,0.60370927,0.1
0,243.83427,0.60383427,0
0,269.83154,0.62983154,0
0,312.5276,0.6725276,0
0,371.7942,0.7317942,0
0,398.28687,0.75828687,0
0,445.0896,0.8050896,0
0,466.40747,0.82640747,0
0,504.8181,0.8648181,0
0,512.50684,0.87250684,0
0,520.228,0.880228,0
0,524.657,0.884657,0
0,538.1238,0.8981238,0
0,639.4971,0.9994971,0
0,770.36743,1.13036743,0
0,983.20044,1.34320044,0
0,1223.5122,1.5835122,0
0,1484.7363,1.8447363,0
0,1363.133,1.723133,0
0,1291.0051,1.6510051,0
0,1156.8635,1.5168635,0
0,1051.272,1.411272,0
0,1028.5532,1.3885532,0
0,1033.2273,1.3932273,0
0,1130.9934,1.4909934,0
0,1149.8203,1.5098203,0
0,1161.6394,1.5216394,0
0,1240.3594,1.6003594,0
0,1256.7258,1.6167258,0
0,1239.3887,1.5993887,0
0,1154.2659,1.5142659,0
0,1138.5581,1.4985581,0
0,1135.207,1.495207,0
0,1040.7773,1.4007773,0
0,906.198,1.266198,0
0,809.39233,1.16939233,0
0,669.26,1.02926,0
0,597.365,0.957365,0
0,528.46606,0.88846606,0
0,479.25244,0.83925244,0
0,493.13232,0.85313232,0
0,499.40747,0.85940747,0
0,496.15112,0.85615112,0
0,398.23975,0.75823975,0
0,314.66797,0.67466797,0
0,231.6909,0.5916909,0
0,168.53516,0.52853516,0
0,27.204193,0.387204193,0
0,27.204193,0.387204193,0
0,39.963837,0.399963837,0
0,690.14844,1.05014844,0
0,778.468,1.138468,0
0,931.6343,1.2916343,0
0,954.9175,1.3149175,0
0,947.44946,1.30744946,0
0,479.5952,0.8395952,0
0,437.82642,0.79782642,0
0,933.7446,1.2937446,0
0,1110.3623,1.4703623,0
0,601.1428,0.9611428,0
0,1106.6604,1.4666604,0
0,1392.8948,1.7528948,0
0,1659.6575,2.0196575,0
0,1857.022,2.217022,0
0,1890.138,2.250138,0
0,1985.1753,2.3451753,0
0,2010.3569,2.3703569,0
0,1933.0925,2.2930925,0
0,1860.2466,2.2202466,0
0,1860.2466,2.2202466,0
0,1767.7249,2.1277249,0
0,1710.7251,2.0707251,0
0,1723.9036,2.0839036,0
0,1847.2866,2.2072866,0
0,2042.905,2.402905,0
0,2074.646,2.434646,0
0,2234.6902,2.5946902,0
0,2386.3367,2.7463367,0
0,2416.115,2.776115,0
0,2417.3198,2.7773198,0
0,2425.9739,2.7859739,0
0,2482.0579,2.8420579,0
0,2484.3127,2.8443127,0
0,2505.9832,2.8659832,0
0,2482.6516,2.8426516,0
0,2627.3328,2.9873328,0
0,2629.3076,2.9893076,0
0,2630.4978,2.9904978,0
0,2658.8489,3.0188489,0
0,2680.0183,3.0400183,0
0,2679.3782,3.0393782,0
0.105909646,2631.5376,2.9915376,0.1
0,2519.5557,2.8795557,0
0,2519.5159,2.8795159,0
0.101730857,2513.2131,2.8732131,0.1
0.205767656,2511.998,2.871998,0.2
0.100272387,2471.92,2.83192,0.1
0.202974399,2472.875,2.832875,0.2
0.098721931,2428.025,2.788025,0.1
0.098727406,2428.18,2.78818,0.1
0.099649485,2454.2847,2.8142847,0.1
0.199736279,2427.5247,2.7875247,0.2
0.301524829,2427.2847,2.7872847,0.3
0.290741206,2327.187,2.687187,0.3
0.098213904,2413.6428,2.7736428,0.1
0,2370.608,2.730608,0
0.09268802,2257.223,2.617223,0.1
0.186076595,2236.2615,2.5962615,0.2
0.18544408,2227.4067,2.5874067,0.2
0,2227.137,2.587137,0
0,2250.2908,2.6102908,0
0,2224.4722,2.5844722,0
0,2217.4739,2.5774739,0
0.268344256,2119.365,2.479365,0.3
0,2105.9463,2.4659463,0
0.08565013,2058.0513,2.4180513,0.1
0,2041.5344,2.4015344,0
0,1936.1824,2.2961824,0
0.16138278,1890.6792,2.2506792,0.2
0.487513388,1867.585,2.227585,0.6
0.16462449,1936.0322,2.2960322,0.2
0.245626538,1908.6736,2.2686736,0.3
0.159391371,1862.8206,2.2228206,0.2
0.079321474,1878.9985,2.2389985,0.1
0,1879.0684,2.2390684,0
0,1863.0872,2.2230872,0
0,1732.0669,2.0920669,0
0,1731.7219,2.0917219,0
0,1766.7139,2.1267139,0
0,1838.0537,2.1980537,0
0,2356.8047,2.7168047,0
0,2283.0671,2.6430671,0
0,2114.8271,2.4748271,0
0,1976.28,2.33628,0
0,1796.696,2.156696,0
0,1797.3708,2.1573708,0
0,1885.6536,2.2456536,0
0,1886.7434,2.2467434,0
0,1897.0542,2.2570542,0
0,1917.4404,2.2774404,0
0,1894.644,2.254644,0
0.161090308,1886.5876,2.2465876,0.2
0.231053273,1773.5754,2.1335754,0.3
0.159806974,1868.6345,2.2286345,0.2
0,1734.2715,2.0942715,0
0.074173397,1733.3816,2.0933816,0.1
0.07496278,1755.7078,2.1157078,0.1
0,1749.2598,2.1092598,0
0,1732.7769,2.0927769,0
0,1732.917,2.092917,0
0,1733.1218,2.0931218,0
0.457948944,1731.7969,2.0917969,0.6
0.214052763,1616.0364,1.9760364,0.3
0.351115985,1569.0374,1.9290374,0.5
0.279019917,1562.7744,1.9227744,0.4
0.421001035,1562.1943,1.9221943,0.6
0.208112616,1072.5337,1.4325337,0.4
0.655374464,1003.38306,1.36338306,1.3
1.027394278,1095.9807,1.4559807,1.9
0.171243725,1219.6423,1.5796423,0.3
0.059316604,1313.3313,1.6733313,0.1
0.119260988,1301.7812,1.6617812,0.2
0.765156023,1368.9099,1.7289099,1.2
0.728209286,1284.8796,1.6448796,1.2
0.685472136,1187.7327,1.5477327,1.2
0.448800294,1168.5713,1.5285713,0.8
0.387189671,1150.0095,1.5100095,0.7
0.415680785,1055.2146,1.4152146,0.8
0.937738959,1043.2756,1.4032756,1.8
1.113576486,833.61084,1.19361084,2.5
0.583454602,764.6094,1.1246094,1.4
0.116256439,711.1958,1.0711958,0.3
0.039333839,748.83374,1.10883374,0.1
0,759.90967,1.11990967,0
0,806.76294,1.16676294,0
0,817.56055,1.17756055,0
0,841.0801,1.2010801,0
0,893.83984,1.25383984,0
0,929.53784,1.28953784,0
0,929.66284,1.28966284,0
0,919.7446,1.2797446,0
0,940.5969,1.3005969,0
0,1065.6294,1.4256294,0
0,1202.8901,1.5628901,0
0,1508.0864,1.8680864,0
0,1692.19,2.05219,0
0,1758.112,2.118112,0
0,1770.9395,2.1309395,0
0,1867.8142,2.2278142,0
0,1899.3398,2.2593398,0
0,1873.834,2.233834,0
0,1875.4238,2.2354238,0
0,2034.4553,2.3944553,0
0,2067.8394,2.4278394,0
0,2069.7393,2.4297393,0
0,2117.9817,2.4779817,0
0,2127.5776,2.4875776,0
0,2123.3215,2.4833215,0
0,2125.4414,2.4854414,0
0,2133.3323,2.4933323,0
0,2133.6323,2.4936323,0
0,2134.1472,2.4941472,0
0,2134.9673,2.4949673,0
0,2235.2744,2.5952744,0
0,2275.3066,2.6353066,0
0,2301.32,2.66132,0
0,2302.7502,2.6627502,0
0,2323.5254,2.6835254,0
0,2323.8804,2.6838804,0
0,2322.7703,2.6827703,0
0,2322.7305,2.6827305,0
0,2322.6602,2.6826602,0
0,2321.485,2.681485,0
0,2320.2202,2.6802202,0
0,2473.9858,2.8339858,0
0,2479.394,2.839394,0
0,2480.0288,2.8400288,0
0,2507.5273,2.8675273,0
0.101497903,2506.6174,2.8666174,0.1
0.105395177,2616.9692,2.9769692,0.1
0,2563.182,2.923182,0
0,2564.8972,2.9248972,0
0,2567.2021,2.9272021,0
0,2570.5024,2.9305024,0
0,2571.1873,2.9311873,0
0,2570.9219,2.9309219,0
0,2540.047,2.900047,0
0,2651.2239,3.0112239,0
0,2783.09,3.14309,0
0,2729.7266,3.0897266,0
0,2723.422,3.083422,0
0,2690.0085,3.0500085,0
0,2577.422,2.937422,0
0,2515.7437,2.8757437,0
0,2478.4055,2.8384055,0
0.292134038,2340.1145,2.7001145,0.3
0,2442.7363,2.8027363,0
0,2476.8435,2.8368435,0
0,2485.7686,2.8457686,0
0,2479.1436,2.8391436,0
0,2405.4155,2.7654155,0
0,2580.7751,2.9407751,0
0,2675.386,3.035386,0
0,2679.5908,3.0395908,0
0,2682.1907,3.0421907,0
0.890396475,2685.5461,3.0455461,0.8
0.331966635,2709.9795,3.0699795,0.3
0,2727.4712,3.0874712,0
0,2730.3813,3.0903813,0
0,2706.6953,3.0666953,0
0,2709.09,3.06909,0
0,2681.3223,3.0413223,0
0,2530.478,2.890478,0
0,2531.023,2.891023,0
0,2533.163,2.893163,0
0,2534.933,2.894933,0
0,2661.3718,3.0213718,0
0,2693.0215,3.0530215,0
0,2694.0066,3.0540066,0
0,2695.4565,3.0554565,0
0,2723.9673,3.0839673,0
0,2697.7314,3.0577314,0
0,2666.8267,3.0268267,0
0,2553.7148,2.9137148,0
0,2661.7717,3.0217717,0
0.106945345,2660.8667,3.0208667,0.1
0,2693.2515,3.0532515,0
0.22069083,2721.0625,3.0810625,0.2
0,2720.342,3.080342,0
0,2661.5864,3.0215864,0
0,2662.1213,3.0221213,0
0.102981698,2548.6294,2.9086294,0.1
0,2547.9346,2.9079346,0
0,2548.4097,2.9084097,0
0,2660.0815,3.0200815,0
0,2661.0767,3.0210767,0
0,2665.2764,3.0252764,0
0,2724.422,3.084422,0
0,2724.6624,3.0846624,0
0,2724.4175,3.0844175,0
0,2723.6875,3.0836875,0
0,2723.0427,3.0830427,0
0,2722.2878,3.0822878,0
0,2721.7178,3.0817178,0
0,2729.7017,3.0897017,0
0,2729.5466,3.0895466,0
0,2729.0117,3.0890117,0
0,2734.0889,3.0940889,0
0,2875.844,3.235844,0
0,2875.694,3.235694,0
0,2875.419,3.235419,0
0,2873.5134,3.2335134,0
0,2900.1655,3.2601655,0
0,2931.1562,3.2911562,0
0,2938.3943,3.2983943,0
0,2938.759,3.298759,0
0,2936.959,3.296959,0
0,2935.8892,3.2958892,0
0,2936.3691,3.2963691,0
0,2937.144,3.297144,0
0,2714.9106,3.0749106,0
0,2721.1584,3.0811584,0
0,2716.4563,3.0764563,0
0,2716.4712,3.0764712,0
0,2716.851,3.076851,0
0,2716.956,3.076956,0
0,2716.996,3.076996,0
0,2716.636,3.076636,0
0,2715.7258,3.0757258,0
0,2764.0667,3.1240667,0
0,2913.1338,3.2731338,0
0,2918.871,3.278871,0
0,2918.224,3.278224,0
0,2923.0212,3.2830212,0
0,2858.783,3.218783,0
0,2830.4194,3.1904194,0
0,2645.65,3.00565,0
0,2633.6865,2.9936865,0
0,2611.482,2.971482,0
0.200487749,2438.0488,2.7980488,0.2
0.401036097,2408.1294,2.7681294,0.4
0.474188366,2249.0957,2.6090957,0.5
0.469944913,2225.623,2.585623,0.5
0.469944913,2225.623,2.585623,0.5
0.508691637,1964.897,2.324897,0.6
0.337771506,1969.5603,2.3295603,0.4
0.514580421,1991.9614,2.3519614,0.6
0.341035818,1992.1763,2.3521763,0.4
0.167922658,1982.1794,2.3421794,0.2
0,1974.8193,2.3348193,0
0,1952.1934,2.3121934,0
