timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Cloud Cover High [high cld lay],Basel Cloud Cover Medium [mid cld lay],Basel Cloud Cover Low [low cld lay],Specific attenuation,Attenuation
20140314T0800,7.150245,0,0,0,0,0,0
20140314T0900,10.130245,0,0,0,0,0,0
20140314T1000,12.340245,0,0,0,0,0,0
20140314T1100,14.340245,0,0,0,0,0,0
20140314T1200,16.000246,0,0,0,0,0,0
20140314T1300,17.180244,0,0,0,0,0,0
20140314T1400,17.920246,0,0,0,0,0,0
20140314T1500,18.250246,0,0,0,0,0,0
20140314T1600,17.860245,0,0,0,0,0,0
20140314T1700,17.270245,0,0,0,0,0,0
20140314T1800,15.180245,0,0,0,0,0,0
20140314T1900,12.140245,0,0,0,0,0,0
20140314T2000,10.430245,0,0,0,0,0,0
20140314T2100,7.8902454,0,0,0,0,0,0
20140314T2200,8.690246,0,0,0,0,0,0
20140314T2300,6.1402454,0,0,0,0,0,0
20140315T0000,5.4302454,0,0,0,0,0,0
20140315T0100,4.730245,0,3,0,0,0,0
20140315T0200,4.3302455,0,3,0,0,0,0
20140315T0300,3.9002452,0,0,0,0,0,0
20140315T0400,3.8602452,0,39,0,0,0,0
20140315T0500,3.6902456,0,100,0,0,0,0
20140315T0600,4.2902455,0,100,0,0,0,0
20140315T0700,5.6602454,0,100,0,0,0,0
20140315T0800,7.8002453,0,99,1,0,0,0
20140315T0900,10.230246,0,97,51,0,0,0
20140315T1000,11.420245,0,100,80,29,0,0
20140315T1100,11.770246,0,100,29,25,0,0
20140315T1200,11.250245,0,100,11,30,0,0
20140315T1300,11.160245,0,98,15,69,0,0
20140315T1400,10.430245,0,90,52,85,0,0
20140315T1500,9.870245,0,69,50,96,0,0
20140315T1600,9.170245,0.2,96,66,96,0.092526842,0.08764041
20140315T1700,8.950245,0.1,98,71,93,0.091952203,0.042951899
20140315T1800,8.690246,0.1,98,82,94,0.091952203,0.044458504
20140315T1900,8.400246,0,100,70,86,0,0
20140315T2000,8.140245,0,100,49,78,0,0
20140315T2100,8.120246,0,85,43,60,0,0
20140315T2200,8.180245,0,42,50,42,0,0
20140315T2300,7.8902454,0,51,71,59,0,0
20140316T0000,7.8002453,0,34,49,50,0,0
20140316T0100,7.880245,0,34,41,35,0,0
20140316T0200,7.610245,0,18,25,17,0,0
20140316T0300,7.5502453,0,9,15,20,0,0
20140316T0400,7.5902452,0,0,3,29,0,0
20140316T0500,7.5502453,0,0,1,35,0,0
20140316T0600,7.630245,0,0,4,47,0,0
20140316T0700,8.390245,0,0,19,53,0,0
20140316T0800,9.360246,0,0,38,71,0,0
20140316T0900,10.340245,0,2,32,62,0,0
20140316T1000,12.040245,0,49,32,46,0,0
20140316T1100,13.450245,0,54,21,27,0,0
20140316T1200,14.870245,0,27,10,15,0,0
20140316T1300,16.220245,0,0,3,6,0,0
20140316T1400,16.860245,0,0,0,1,0,0
20140316T1500,17.580246,0,0,0,0,0,0
20140316T1600,17.310246,0,0,0,0,0,0
20140316T1700,15.890245,0,0,0,0,0,0
20140316T1800,13.100245,0,0,0,0,0,0
20140316T1900,11.230246,0,0,0,0,0,0
20140316T2000,9.840245,0,1,0,0,0,0
20140316T2100,8.430245,0,1,0,0,0,0
20140316T2200,8.420245,0,0,0,0,0,0
20140316T2300,7.880245,0,0,0,1,0,0
20140317T0000,7.3702455,0,0,0,0,0,0
20140317T0100,6.920245,0,0,0,0,0,0
20140317T0200,6.6602454,0,0,0,0,0,0
20140317T0300,6.000245,0,0,0,0,0,0
20140317T0400,5.7202454,0,0,0,0,0,0
20140317T0500,5.400245,0,0,0,12,0,0
20140317T0600,5.1202455,0,0,0,25,0,0
20140317T0700,6.9702454,0,0,0,25,0,0
20140317T0800,9.930245,0,0,0,8,0,0
20140317T0900,12.200245,0,15,0,0,0,0
20140317T1000,14.000245,0,0,0,0,0,0
20140317T1100,15.770246,0,0,0,0,0,0
20140317T1200,17.320246,0,0,0,0,0,0
20140317T1300,18.530245,0,0,0,0,0,0
20140317T1400,19.340246,0,0,0,0,0,0
20140317T1500,19.770245,0,0,0,0,0,0
20140317T1600,19.300245,0,0,0,0,0,0
20140317T1700,16.950245,0,0,0,0,0,0
20140317T1800,14.500245,0,0,0,0,0,0
20140317T1900,12.440246,0,0,0,0,0,0
20140317T2000,9.610246,0,0,3,0,0,0
20140317T2100,8.080246,0,1,3,0,0,0
20140317T2200,7.9702454,0,0,2,0,0,0
20140317T2300,7.020245,0,0,3,0,0,0
20140318T0000,6.040245,0,0,0,0,0,0
20140318T0100,5.460245,0,0,0,0,0,0
20140318T0200,5.2402453,0,0,1,0,0,0
20140318T0300,4.900245,0,2,9,0,0,0
20140318T0400,4.4702454,0,5,14,0,0,0
20140318T0500,3.8402452,0,4,15,0,0,0
20140318T0600,3.8202453,0,11,11,0,0,0
20140318T0700,5.6802454,0,18,2,0,0,0
20140318T0800,9.610246,0,46,0,0,0,0
20140318T0900,12.250245,0,41,0,0,0,0
20140318T1000,14.920245,0,64,0,0,0,0
20140318T1100,17.260244,0,81,0,0,0,0
20140318T1200,18.820246,0,91,0,0,0,0
20140318T1300,19.630245,0,89,0,0,0,0
20140318T1400,20.070246,0,91,4,0,0,0
20140318T1500,19.830246,0,90,17,0,0,0
20140318T1600,18.960245,0,63,40,0,0,0
20140318T1700,17.680244,0,38,70,0,0,0
20140318T1800,16.300245,0,42,82,0,0,0
20140318T1900,15.700245,0,12,65,6,0,0
20140318T2000,15.150246,0,2,25,34,0,0
20140318T2100,13.850245,0,3,17,49,0,0
20140318T2200,12.850245,0,2,9,60,0,0
20140318T2300,11.680245,0,0,6,77,0,0
20140319T0000,10.820246,0,0,2,80,0,0
20140319T0100,10.440246,0,0,4,87,0,0
20140319T0200,10.070246,0,0,9,93,0,0
20140319T0300,9.980246,0,0,19,90,0,0
20140319T0400,9.720245,0,0,15,87,0,0
20140319T0500,9.620245,0,0,8,72,0,0
20140319T0600,9.230246,0,0,2,45,0,0
20140319T0700,9.890245,0,1,3,43,0,0
20140319T0800,10.800245,0,0,1,60,0,0
20140319T0900,11.690246,0,0,3,73,0,0
20140319T1000,12.620245,0,0,0,55,0,0
20140319T1100,13.580245,0,15,0,74,0,0
20140319T1200,14.490245,0,47,0,58,0,0
20140319T1300,15.190246,0,28,0,37,0,0
20140319T1400,15.550245,0,9,0,0,0,0
20140319T1500,15.860246,0,0,0,0,0,0
20140319T1600,15.670245,0,0,0,0,0,0
20140319T1700,15.300245,0,21,0,0,0,0
20140319T1800,14.070246,0,49,0,0,0,0
20140319T1900,12.500245,0,13,0,0,0,0
20140319T2000,10.090245,0,12,0,0,0,0
20140319T2100,8.570246,0,4,0,0,0,0
20140319T2200,6.440245,0,10,0,0,0,0
20140319T2300,5.6602454,0,16,0,0,0,0
20140320T0000,5.000245,0,34,0,0,0,0
20140320T0100,4.650245,0,20,0,0,0,0
20140320T0200,4.3002453,0,8,0,0,0,0
20140320T0300,3.8302455,0,0,0,0,0,0
20140320T0400,3.0202456,0,0,0,0,0,0
20140320T0500,2.4802454,0,0,0,0,0,0
20140320T0600,2.5902452,0,0,0,0,0,0
20140320T0700,5.8002453,0,0,0,0,0,0
20140320T0800,9.140245,0,0,0,0,0,0
20140320T0900,11.990245,0,0,0,0,0,0
20140320T1000,14.160245,0,0,0,0,0,0
20140320T1100,16.180246,0,0,0,0,0,0
20140320T1200,18.150246,0,0,0,0,0,0
20140320T1300,19.920246,0,4,0,0,0,0
20140320T1400,21.100245,0,10,0,0,0,0
20140320T1500,21.540245,0,9,0,0,0,0
20140320T1600,21.570246,0,1,0,0,0,0
20140320T1700,18.850245,0,2,0,0,0,0
20140320T1800,15.160245,0,1,0,0,0,0
20140320T1900,13.130245,0,0,0,0,0,0
20140320T2000,12.020246,0,0,0,0,0,0
20140320T2100,11.280245,0,0,0,0,0,0
20140320T2200,11.180245,0,0,0,0,0,0
20140320T2300,11.030245,0,0,0,0,0,0
20140321T0000,10.550245,0,0,0,0,0,0
20140321T0100,10.300245,0,0,0,0,0,0
20140321T0200,9.730246,0,0,0,0,0,0
20140321T0300,9.480246,0,0,0,3,0,0
20140321T0400,9.000245,0,0,0,3,0,0
20140321T0500,8.630245,0,0,0,2,0,0
20140321T0600,8.8102455,0,0,0,6,0,0
20140321T0700,10.990245,0,0,0,5,0,0
20140321T0800,13.920245,0,0,0,2,0,0
20140321T0900,16.310246,0,0,0,1,0,0
20140321T1000,17.970245,0,0,0,0,0,0
20140321T1100,19.380245,0,2,6,0,0,0
20140321T1200,19.930244,0,13,11,0,0,0
20140321T1300,20.040245,0,38,12,0,0,0
20140321T1400,19.530245,0,68,24,2,0,0
20140321T1500,18.440245,0,94,56,4,0,0
20140321T1600,17.430244,0,98,65,8,0,0
20140321T1700,16.290245,0,97,75,1,0,0
20140321T1800,15.250245,0,99,91,5,0,0
20140321T1900,15.120245,0,79,95,7,0,0
20140321T2000,14.760245,0,49,95,8,0,0
20140321T2100,13.430245,0,31,95,14,0,0
20140321T2200,13.340245,0,57,62,7,0,0
20140321T2300,13.390245,0,95,63,3,0,0
20140322T0000,13.030245,0,93,74,3,0,0
20140322T0100,12.840245,0,99,50,6,0,0
20140322T0200,11.690246,0,99,18,2,0,0
20140322T0300,11.3102455,0,99,37,16,0,0
20140322T0400,10.340245,0.1,100,55,16,0.091952203,0.074691176
20140322T0500,10.070246,0.2,100,94,23,0.092526842,0.151104228
20140322T0600,10.640245,0.2,100,100,36,0.092526842,0.150330749
20140322T0700,10.570246,1.3,100,99,67,0.094096626,0.878526945
20140322T0800,10.410245,1.6,100,100,98,0.094272395,1.057568044
20140322T0900,9.550245,1.6,100,100,96,0.094272395,1.047844143
20140322T1000,9.620245,1.7,100,100,38,0.094323777,1.110899899
20140322T1100,9.760245,1.5,100,98,84,0.094217728,0.971736237
20140322T1200,9.790245,1.2,100,99,87,0.094028956,0.725570082
20140322T1300,9.830245,1.1,100,99,79,0.093955451,0.651964741
20140322T1400,9.690246,0.8,100,97,41,0.093686916,0.468357465
20140322T1500,9.430245,0.5,100,88,44,0.093291988,0.294138255
20140322T1600,9.380245,0.2,100,95,18,0.092526842,0.118051114
20140322T1700,9.140245,0,97,93,22,0,0
20140322T1800,7.900245,0.4,86,99,55,0.093105072,0.235260822
20140322T1900,7.6202455,0.8,73,100,86,0.093686916,0.362543926
20140322T2000,7.360245,0.6,88,99,64,0.093444989,0.256785857
20140322T2100,6.3902454,0.3,94,100,23,0.092864647,0.115995108
20140322T2200,6.1802454,0,100,99,22,0,0
20140322T2300,5.9502454,0,100,98,13,0,0
20140323T0000,5.8202453,0.1,99,100,28,0.091952203,0.034510713
20140323T0100,5.6802454,0.2,98,97,51,0.092526842,0.066639725
20140323T0200,5.6002455,0.3,98,97,40,0.092864647,0.098148812
20140323T0300,5.2602453,0.2,64,95,33,0.092526842,0.060795869
20140323T0400,5.440245,0.2,82,93,72,0.092526842,0.059277913
20140323T0500,5.1602454,0,91,94,45,0,0
20140323T0600,5.0702453,0,97,96,53,0,0
20140323T0700,5.2802453,0,98,97,36,0,0
20140323T0800,5.540245,0.1,100,100,28,0.091952203,0.028361131
20140323T0900,5.6802454,0,100,100,46,0,0
20140323T1000,6.0802455,0,95,96,12,0,0
20140323T1100,6.6602454,0,93,86,20,0,0
20140323T1200,6.750245,0.3,90,87,19,0.092864647,0.08999269
20140323T1300,6.960245,0.2,99,84,18,0.092526842,0.060005718
20140323T1400,7.2402453,0.1,100,75,19,0.091952203,0.02960417
20140323T1500,7.210245,0,100,78,27,0,0
20140323T1600,6.790245,0.3,100,80,21,0.092864647,0.091405038
20140323T1700,6.8902454,0,98,82,31,0,0
20140323T1800,5.250245,0,98,76,17,0,0
20140323T1900,5.020245,0,97,64,20,0,0
20140323T2000,4.6402454,0,96,52,20,0,0
20140323T2100,4.2902455,0,90,61,16,0,0
20140323T2200,4.1602454,0,88,81,2,0,0
20140323T2300,3.7602453,0.1,97,75,1,0.091952203,0.025599526
20140324T0000,4.1402454,0.1,94,71,3,0.091952203,0.023916956
20140324T0100,3.7202454,0,84,68,2,0,0
20140324T0200,3.6802454,0,77,63,1,0,0
20140324T0300,3.0302453,0,62,62,15,0,0
20140324T0400,3.3902454,0,38,52,42,0,0
20140324T0500,3.3902454,0,35,46,46,0,0
20140324T0600,3.5702453,0,2,44,62,0,0
20140324T0700,3.9402456,0.2,2,39,70,0.092526842,0.038186908
20140324T0800,4.3902454,0,2,49,70,0,0
20140324T0900,5.020245,0,0,34,43,0,0
20140324T1000,5.980245,0.1,6,6,65,0.091952203,0.024203749
20140324T1100,6.630245,0.2,16,5,74,0.092526842,0.052351816
20140324T1200,6.8302455,0.2,20,10,62,0.092526842,0.053453296
20140324T1300,6.6202455,0.2,22,10,67,0.092526842,0.057335192
20140324T1400,6.480245,0.4,24,33,50,0.093105072,0.120267742
20140324T1500,6.7002454,0.4,35,48,36,0.093105072,0.12509628
20140324T1600,6.230245,0.3,31,55,58,0.092864647,0.09308034
20140324T1700,6.020245,0.2,13,63,10,0.092526842,0.061068079
20140324T1800,5.0702453,0,1,52,4,0,0
20140324T1900,3.5002456,0,0,33,5,0,0
20140324T2000,2.9602456,0,0,28,5,0,0
20140324T2100,2.0502453,0,0,18,12,0,0
20140324T2200,0.7402454,0,0,51,17,0,0
20140324T2300,0.7902454,0,0,27,8,0,0
20140325T0000,0.2902454,0,1,3,6,0,0
20140325T0100,0.11024541,0,7,5,4,0,0
20140325T0200,0.13024542,0,11,2,4,0,0
20140325T0300,-0.3297546,0,21,5,4,0,0
20140325T0400,-0.6697546,0,22,0,12,0,0
20140325T0500,-1.1197546,0,34,1,25,0,0
20140325T0600,-0.47975457,0,45,0,59,0,0
20140325T0700,0.5702454,0,78,0,100,0,0
20140325T0800,1.9502454,0,93,0,56,0,0
20140325T0900,3.5602455,0,93,0,37,0,0
20140325T1000,5.3402452,0,96,11,61,0,0
20140325T1100,6.610245,0.1,86,17,67,0.091952203,0.031374709
20140325T1200,7.460245,0,94,34,17,0,0
20140325T1300,8.120246,0,87,31,25,0,0
20140325T1400,8.240246,0,84,36,18,0,0
20140325T1500,8.510245,0,86,28,9,0,0
20140325T1600,8.410246,0,87,31,3,0,0
20140325T1700,7.900245,0,58,16,5,0,0
20140325T1800,5.790245,0,36,0,0,0,0
20140325T1900,4.110245,0,32,2,0,0,0
20140325T2000,3.0802455,0,32,9,0,0,0
20140325T2100,2.0802455,0,44,18,0,0,0
20140325T2200,1.9802454,0,72,30,0,0,0
20140325T2300,1.4102454,0,83,38,0,0,0
20140326T0000,0.7202454,0,37,20,0,0,0
20140326T0100,0.4502454,0,24,13,0,0,0
20140326T0200,0.5102454,0,11,10,0,0,0
20140326T0300,0.8002454,0,7,22,0,0,0
20140326T0400,1.2602453,0,18,32,0,0,0
20140326T0500,1.1602454,0,34,46,0,0,0
20140326T0600,0.3002454,0,78,64,0,0,0
20140326T0700,1.7602454,0,90,75,0,0,0
20140326T0800,3.0002456,0,86,81,1,0,0
20140326T0900,4.3902454,0,89,80,37,0,0
20140326T1000,6.170245,0,79,87,47,0,0
20140326T1100,7.170245,0.2,84,86,57,0.092526842,0.071772118
20140326T1200,7.8102455,0,84,86,39,0,0
20140326T1300,8.240246,0,91,85,33,0,0
20140326T1400,8.800245,0,87,88,31,0,0
20140326T1500,8.830245,0,89,90,18,0,0
20140326T1600,8.690246,0,83,92,17,0,0
20140326T1700,8.150246,0,57,95,44,0,0
20140326T1800,7.0802455,0,36,89,26,0,0
20140326T1900,5.7802453,0,12,92,7,0,0
20140326T2000,4.7602453,0,18,72,6,0,0
20140326T2100,3.9202452,0,20,42,10,0,0
20140326T2200,4.5902452,0,15,65,12,0,0
20140326T2300,3.9502454,0,3,16,4,0,0
20140327T0000,2.8502455,0,0,12,1,0,0
20140327T0100,2.7502456,0,0,14,4,0,0
20140327T0200,1.6202455,0,0,23,3,0,0
20140327T0300,0.23024541,0,5,20,1,0,0
20140327T0400,-0.03975457,0,0,0,18,0,0
20140327T0500,-0.29975462,0,0,0,58,0,0
20140327T0600,0.11024541,0,0,0,59,0,0
20140327T0700,2.1402454,0,1,0,59,0,0
20140327T0800,4.5602455,0,9,0,54,0,0
20140327T0900,6.5902452,0,22,0,21,0,0
20140327T1000,8.640245,0,28,0,4,0,0
20140327T1100,10.010245,0,67,2,0,0,0
20140327T1200,11.500245,0,55,12,2,0,0
20140327T1300,12.750245,0,31,10,2,0,0
20140327T1400,13.400246,0,86,16,0,0,0
20140327T1500,13.680245,0,85,18,0,0,0
20140327T1600,13.470245,0,87,36,1,0,0
20140327T1700,12.510245,0,73,27,0,0,0
20140327T1800,9.640245,0,73,15,0,0,0
20140327T1900,7.610245,0,74,7,0,0,0
20140327T2000,7.0702453,0,77,2,0,0,0
20140327T2100,7.130245,0,71,4,0,0,0
20140327T2200,6.940245,0,59,1,0,0,0
20140327T2300,4.9702454,0,53,9,0,0,0
20140328T0000,3.8002453,0,50,5,0,0,0
20140328T0100,2.6502452,0,60,18,0,0,0
20140328T0200,1.8702455,0,41,20,0,0,0
20140328T0300,1.4802454,0,26,9,0,0,0
20140328T0400,1.1202455,0,22,4,0,0,0
20140328T0500,0.8302454,0,2,0,0,0,0
20140328T0600,1.6902454,0,2,0,0,0,0
20140328T0700,4.4902453,0,3,0,0,0,0
20140328T0800,7.670245,0,0,0,0,0,0
20140328T0900,10.090245,0,0,0,0,0,0
20140328T1000,12.020246,0,0,0,0,0,0
20140328T1100,13.660245,0,0,0,0,0,0
20140328T1200,14.950245,0,0,0,0,0,0
20140328T1300,15.980246,0,0,0,0,0,0
20140328T1400,16.550245,0,0,0,0,0,0
20140328T1500,16.810246,0,2,0,0,0,0
20140328T1600,16.620245,0,21,0,0,0,0
20140328T1700,15.260245,0,83,0,0,0,0
20140328T1800,12.0602455,0,90,0,0,0,0
20140328T1900,9.380245,0,93,0,0,0,0
20140328T2000,7.5702453,0,89,0,0,0,0
20140328T2100,6.4502454,0,81,0,0,0,0
20140328T2200,5.7402453,0,89,4,0,0,0
20140328T2300,5.0902452,0,12,0,0,0,0
20140329T0000,4.1002455,0,2,0,0,0,0
20140329T0100,3.2402453,0,0,0,0,0,0
20140329T0200,2.8802452,0,0,0,0,0,0
20140329T0300,2.6002455,0,0,0,0,0,0
20140329T0400,2.3202453,0,1,0,0,0,0
20140329T0500,2.0302453,0,8,0,0,0,0
20140329T0600,2.5302453,0,15,0,0,0,0
20140329T0700,6.400245,0,36,0,0,0,0
20140329T0800,9.590245,0,56,0,0,0,0
20140329T0900,12.140245,0,82,0,0,0,0
20140329T1000,13.980246,0,95,0,0,0,0
20140329T1100,15.450245,0,94,0,0,0,0
20140329T1200,16.850245,0,85,0,0,0,0
20140329T1300,17.710245,0,76,0,0,0,0
20140329T1400,18.560246,0,76,7,0,0,0
20140329T1500,19.030245,0,84,4,0,0,0
20140329T1600,19.100245,0,95,0,0,0,0
20140329T1700,18.120245,0,96,0,0,0,0
20140329T1800,15.930245,0,89,0,0,0,0
20140329T1900,14.090245,0,70,0,0,0,0
20140329T2000,10.690246,0,32,0,0,0,0
20140329T2100,8.070246,0,17,0,0,0,0
20140329T2200,6.920245,0,11,0,0,0,0
20140329T2300,6.360245,0,34,0,0,0,0
20140330T0000,5.9502454,0,62,0,0,0,0
20140330T0100,5.610245,0,73,2,0,0,0
20140330T0200,5.6602454,0,45,0,0,0,0
20140330T0300,5.0602455,0,0,0,0,0,0
20140330T0400,4.400245,0,1,0,0,0,0
20140330T0500,4.2102456,0,2,0,0,0,0
20140330T0600,5.1802454,0,0,0,0,0,0
20140330T0700,8.410246,0,0,0,0,0,0
20140330T0800,11.110246,0,1,0,0,0,0
20140330T0900,13.780245,0,0,0,0,0,0
20140330T1000,15.780245,0,9,0,0,0,0
20140330T1100,17.610245,0,12,0,0,0,0
20140330T1200,19.010244,0,9,0,0,0,0
20140330T1300,20.080246,0,12,0,0,0,0
20140330T1400,20.720245,0,16,0,0,0,0
20140330T1500,20.610245,0,34,0,0,0,0
20140330T1600,19.770245,0,66,0,0,0,0
20140330T1700,17.790245,0,34,0,0,0,0
20140330T1800,12.570246,0,26,0,0,0,0
20140330T1900,10.250245,0,25,0,0,0,0
20140330T2000,10.0602455,0,26,0,0,0,0
20140330T2100,9.860246,0,23,0,0,0,0
20140330T2200,10.450245,0,13,1,0,0,0
20140330T2300,9.090245,0,4,0,0,0,0
20140331T0000,7.670245,0,12,0,0,0,0
20140331T0100,7.0502453,0,24,0,0,0,0
20140331T0200,6.4502454,0,18,0,0,0,0
20140331T0300,5.610245,0,10,0,0,0,0
20140331T0400,4.960245,0,21,0,0,0,0
20140331T0500,5.1202455,0,46,0,0,0,0
20140331T0600,6.250245,0,73,0,0,0,0
20140331T0700,8.950245,0,92,0,0,0,0
20140331T0800,11.910245,0,58,0,0,0,0
20140331T0900,14.280245,0,34,0,0,0,0
20140331T1000,16.250246,0,9,0,0,0,0
20140331T1100,17.770245,0,51,0,0,0,0
20140331T1200,18.890245,0,70,0,0,0,0
20140331T1300,19.700245,0,70,0,0,0,0
20140331T1400,20.140245,0,74,0,0,0,0
20140331T1500,20.340246,0,81,0,0,0,0
20140331T1600,19.970245,0,72,0,0,0,0
20140331T1700,18.390245,0,82,0,0,0,0
20140331T1800,16.070246,0,64,0,0,0,0
20140331T1900,14.500245,0,38,0,0,0,0
20140331T2000,12.370245,0,36,0,0,0,0
20140331T2100,11.230246,0,19,0,0,0,0
20140331T2200,10.320246,0,11,0,3,0,0
20140331T2300,9.000245,0,15,0,2,0,0
20140401T0000,8.530246,0,56,0,2,0,0
20140401T0100,8.070246,0,74,0,1,0,0
20140401T0200,7.9702454,0,84,0,0,0,0
20140401T0300,7.540245,0,66,0,0,0,0
20140401T0400,7.0502453,0,64,2,1,0,0
20140401T0500,6.7002454,0,60,1,0,0,0
20140401T0600,7.5602455,0,11,0,0,0,0
20140401T0700,10.270246,0,0,1,0,0,0
20140401T0800,12.840245,0,6,1,0,0,0
20140401T0900,15.150246,0,22,0,0,0,0
20140401T1000,16.810246,0,32,3,0,0,0
20140401T1100,18.190245,0,69,1,0,0,0
20140401T1200,19.230246,0,88,1,0,0,0
20140401T1300,19.990246,0,93,0,0,0,0
20140401T1400,20.280245,0,97,13,1,0,0
20140401T1500,20.460245,0,97,14,1,0,0
20140401T1600,19.810246,0,98,13,1,0,0
20140401T1700,19.520245,0,95,12,0,0,0
20140401T1800,16.580246,0,98,4,0,0,0
20140401T1900,13.140245,0,81,10,3,0,0
20140401T2000,10.800245,0,47,11,0,0,0
20140401T2100,9.820246,0,28,13,1,0,0
20140401T2200,10.280245,0,16,44,0,0,0
20140401T2300,9.620245,0,6,22,0,0,0
20140402T0000,8.930245,0,1,19,1,0,0
20140402T0100,7.980245,0,0,4,0,0,0
20140402T0200,7.5102453,0,0,2,0,0,0
20140402T0300,6.8702455,0,0,1,0,0,0
20140402T0400,6.7402453,0,0,0,0,0,0
20140402T0500,6.6002455,0,0,0,0,0,0
20140402T0600,7.710245,0,0,0,0,0,0
20140402T0700,11.090245,0,0,0,0,0,0
20140402T0800,13.770246,0,0,0,0,0,0
20140402T0900,15.860246,0,13,0,0,0,0
20140402T1000,18.000246,0,81,0,0,0,0
20140402T1100,19.430244,0,99,0,0,0,0
20140402T1200,20.480246,0,99,0,0,0,0
20140402T1300,21.350245,0,98,9,2,0,0
20140402T1400,21.820246,0,100,5,0,0,0
20140402T1500,21.990246,0,96,0,0,0,0
20140402T1600,21.790245,0,81,0,0,0,0
20140402T1700,20.300245,0,76,11,0,0,0
20140402T1800,17.590246,0,50,63,0,0,0
20140402T1900,15.380245,0,69,84,0,0,0
20140402T2000,13.770246,0,86,62,0,0,0
20140402T2100,13.360246,0,85,37,0,0,0
20140402T2200,11.960245,0,94,10,0,0,0
20140402T2300,11.520246,0,97,54,0,0,0
20140403T0000,11.760245,0,97,78,0,0,0
20140403T0100,11.550245,0,78,20,0,0,0
20140403T0200,11.570246,0,82,48,0,0,0
20140403T0300,11.570246,0,76,39,0,0,0
20140403T0400,12.190246,0,52,38,0,0,0
20140403T0500,12.170245,0,40,77,0,0,0
20140403T0600,12.080245,0,72,90,0,0,0
20140403T0700,13.510245,0,66,64,0,0,0
20140403T0800,14.390245,0,86,55,0,0,0
20140403T0900,15.630245,0,93,53,0,0,0
20140403T1000,16.730246,0,97,82,0,0,0
20140403T1100,17.370245,0,98,93,0,0,0
20140403T1200,18.180244,0,95,79,0,0,0
20140403T1300,18.590246,0.2,100,67,0,0.092526842,0.201091994
20140403T1400,18.450245,0,100,45,3,0,0
20140403T1500,18.360245,0,100,49,0,0,0
20140403T1600,17.560246,0,100,90,13,0,0
20140403T1700,16.410246,0,99,70,6,0,0
20140403T1800,15.290245,0,90,66,2,0,0
20140403T1900,14.110246,0,73,45,2,0,0
20140403T2000,12.650246,0,76,25,2,0,0
20140403T2100,12.000245,0,89,2,2,0,0
20140403T2200,10.820246,0,100,7,1,0,0
20140403T2300,10.580245,0,100,31,1,0,0
20140404T0000,11.000245,0,99,13,1,0,0
20140404T0100,10.980246,0,99,12,0,0,0
20140404T0200,10.800245,0,99,11,1,0,0
20140404T0300,10.290245,0,98,18,1,0,0
20140404T0400,9.930245,0,98,15,2,0,0
20140404T0500,9.910245,0,99,13,0,0,0
20140404T0600,10.260245,0,96,20,0,0,0
20140404T0700,11.500245,0,96,11,0,0,0
20140404T0800,12.950245,0,93,7,0,0,0
20140404T0900,13.860246,0,98,1,0,0,0
20140404T1000,14.860246,0,98,0,30,0,0
20140404T1100,16.120245,0,92,0,16,0,0
20140404T1200,16.960245,0,92,5,13,0,0
20140404T1300,17.620245,0,79,5,15,0,0
20140404T1400,18.030245,0,81,27,18,0,0
20140404T1500,17.990246,0,86,20,18,0,0
20140404T1600,17.940245,0,87,33,23,0,0
20140404T1700,17.120245,0,91,25,17,0,0
20140404T1800,16.320246,0,90,23,8,0,0
20140404T1900,14.160245,0,87,14,10,0,0
20140404T2000,13.480246,0,53,20,10,0,0
20140404T2100,13.500245,0,54,19,12,0,0
20140404T2200,12.500245,0,0,39,8,0,0
20140404T2300,12.050245,0,0,19,6,0,0
20140405T0000,11.630245,0,0,15,8,0,0
20140405T0100,11.400246,0,0,14,15,0,0
20140405T0200,11.780245,0,0,17,28,0,0
20140405T0300,11.530245,0,2,15,40,0,0
20140405T0400,11.780245,0,4,23,100,0,0
20140405T0500,12.090245,0,0,27,100,0,0
20140405T0600,12.420245,0,0,47,92,0,0
20140405T0700,12.690246,0,0,55,87,0,0
20140405T0800,13.360246,0,0,51,100,0,0
20140405T0900,13.670245,0.1,0,53,86,0.091952203,0.08029638
20140405T1000,13.320246,0.1,91,35,68,0.091952203,0.080322891
20140405T1100,13.380245,0,48,48,86,0,0
20140405T1200,13.890245,0.1,4,51,54,0.091952203,0.08122361
20140405T1300,13.770246,0.4,1,39,62,0.093105072,0.329006701
20140405T1400,13.390245,0.6,2,39,56,0.093444989,0.506631831
20140405T1500,14.050245,0.3,4,40,55,0.092864647,0.249536763
20140405T1600,13.980246,0,14,34,47,0,0
20140405T1700,13.580245,0,1,41,54,0,0
20140405T1800,12.680245,0,0,43,67,0,0
20140405T1900,12.600245,0.2,0,48,79,0.092526842,0.16199818
20140405T2000,11.420245,0,0,38,64,0,0
20140405T2100,10.880245,0,0,44,71,0,0
20140405T2200,11.680245,0,0,42,34,0,0
20140405T2300,11.050245,0,0,38,15,0,0
20140406T0000,10.920245,0,0,32,10,0,0
20140406T0100,10.580245,0,0,18,23,0,0
20140406T0200,10.290245,0,0,20,30,0,0
20140406T0300,10.170245,0,0,24,99,0,0
20140406T0400,9.270246,0,0,14,80,0,0
20140406T0500,8.940246,0,0,7,77,0,0
20140406T0600,9.500245,0,0,9,78,0,0
