timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Cloud Cover High [high cld lay],Basel Cloud Cover Medium [mid cld lay],Basel Cloud Cover Low [low cld lay],Specific attenuation,Attenuation
20170617T2000,19.960245,0,0,18,22,0,0
20170617T2100,18.470245,0,0,10,24,0,0
20170617T2200,17.110245,0,0,21,35,0,0
20170617T2300,16.280245,0,0,26,18,0,0
20170618T0000,15.800245,0,0,22,12,0,0
20170618T0100,14.8102455,0,0,16,16,0,0
20170618T0200,14.440246,0,0,1,9,0,0
20170618T0300,14.100245,0,0,0,3,0,0
20170618T0400,14.200245,0,0,1,0,0,0
20170618T0500,16.240246,0,0,1,1,0,0
20170618T0600,18.450245,0,0,0,2,0,0
20170618T0700,20.350245,0,0,0,3,0,0
20170618T0800,22.020245,0,0,0,2,0,0
20170618T0900,23.530245,0,0,0,2,0,0
20170618T1000,24.790245,0,0,0,0,0,0
20170618T1100,25.870245,0,0,0,0,0,0
20170618T1200,26.920246,0,0,0,0,0,0
20170618T1300,27.820246,0,0,0,0,0,0
20170618T1400,28.310246,0,0,0,0,0,0
20170618T1500,28.490246,0,0,0,0,0,0
20170618T1600,28.480246,0,0,0,0,0,0
20170618T1700,27.860245,0,0,0,0,0,0
20170618T1800,26.680244,0,0,0,0,0,0
20170618T1900,24.060246,0,0,0,0,0,0
20170618T2000,21.070246,0,0,0,0,0,0
20170618T2100,19.260244,0,0,0,0,0,0
20170618T2200,17.720245,0,0,0,0,0,0
20170618T2300,16.780245,0,0,0,0,0,0
20170619T0000,16.550245,0,0,0,0,0,0
20170619T0100,15.610246,0,0,0,0,0,0
20170619T0200,15.200245,0,0,0,0,0,0
20170619T0300,14.780245,0,0,0,0,0,0
20170619T0400,14.620245,0,0,0,0,0,0
20170619T0500,16.440247,0,0,0,0,0,0
20170619T0600,19.040245,0,0,0,0,0,0
20170619T0700,21.110245,0,0,0,0,0,0
20170619T0800,23.080246,0,0,0,0,0,0
20170619T0900,25.120245,0,0,0,0,0,0
20170619T1000,27.190245,0,0,5,8,0,0
20170619T1100,28.830246,0,0,7,14,0,0
20170619T1200,30.080246,0,0,8,16,0,0
20170619T1300,31.070246,0,0,30,25,0,0
20170619T1400,31.650246,0,0,35,11,0,0
20170619T1500,32.030247,0,0,10,0,0,0
20170619T1600,32.370247,0,0,4,0,0,0
20170619T1700,32.120247,0,0,2,0,0,0
20170619T1800,30.680244,0,0,1,0,0,0
20170619T1900,27.520245,0,0,0,0,0,0
20170619T2000,24.650246,0,0,2,0,0,0
20170619T2100,23.120245,0,0,6,0,0,0
20170619T2200,21.770245,0,0,31,0,0,0
20170619T2300,21.090246,0,0,33,4,0,0
20170620T0000,20.690245,0,0,39,8,0,0
20170620T0100,20.150246,0,0,41,11,0,0
20170620T0200,19.430244,0,0,31,10,0,0
20170620T0300,18.950245,0,0,28,14,0,0
20170620T0400,18.860245,0,0,20,13,0,0
20170620T0500,20.480246,0,0,8,3,0,0
20170620T0600,23.340246,0,0,7,2,0,0
20170620T0700,25.830246,0,0,2,0,0,0
20170620T0800,27.720245,0,0,4,0,0,0
20170620T0900,29.130245,0,0,3,0,0,0
20170620T1000,30.540245,0,0,13,0,0,0
20170620T1100,31.640245,0,0,6,0,0,0
20170620T1200,32.510246,0,0,4,0,0,0
20170620T1300,33.170246,0,0,19,0,0,0
20170620T1400,33.780247,0,1,20,0,0,0
20170620T1500,33.760246,0,3,15,0,0,0
20170620T1600,33.140247,0,3,12,0,0,0
20170620T1700,32.980247,0,1,24,0,0,0
20170620T1800,31.710245,0,0,28,0,0,0
20170620T1900,29.360245,0,4,29,0,0,0
20170620T2000,26.730246,0,6,23,0,0,0
20170620T2100,24.750246,0,22,18,0,0,0
20170620T2200,23.310246,0,94,20,0,0,0
20170620T2300,22.150246,0,97,10,0,0,0
20170621T0000,21.350245,0,94,12,0,0,0
20170621T0100,20.650246,0,95,3,0,0,0
20170621T0200,20.110245,0,95,3,0,0,0
20170621T0300,19.620245,0,90,0,0,0,0
20170621T0400,19.660246,0,80,1,0,0,0
20170621T0500,20.940245,0,68,0,0,0,0
20170621T0600,23.500246,0,23,0,0,0,0
20170621T0700,25.610245,0,0,0,0,0,0
20170621T0800,27.660246,0,0,0,0,0,0
20170621T0900,29.410246,0,1,0,0,0,0
20170621T1000,31.260244,0,4,6,0,0,0
20170621T1100,32.250248,0,20,13,2,0,0
20170621T1200,33.140247,0,15,8,0,0,0
20170621T1300,33.830246,0,31,5,0,0,0
20170621T1400,33.750248,0,41,1,0,0,0
20170621T1500,33.850246,0,79,1,0,0,0
20170621T1600,33.820248,0,51,7,0,0,0
20170621T1700,33.120247,0.1,75,39,0,0.091952203,0.148090142
20170621T1800,31.630245,0,66,41,0,0,0
20170621T1900,29.090246,0,65,26,0,0,0
20170621T2000,26.770245,0,62,0,0,0,0
20170621T2100,23.910246,0,54,1,0,0,0
20170621T2200,23.280245,0,16,34,0,0,0
20170621T2300,22.460245,0,17,5,0,0,0
20170622T0000,21.140245,0,30,1,0,0,0
20170622T0100,20.180244,0,52,1,0,0,0
20170622T0200,19.510244,0,55,0,0,0,0
20170622T0300,19.210245,0,36,0,0,0,0
20170622T0400,19.140245,0,39,0,0,0,0
20170622T0500,21.060246,0,11,0,0,0,0
20170622T0600,23.680244,0,0,0,0,0,0
20170622T0700,25.970245,0,2,0,0,0,0
20170622T0800,28.420246,0,13,0,0,0,0
20170622T0900,30.530245,0,25,0,0,0,0
20170622T1000,32.210247,0,97,7,0,0,0
20170622T1100,33.600246,0,100,5,0,0,0
20170622T1200,34.59025,0,97,0,0,0,0
20170622T1300,34.710247,0,88,1,0,0,0
20170622T1400,34.61025,0,81,3,0,0,0
20170622T1500,34.500248,0,91,7,0,0,0
20170622T1600,34.460247,0,76,13,0,0,0
20170622T1700,34.750248,0,67,42,0,0,0
20170622T1800,33.400246,0,80,42,0,0,0
20170622T1900,30.900246,0,61,22,0,0,0
20170622T2000,28.890245,0,66,5,0,0,0
20170622T2100,27.490246,0,75,1,0,0,0
20170622T2200,26.640245,0,79,11,0,0,0
20170622T2300,25.740246,0,18,24,0,0,0
20170623T0000,25.310246,0,32,5,0,0,0
20170623T0100,24.770245,0,24,26,0,0,0
20170623T0200,24.190245,0,3,5,0,0,0
20170623T0300,23.220245,0,0,0,0,0,0
20170623T0400,22.550245,0,0,3,0,0,0
20170623T0500,23.910246,0,5,17,0,0,0
20170623T0600,25.740246,0,38,31,0,0,0
20170623T0700,27.120245,0,49,37,0,0,0
20170623T0800,28.340246,0,82,12,0,0,0
20170623T0900,29.350245,0,81,2,1,0,0
20170623T1000,30.460245,0,60,10,14,0,0
20170623T1100,31.700245,0,4,10,8,0,0
20170623T1200,32.470245,0,0,9,5,0,0
20170623T1300,32.670246,0,0,22,5,0,0
20170623T1400,32.300247,0,7,20,10,0,0
20170623T1500,31.630245,0,49,19,2,0,0
20170623T1600,31.560246,0,81,7,2,0,0
20170623T1700,31.320246,0,78,3,5,0,0
20170623T1800,29.970245,0,57,0,4,0,0
20170623T1900,28.320246,0,33,4,7,0,0
20170623T2000,26.750246,0,15,1,5,0,0
20170623T2100,25.500246,0,7,1,13,0,0
20170623T2200,24.830246,0,19,25,48,0,0
20170623T2300,23.830246,0,35,10,12,0,0
20170624T0000,23.300245,0,54,24,25,0,0
20170624T0100,22.870245,0,79,16,19,0,0
20170624T0200,22.520245,0,77,3,9,0,0
20170624T0300,21.650246,0,40,3,10,0,0
20170624T0400,21.100245,0,30,7,21,0,0
20170624T0500,21.530245,0,49,18,32,0,0
20170624T0600,21.860245,0,53,25,31,0,0
20170624T0700,22.370245,0,20,44,50,0,0
20170624T0800,23.270245,0,3,45,57,0,0
20170624T0900,24.420246,0,0,50,61,0,0
20170624T1000,25.240246,0,0,79,99,0,0
20170624T1100,26.150246,0,0,59,97,0,0
20170624T1200,26.670246,0,0,38,90,0,0
20170624T1300,26.700245,0,2,16,60,0,0
20170624T1400,27.610245,0,7,5,45,0,0
20170624T1500,27.770245,0,11,1,7,0,0
20170624T1600,28.080246,0,10,1,1,0,0
20170624T1700,27.920246,0,3,1,0,0,0
20170624T1800,27.210245,0,0,0,0,0,0
20170624T1900,26.170246,0,3,1,0,0,0
20170624T2000,23.890245,0,62,0,0,0,0
20170624T2100,21.380245,0,80,2,0,0,0
20170624T2200,21.240246,0,99,22,2,0,0
20170624T2300,20.840246,0,94,15,3,0,0
20170625T0000,20.940245,0,98,17,3,0,0
20170625T0100,20.630245,0,98,58,6,0,0
20170625T0200,20.260244,0,98,33,5,0,0
20170625T0300,19.940245,0,96,31,10,0,0
20170625T0400,19.860245,0,95,25,11,0,0
20170625T0500,20.140245,0,60,40,19,0,0
20170625T0600,20.880245,0,10,40,14,0,0
20170625T0700,21.900246,0,16,41,10,0,0
20170625T0800,23.300245,0,7,42,18,0,0
20170625T0900,24.710245,0,1,23,16,0,0
20170625T1000,25.030245,0,0,58,64,0,0
20170625T1100,26.400246,0,0,48,33,0,0
20170625T1200,26.730246,0,0,84,21,0,0
20170625T1300,27.250246,0,0,98,44,0,0
20170625T1400,27.270245,0,0,75,14,0,0
20170625T1500,27.660246,0,0,63,1,0,0
20170625T1600,27.570246,0,0,79,1,0,0
20170625T1700,27.250246,0,0,82,0,0,0
20170625T1800,26.410246,0,0,59,6,0,0
20170625T1900,25.080246,0,0,48,1,0,0
20170625T2000,22.840246,0,0,27,4,0,0
20170625T2100,20.800245,0,0,17,3,0,0
20170625T2200,18.960245,0,0,3,4,0,0
20170625T2300,17.770245,0,0,0,0,0,0
20170626T0000,16.420246,0,0,1,0,0,0
20170626T0100,15.8102455,0,0,0,0,0,0
20170626T0200,15.530245,0,0,0,0,0,0
20170626T0300,15.160245,0,0,0,0,0,0
20170626T0400,14.690246,0,0,1,0,0,0
20170626T0500,17.730246,0,0,0,0,0,0
20170626T0600,20.490246,0,0,0,0,0,0
20170626T0700,22.490246,0,0,0,0,0,0
20170626T0800,24.470245,0,0,0,0,0,0
20170626T0900,26.270245,0,0,0,0,0,0
20170626T1000,28.140245,0,10,0,0,0,0
20170626T1100,29.450245,0,10,0,0,0,0
20170626T1200,30.810246,0,28,0,0,0,0
20170626T1300,31.740246,0,34,0,0,0,0
20170626T1400,32.460247,0,69,1,0,0,0
20170626T1500,32.430244,0,93,11,0,0,0
20170626T1600,32.250248,0,97,61,0,0,0
20170626T1700,30.290245,0,98,94,0,0,0
20170626T1800,28.030245,0,99,97,0,0,0
20170626T1900,27.350245,0,100,100,0,0,0
20170626T2000,25.410246,0,100,93,1,0,0
20170626T2100,22.380245,0.4,100,92,0,0.093105072,0.54121117
20170626T2200,20.540245,1.6,99,51,0,0.094272395,2.109025622
20170626T2300,19.800245,0.6,100,11,0,0.093444989,0.806662912
20170627T0000,19.740246,0,100,70,0,0,0
20170627T0100,19.720245,0,100,86,10,0,0
20170627T0200,19.660246,0,99,82,13,0,0
20170627T0300,19.000246,0,99,73,26,0,0
20170627T0400,18.630245,0,95,61,9,0,0
20170627T0500,19.230246,0,66,87,8,0,0
20170627T0600,20.080246,0,24,94,5,0,0
20170627T0700,21.210245,0,0,96,2,0,0
20170627T0800,22.320246,0,0,86,0,0,0
20170627T0900,23.560246,0,0,56,1,0,0
20170627T1000,25.280245,0,3,34,8,0,0
20170627T1100,26.460245,0,45,33,20,0,0
20170627T1200,27.340246,0,63,33,5,0,0
20170627T1300,28.090246,0,78,31,9,0,0
20170627T1400,28.400246,0,83,30,5,0,0
20170627T1500,28.190245,0,37,23,5,0,0
20170627T1600,28.140245,0,5,36,15,0,0
20170627T1700,27.630245,0,26,45,14,0,0
20170627T1800,27.010244,0,71,28,9,0,0
20170627T1900,25.800245,0,97,31,1,0,0
20170627T2000,24.010244,0,95,22,3,0,0
20170627T2100,22.330246,0,91,26,4,0,0
20170627T2200,20.910246,0,91,71,69,0,0
20170627T2300,20.670246,0,100,77,66,0,0
20170628T0000,19.850245,0,100,99,26,0,0
20170628T0100,19.480246,0,100,93,0,0,0
20170628T0200,18.930244,0.9,98,97,6,0.093786146,1.175192972
20170628T0300,18.030245,1.5,100,98,79,0.094217728,1.957605106
20170628T0400,17.890245,0.8,96,90,96,0.093686916,1.032642028
20170628T0500,17.820246,0.1,94,74,61,0.091952203,0.121845771
20170628T0600,18.330246,0,80,71,11,0,0
20170628T0700,19.350245,0,84,46,7,0,0
20170628T0800,20.610245,0,54,23,2,0,0
20170628T0900,21.590246,0,22,21,18,0,0
20170628T1000,23.400246,0,34,66,34,0,0
20170628T1100,24.820246,0,48,44,25,0,0
20170628T1200,25.510244,0,68,38,35,0,0
20170628T1300,26.190245,0,76,37,14,0,0
20170628T1400,26.460245,0,83,25,4,0,0
20170628T1500,24.530245,0.2,94,30,4,0.092526842,0.237208365
20170628T1600,22.650246,0,79,42,10,0,0
20170628T1700,20.670246,0,84,30,13,0,0
20170628T1800,19.900246,0,94,41,12,0,0
20170628T1900,18.850245,0.3,97,33,4,0.092864647,0.352252012
20170628T2000,17.720245,0.2,97,35,11,0.092526842,0.220773787
20170628T2100,17.180244,0.5,98,58,12,0.093291988,0.557483612
20170628T2200,16.820246,0.4,100,70,48,0.093105072,0.440476158
20170628T2300,16.590246,0.1,100,97,85,0.091952203,0.106534998
20170629T0000,16.660246,0,100,99,100,0,0
20170629T0100,16.610245,0,100,100,82,0,0
20170629T0200,16.360247,0,100,97,38,0,0
20170629T0300,15.970245,0,99,92,31,0,0
20170629T0400,15.860246,0,99,87,33,0,0
20170629T0500,15.900246,0,80,73,20,0,0
20170629T0600,17.080246,0,52,52,13,0,0
20170629T0700,18.410246,0,53,49,10,0,0
20170629T0800,19.890245,0,47,29,22,0,0
20170629T0900,20.660246,0.2,25,28,14,0.092526842,0.200993715
20170629T1000,21.880245,0,45,65,14,0,0
20170629T1100,21.370245,0.8,97,52,15,0.093686916,0.839639605
20170629T1200,19.040245,1.4,84,84,10,0.094159322,1.452061385
20170629T1300,19.340246,0.1,64,40,5,0.091952203,0.099584627
20170629T1400,20.110245,0,81,45,17,0,0
20170629T1500,20.650246,0,84,88,28,0,0
20170629T1600,20.510244,0,80,37,11,0,0
20170629T1700,19.460245,0,76,9,8,0,0
20170629T1800,18.260244,0,42,9,3,0,0
20170629T1900,17.330246,0,61,15,9,0,0
20170629T2000,16.220245,0,79,24,12,0,0
20170629T2100,15.3102455,0,74,17,2,0,0
20170629T2200,15.030245,0,94,70,9,0,0
20170629T2300,14.880245,0,95,83,7,0,0
20170630T0000,14.860246,0,97,91,19,0,0
20170630T0100,14.600245,0,77,79,33,0,0
20170630T0200,14.300245,0,73,77,30,0,0
20170630T0300,13.460245,0,53,55,11,0,0
20170630T0400,13.240245,0,24,28,5,0,0
20170630T0500,14.500245,0,0,3,5,0,0
20170630T0600,16.140245,0,0,4,4,0,0
20170630T0700,17.480246,0,0,5,6,0,0
20170630T0800,18.730246,0,0,18,16,0,0
20170630T0900,19.950245,0.1,0,32,20,0.091952203,0.086257082
20170630T1000,20.530245,0,4,20,11,0,0
20170630T1100,22.150246,0,10,25,12,0,0
20170630T1200,23.160246,0,15,25,14,0,0
20170630T1300,23.760244,0,50,34,15,0,0
20170630T1400,22.240246,0.3,89,40,2,0.092864647,0.284092417
20170630T1500,21.950245,0,90,75,11,0,0
20170630T1600,21.770245,0,80,6,3,0,0
20170630T1700,21.150246,0,38,24,19,0,0
20170630T1800,19.310246,0.1,80,28,17,0.091952203,0.092869596
20170630T1900,18.450245,0,97,77,26,0,0
20170630T2000,17.720245,0,32,75,8,0,0
20170630T2100,16.910246,0,0,51,11,0,0
20170630T2200,16.010246,0,17,64,19,0,0
20170630T2300,15.590245,0,29,61,2,0,0
20170701T0000,15.200245,0,39,79,24,0,0
20170701T0100,14.990245,0,5,88,44,0,0
20170701T0200,14.680245,0,2,85,43,0,0
20170701T0300,14.520246,0,0,77,52,0,0
20170701T0400,14.330245,0,11,81,62,0,0
20170701T0500,14.500245,0,36,80,57,0,0
20170701T0600,15.190246,0,76,52,42,0,0
20170701T0700,16.310246,0,93,32,27,0,0
20170701T0800,17.070246,0,97,14,60,0,0
20170701T0900,17.820246,0,94,13,66,0,0
20170701T1000,19.060246,0,97,98,82,0,0
20170701T1100,19.380245,0,98,98,84,0,0
20170701T1200,19.240246,0,81,98,68,0,0
20170701T1300,19.380245,0,59,100,87,0,0
20170701T1400,18.810246,0.1,75,99,75,0.091952203,0.094236255
20170701T1500,18.500246,0.2,80,86,38,0.092526842,0.192490378
20170701T1600,18.150246,0,38,75,51,0,0
20170701T1700,17.960245,0,7,72,35,0,0
20170701T1800,17.280245,0.1,10,83,25,0.091952203,0.093244972
20170701T1900,16.580246,0.3,0,94,55,0.092864647,0.284575746
20170701T2000,16.210245,0.1,0,99,92,0.091952203,0.093344868
20170701T2100,15.780245,0,3,99,97,0,0
20170701T2200,15.320246,0.3,49,100,100,0.092864647,0.293195041
20170701T2300,14.990245,0.5,59,100,100,0.093291988,0.511578085
20170702T0000,14.740245,0.4,56,99,100,0.093105072,0.42795846
20170702T0100,14.470245,0.2,44,100,100,0.092526842,0.215645905
20170702T0200,14.300245,0,19,100,100,0,0
20170702T0300,14.170245,0.2,2,100,100,0.092526842,0.230532252
20170702T0400,14.230246,0.1,0,100,100,0.091952203,0.113689121
20170702T0500,14.420245,0,0,100,100,0,0
20170702T0600,14.680245,0.3,0,100,100,0.092864647,0.346972787
20170702T0700,15.030245,0.2,0,98,100,0.092526842,0.23015139
20170702T0800,15.570246,0.3,1,99,100,0.092864647,0.33421122
20170702T0900,16.100246,0.5,15,99,80,0.093291988,0.565371915
20170702T1000,17.180244,0.5,47,97,84,0.093291988,0.563348244
20170702T1100,17.980246,0.2,56,89,89,0.092526842,0.225252888
20170702T1200,18.890245,0.1,49,79,82,0.091952203,0.11557349
20170702T1300,19.550245,0,53,69,27,0,0
20170702T1400,20.010244,0,29,92,35,0,0
20170702T1500,19.320246,0,2,94,45,0,0
20170702T1600,18.810246,0,0,99,54,0,0
20170702T1700,18.260244,0,0,98,57,0,0
20170702T1800,17.670246,0,0,100,41,0,0
20170702T1900,17.250246,0,0,98,43,0,0
20170702T2000,16.730246,0,0,81,44,0,0
20170702T2100,16.420246,0,0,72,43,0,0
20170702T2200,16.170246,0,0,74,52,0,0
20170702T2300,15.770246,0,0,72,64,0,0
20170703T0000,15.840245,0,0,75,74,0,0
20170703T0100,15.680245,0,0,77,88,0,0
20170703T0200,15.530245,0,0,70,85,0,0
20170703T0300,15.360246,0,0,60,61,0,0
20170703T0400,15.430245,0,0,48,53,0,0
20170703T0500,15.830245,0,0,39,55,0,0
20170703T0600,16.710245,0,0,30,44,0,0
20170703T0700,17.610245,0,0,22,45,0,0
20170703T0800,18.960245,0,1,21,57,0,0
20170703T0900,20.180244,0,1,18,63,0,0
20170703T1000,21.640245,0,0,7,89,0,0
20170703T1100,22.670246,0,0,35,96,0,0
20170703T1200,23.310246,0,0,56,94,0,0
20170703T1300,24.200245,0,0,88,96,0,0
20170703T1400,24.740246,0,0,92,62,0,0
20170703T1500,24.970245,0,0,84,30,0,0
20170703T1600,25.020245,0,0,83,32,0,0
20170703T1700,24.850245,0,0,58,4,0,0
20170703T1800,23.930244,0,0,53,5,0,0
20170703T1900,21.190245,0,0,62,10,0,0
20170703T2000,19.840246,0,0,43,7,0,0
20170703T2100,18.350245,0,0,39,7,0,0
20170703T2200,17.730246,0,0,29,14,0,0
20170703T2300,16.210245,0,0,17,7,0,0
20170704T0000,14.370245,0,0,24,17,0,0
20170704T0100,13.510245,0,0,18,14,0,0
20170704T0200,13.320246,0,0,15,11,0,0
20170704T0300,13.320246,0,0,8,10,0,0
20170704T0400,12.730246,0,0,9,14,0,0
20170704T0500,14.930245,0,0,7,11,0,0
20170704T0600,18.040245,0,0,7,10,0,0
20170704T0700,20.370245,0,0,3,12,0,0
20170704T0800,22.380245,0,0,2,16,0,0
20170704T0900,23.910246,0,0,0,17,0,0
20170704T1000,25.090246,0,0,35,40,0,0
20170704T1100,26.040245,0,0,71,79,0,0
20170704T1200,26.810246,0,0,83,58,0,0
20170704T1300,27.400246,0,12,76,9,0,0
20170704T1400,28.230246,0,39,35,0,0,0
20170704T1500,28.630245,0,61,38,1,0,0
20170704T1600,28.780245,0,61,34,0,0,0
20170704T1700,28.670246,0,39,35,0,0,0
20170704T1800,28.120245,0,6,17,0,0,0
20170704T1900,24.540245,0,1,3,0,0,0
20170704T2000,20.470245,0,0,1,0,0,0
20170704T2100,17.930244,0,0,0,0,0,0
20170704T2200,17.190245,0,0,0,0,0,0
20170704T2300,16.390245,0,1,0,0,0,0
20170705T0000,16.080246,0,8,0,1,0,0
20170705T0100,15.230246,0,0,0,1,0,0
20170705T0200,14.590245,0,0,0,1,0,0
20170705T0300,14.580245,0,0,0,0,0,0
20170705T0400,14.590245,0,0,0,0,0,0
20170705T0500,16.950245,0,4,0,0,0,0
20170705T0600,20.120245,0,30,0,0,0,0
20170705T0700,22.320246,0,73,0,0,0,0
20170705T0800,24.600245,0,52,0,0,0,0
20170705T0900,26.730246,0,60,0,0,0,0
20170705T1000,28.380245,0,37,0,0,0,0
20170705T1100,29.850245,0,55,0,0,0,0
20170705T1200,30.750246,0,85,0,0,0,0
20170705T1300,31.610245,0,87,0,0,0,0
20170705T1400,32.250248,0,93,0,0,0,0
20170705T1500,32.620247,0,89,0,0,0,0
20170705T1600,32.020245,0,80,1,0,0,0
20170705T1700,31.730246,0,51,6,0,0,0
20170705T1800,30.420246,0,70,14,0,0,0
20170705T1900,27.170246,0,73,17,0,0,0
20170705T2000,24.550245,0,78,9,0,0,0
20170705T2100,21.880245,0,23,11,0,0,0
20170705T2200,21.690245,0,0,8,0,0,0
20170705T2300,20.650246,0,0,3,0,0,0
20170706T0000,19.810246,0,0,1,0,0,0
20170706T0100,19.250246,0,0,11,2,0,0
20170706T0200,18.110245,0,0,9,1,0,0
20170706T0300,17.470245,0,0,6,1,0,0
20170706T0400,16.770245,0,0,4,1,0,0
20170706T0500,18.960245,0,0,0,0,0,0
20170706T0600,21.840246,0,0,1,0,0,0
20170706T0700,24.270245,0,0,1,0,0,0
20170706T0800,26.690245,0,0,0,0,0,0
20170706T0900,28.730246,0,0,0,0,0,0
20170706T1000,30.580246,0,0,2,0,0,0
20170706T1100,32.050247,0,1,1,0,0,0
20170706T1200,32.88025,0,1,0,0,0,0
20170706T1300,33.740246,0,2,1,0,0,0
20170706T1400,34.300247,0,14,0,0,0,0
20170706T1500,34.480247,0,0,0,0,0,0
20170706T1600,34.410248,0,0,0,0,0,0
20170706T1700,34.11025,0,0,5,0,0,0
20170706T1800,32.740246,0,84,4,0,0,0
20170706T1900,30.360245,0,92,16,0,0,0
20170706T2000,26.940245,0,93,5,0,0,0
20170706T2100,24.510244,0,95,0,0,0,0
20170706T2200,24.010244,0,56,11,0,0,0
20170706T2300,22.610245,0,53,8,0,0,0
20170707T0000,22.060246,0,82,6,0,0,0
20170707T0100,20.840246,0,99,7,0,0,0
20170707T0200,20.290245,0,100,23,2,0,0
20170707T0300,20.000246,0,99,36,4,0,0
20170707T0400,20.340246,0,76,31,0,0,0
20170707T0500,21.750246,0,9,57,0,0,0
20170707T0600,23.240246,0,9,78,0,0,0
20170707T0700,23.950245,0,2,15,0,0,0
20170707T0800,25.000246,0,0,2,0,0,0
20170707T0900,27.430244,0,0,1,0,0,0
20170707T1000,29.910246,0,1,33,0,0,0
20170707T1100,31.200245,0,14,44,1,0,0
20170707T1200,32.310246,0,38,20,1,0,0
20170707T1300,33.210247,0,55,2,3,0,0
20170707T1400,33.750248,0.5,35,21,3,0.093291988,0.747027909
20170707T1500,31.610245,0.4,36,18,1,0.093105072,0.595356503
20170707T1600,30.720245,0.2,58,18,4,0.092526842,0.294147367
20170707T1700,30.150246,0,66,23,11,0,0
20170707T1800,29.530245,0.3,37,22,0,0.092864647,0.44392602
20170707T1900,28.040245,0,17,7,0,0,0
20170707T2000,25.930244,0,4,1,0,0,0
20170707T2100,23.950245,0,0,1,0,0,0
20170707T2200,22.550245,0,0,1,0,0,0
20170707T2300,21.550245,0,4,1,0,0,0
20170708T0000,21.020245,0,12,3,0,0,0
20170708T0100,20.450245,0,0,8,0,0,0
20170708T0200,19.920246,0,0,7,0,0,0
20170708T0300,19.500246,0,0,5,0,0,0
20170708T0400,19.380245,0,0,1,0,0,0
20170708T0500,21.050245,0,1,12,0,0,0
20170708T0600,23.670246,0,12,10,1,0,0
20170708T0700,25.850245,0,19,8,1,0,0
20170708T0800,28.030245,0,11,2,0,0,0
20170708T0900,29.880245,0,6,2,0,0,0
20170708T1000,31.690245,0,89,14,2,0,0
20170708T1100,32.710247,0,67,19,7,0,0
20170708T1200,33.620247,0,49,13,1,0,0
20170708T1300,33.84025,0,37,4,1,0,0
20170708T1400,32.820248,0,83,13,4,0,0
20170708T1500,28.750246,1.1,99,53,3,0.093955451,1.660867887
20170708T1600,26.690245,0.7,97,17,0,0.093574544,1.04738232
20170708T1700,24.910246,0,85,0,0,0,0
20170708T1800,25.170246,0,78,0,0,0,0
20170708T1900,24.360245,0,56,0,0,0,0
20170708T2000,23.290245,0,12,6,0,0,0
20170708T2100,22.600245,0,33,22,0,0,0
20170708T2200,22.080246,0,45,16,0,0,0
20170708T2300,21.650246,0,86,32,3,0,0
20170709T0000,21.290245,0,99,67,5,0,0
20170709T0100,21.400246,0,100,89,4,0,0
20170709T0200,20.820246,0,100,100,1,0,0
20170709T0300,20.490246,0,100,99,3,0,0
20170709T0400,20.330246,0,100,97,0,0,0
20170709T0500,20.580246,0,100,36,0,0,0
20170709T0600,21.200245,0,100,3,0,0,0
20170709T0700,22.060246,0,98,18,0,0,0
20170709T0800,23.460245,0,99,33,0,0,0
20170709T0900,24.600245,0,99,45,0,0,0
20170709T1000,25.620245,0,79,23,7,0,0
20170709T1100,26.170246,0,99,59,13,0,0
20170709T1200,26.620245,0,99,74,2,0,0
20170709T1300,27.380245,0,100,87,0,0,0
20170709T1400,27.600245,0,100,90,0,0,0
20170709T1500,26.740246,0.3,96,62,0,0.092864647,0.418653185
20170709T1600,25.790245,0,89,50,1,0,0
20170709T1700,24.000246,0,85,29,4,0,0
20170709T1800,21.270245,0.9,84,33,5,0.093786146,1.245425823
20170709T1900,20.260244,0,93,22,9,0,0
20170709T2000,19.680244,0.1,99,90,2,0.091952203,0.127707638
20170709T2100,19.530245,0,100,99,0,0,0
20170709T2200,20.640245,0,57,2,4,0,0
20170709T2300,20.560246,0,37,41,8,0,0
20170710T0000,19.740246,0,32,100,4,0,0
20170710T0100,19.810246,0,64,100,2,0,0
20170710T0200,19.420246,0.3,26,94,3,0.092864647,0.386109436
20170710T0300,18.840246,0.3,23,74,27,0.092864647,0.385783619
20170710T0400,18.660246,0,13,69,46,0,0
20170710T0500,19.220245,0,6,69,17,0,0
20170710T0600,19.940245,0,9,56,22,0,0
20170710T0700,20.560246,0.2,15,38,31,0.092526842,0.264982627
20170710T0800,20.750246,0,8,29,22,0,0
20170710T0900,21.280245,0,26,33,26,0,0
20170710T1000,22.420246,0,29,90,78,0,0
20170710T1100,23.100245,0.1,36,9,40,0.091952203,0.134867555
20170710T1200,24.910246,0,55,22,13,0,0
20170710T1300,24.050245,1.7,68,38,10,0.094323777,2.377510942
20170710T1400,23.530245,0.2,46,20,13,0.092526842,0.272819469
20170710T1500,23.850245,0,30,10,4,0,0
20170710T1600,24.450245,0,71,23,8,0,0
20170710T1700,24.130245,0,98,18,6,0,0
20170710T1800,22.670246,0,100,21,9,0,0
20170710T1900,20.970245,0.5,100,81,14,0.093291988,0.605366794
20170710T2000,19.320246,1.3,98,85,3,0.094096626,1.585402695
20170710T2100,18.490246,1.1,97,75,11,0.093955451,1.341646349
