Location0,Location1,Location2
0.3105551,0.3022238,0.36078703
0.32667965,0.39951748,0.5116429
0.5795382,0.518175,0.5877017
0.5678393,0.5431201,0.5553424
0.7525499,0.57531905,0.605314
0.7269784,0.6083337,0.603901
0.6567816,0.6482367,0.6561102
0.6207119,0.5367962,0.6431042
0.6975659,0.606181,0.8364972
0.70782775,0.6412994,0.86207885
0.86352783,0.74148804,0.9648462
0.71604645,0.6081897,0.7318393
0.679631,0.6217773,0.7533767
0.48319453,0.48987788,0.6469671
0.37033933,0.42665952,0.5758905
0.41037107,0.45073056,0.61276364
0.4835937,0.45954585,0.536885
0.3468725,0.41408747,0.5601446
0.24574888,0.14139402,0.15858305
0.12510741,0.17479002,0.14238036
0.3021481,0.31661344,0.29535794
0.37453735,0.44149292,0.6158093
0.24020475,0.21579832,0.43908018
0.19141722,0.35479307,0.43319273
0.18777373,0.12249664,0.05852417
0.0430188,0.0632367,0.06752442
0.033830564,0.024675291,0.03320877
0.026584473,0.05069336,0.18326935
0.008381344,0.016834714,0.064335324
0.016180418,0.022756957,0.048094176
0.09685882,0.11513885,0.15691742
0.11853725,0.12578517,0.16730434
0.11412352,0.13554686,0.15033263
0.11288208,0.10906738,0.18234009
0.10636413,0.104426265,0.22603881
0.097139835,0.13984156,0.28916407
0.0815112,0.12482327,0.25093716
0.049719237,0.056188963,0.1013855
0.034543455,0.036038816,0.07861847
0.059753418,0.05581665,0.12987518
0.12809062,0.09528804,0.18009257
0.17322966,0.13938949,0.19730803
0.29135603,0.2847337,0.3437509
0.39212966,0.38807464,0.2848909
0.29687357,0.25830317,0.23498392
0.12529874,0.20823407,0.14164853
0.16983074,0.30098003,0.24135631
0.18098754,0.22526091,0.084948726
0.13179183,0.15806365,0.1500299
0.10646675,0.10893867,0.10440109
0.09822804,0.12636143,0.13813931
0.1052441,0.12089962,0.15213436
0.112148404,0.11651242,0.14175808
0.1103369,0.10990965,0.1249243
0.073349595,0.099045396,0.11370146
0.054841306,0.082886964,0.09694031
0.031613767,0.057828367,0.078252256
0.029726561,0.04561096,0.07741028
0.03130859,0.037229,0.06647247
0.031187743,0.033934325,0.056349486
0.027138669,0.0292749,0.043160398
0.023923337,0.025891721,0.0347113
0.031683348,0.035467528,0.042425536
0.028479002,0.03975334,0.050089262
0.044375073,0.061706197,0.07150425
0.051955566,0.068037376,0.086748466
0.045764998,0.054553106,0.07291229
0.04078594,0.041579396,0.040446907
0.072115555,0.051243436,0.048061978
0.09512695,0.087770306,0.06524261
0.114101104,0.11239212,0.07395332
0.063923,0.068056226,0.046647187
0.04831085,0.06884536,0.039716337
0.055083923,0.075801544,0.04917877
0.05640808,0.11127105,0.07972351
0.033855587,0.09015289,0.08146301
0.021889035,0.06970245,0.07442504
0.019178923,0.060007628,0.07591492
0.004460447,0.012972944,0.017731778
0.005930174,0.021431196,0.022253264
0.010034177,0.030784223,0.030027006
0.01597168,0.03525688,0.027883071
0.023246687,0.039846342,0.02724449
0.026090544,0.04189674,0.026332777
0.029011153,0.046770476,0.031628035
0.030159298,0.050728146,0.034817044
0.025067441,0.04279434,0.025231473
0.014352569,0.025444755,0.012924919
0.022685315,0.034525182,0.022268083
0.024638936,0.033061787,0.032050893
0.07332435,0.103809506,0.13345161
0.0621496,0.056503847,0.058773115
0.043161694,0.033274,0.027067486
0.03694595,0.030415189,0.020071637
0.016932752,0.01478317,0.013814237
0.015338399,0.013020016,0.028221585
0.026475523,0.022679899,0.03124008
0.025324248,0.023126982,0.02427902
0.016643904,0.01392784,0.017633818
0.068071134,0.047444113,0.05053211
0.051732328,0.04147842,0.06305817
0.0413356,0.02531578,0.03459503
0.05180557,0.115820006,0.1496907
0.073013,0.1301629,0.14448708
0.0439093,0.06935714,0.09327911
0.030795515,0.037995756,0.06560272
0.056802444,0.042428665,0.05006378
0.092055514,0.06993218,0.0681469
0.075245894,0.07381157,0.081015624
0.070929565,0.05985359,0.06949524
0.04111076,0.040195234,0.052367933
0.03166229,0.038313214,0.041946713
0.050926816,0.048761975,0.047127377
0.11973099,0.08653168,0.07078842
0.07285423,0.076730914,0.06935329
0.061003417,0.054960936,0.05743906
0.064514354,0.058808517,0.055038642
0.080478355,0.09448497,0.08128707
0.073717155,0.09069828,0.078784026
0.07017809,0.09703165,0.08329588
0.0801001,0.09190849,0.09276871
0.11431442,0.123376235,0.11458908
0.09164932,0.109223634,0.119488984
0.06259461,0.07730408,0.10222168
0.043081205,0.052568357,0.0841407
0.034096066,0.042362515,0.07365447
0.055744167,0.0801239,0.112277985
0.06730804,0.098222345,0.13366088
0.05576599,0.08557403,0.12350738
0.047115326,0.06929779,0.10366821
0.039552305,0.061032865,0.0927864
0.03483749,0.055677183,0.080861814
0.024612043,0.040876005,0.058383558
0.015081327,0.02634136,0.03887741
0.009261053,0.01606552,0.024209898
0.005986232,0.009571571,0.01512577
0.005932827,0.006923694,0.009399433
0.005602961,0.004260187,0.00492919
0.15428582,0.1489605,0.13484421
0.14693855,0.13067459,0.11940597
0.10859382,0.10474861,0.10447967
0.09290123,0.060478207,0.057083126
0.09214691,0.049654998,0.03184227
0.09609489,0.06802063,0.046671674
0.11072449,0.07865433,0.053677596
0.12126266,0.122361295,0.11474907
0.104344785,0.08576149,0.09129089
0.12780929,0.1404779,0.12299133
0.22074585,0.2725876,0.14967804
0.3960101,0.42340726,0.3019778
0.14372467,0.1656668,0.21834777
0.015278317,0.024036862,0.080521084
0.036499023,0.044281006,0.07061005
0.044943847,0.051657714,0.09713272
0.045206297,0.03736328,0.057169188
0.063549496,0.02318237,0.024090268
0.08473785,0.039976195,0.025281982
0.09484047,0.0516333,0.038239896
0.17830703,0.11455963,0.104771115
0.14145812,0.1328865,0.19413146
0.081436306,0.10179153,0.20611969
0.07265651,0.115407825,0.17565143
0.032536313,0.022192761,0.056111142
0.054711226,0.07686508,0.11939895
0.08749237,0.10766067,0.14425126
0.11222732,0.10880935,0.115101695
0.080447,0.089142606,0.099135205
0.09515838,0.08115272,0.10313873
0.057661284,0.08140205,0.10383819
0.019509275,0.026467282,0.06373496
0.012575302,0.014863167,0.033882294
0.012636986,0.011691894,0.024762955
0.009448241,0.008044433,0.013672065
0.006457519,0.005541991,0.008532714
0.001638184,0.001271973,0.002273331
0.002558565,0.001489258,0.001616096
0.004934177,0.003835545,0.002992973
0.008489151,0.006780166,0.005710144
0.010927734,0.007434425,0.006371078
0.014139442,0.008845596,0.00742939
0.016279526,0.007307358,0.007854767
0.021367416,0.009892806,0.010114059
0.01349945,0.008860778,0.010062408
0.007656094,0.006801602,0.009426113
0.021515194,0.010422055,0.012371365
0.045167692,0.02609802,0.015237577
0.08924377,0.08164489,0.03632248
0.11657379,0.08557174,0.03980682
0.06060379,0.04726761,0.024377517
0.023844529,0.014172363,0.00366478
0.022263031,0.01774643,0.006601791
0.028437652,0.016994514,0.012416878
0.06446968,0.029164657,0.018506393
0.057309493,0.057126388,0.040664062
0.009660606,0.014055138,0.025146369
0.007617188,0.009387207,0.014738751
0.00781723,0.010168514,0.016384088
0.006684627,0.008149471,0.01422843
0.002890616,0.002890616,0.004785209
0.002412109,0.002138643,0.002258329
0.001603991,0.001481921,0.00163573
0.001452625,0.001208484,0.001298815
0.002304659,0.00274782,0.001827405
0.003593745,0.005090299,0.002543988
0.004743667,0.006298871,0.003430219
0.003527851,0.004412861,0.002873511
0.001961649,0.002327859,0.001586914
0.001203626,0.001354992,0.000944823
0.000314944,0.000346683,0.0003125
0,3.17E-05,6.10E-05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,2.93E-05
0.000587263,0.000571289,0.000778713
0.000251465,0.000542097,0.002055578
9.03E-05,0.000363798,0.001899452
0.000532226,0.000654297,0.001623588
0.000622558,0.000866699,0.001655269
0.000476074,0.000690889,0.001147461
0.000817871,0.000634766,0.00057373
0.000302734,0.000119629,0.000446739
0.001279297,0.001950684,0.003903809
0.00130127,0.001574497,0.002426605
0.000661621,0.000661621,0.000874052
0.000959473,0.001235353,0.001115726
0.001647923,0.00244138,0.002478037
0.002358413,0.003457045,0.004401838
0.001992188,0.003151855,0.004160128
0.00201416,0.003325224,0.00406003
0.002463379,0.004355469,0.004973092
0.002663579,0.00504395,0.004931655
0.002058132,0.003613276,0.003400905
0.007563419,0.006220646,0.011132784
0.041931495,0.030212745,0.019272193
0.082119286,0.079860985,0.03372604
0.103579864,0.11966072,0.04490219
0.008376349,0.008468855,0.006909598
0.10533615,0.07497498,0.03191086
0.09503906,0.12393921,0.15617341
0.062229916,0.050938413,0.18412475
0.16606948,0.24394271,0.25567672
0.057456054,0.09334091,0.18977645
0.044077147,0.038645018,0.095201716
0.3308264,0.2048651,0.15098631
0.49071074,0.3861041,0.253551
0.1848144,0.1985473,0.28668207
0.17775542,0.15456206,0.17140013
0.15497309,0.20523554,0.3005877
0.08290768,0.13384151,0.22466183
0.090596914,0.09522033,0.14478087
0.13066894,0.14217407,0.20081359
0.13402522,0.16075861,0.23955882
0.09424192,0.11584836,0.21453458
0.10191035,0.09916377,0.1328857
0.12941116,0.102956235,0.18822807
0.24163711,0.23513687,0.2763661
0.028676756,0.056537397,0.12406898
0.24876617,0.2833655,0.19980834
0.05222187,0.02671108,0.010400388
0.02948242,0.036608275,0.05546623
0.15780604,0.18404734,0.24795115
0.19857848,0.25745833,0.31149352
0.23438841,0.22425658,0.27729994
0.2568161,0.27925414,0.3206131
0.2437939,0.2907719,0.36737102
0.22296143,0.30031586,0.46160126
0.42838192,0.4870596,0.563735
0.4572848,0.548952,0.69870937
0.26093262,0.26843995,0.31359833
0.1230426,0.10718109,0.08471252
0.19270581,0.15453213,0.15180081
0.3167175,0.3253845,0.5009903
0.4867645,0.5821853,0.7712799
0.4539801,0.58369505,0.758721
0.19764644,0.33233577,0.5732644
0.11374998,0.21893644,0.4528842
0.11450195,0.18117523,0.31737518
0.12848908,0.18530518,0.23942047
0.15324003,0.21866208,0.22601682
0.2548492,0.24267268,0.26023936
0.44439328,0.46310055,0.510357
0.5500848,0.6253259,0.65622497
0.56132627,0.6408551,0.75889707
0.6087631,0.59689176,0.5904068
0.48149747,0.41429776,0.33368558
0.28192276,0.25885147,0.15992111
0.18384948,0.20148101,0.08973327
0.13162445,0.14760803,0.050363768
0.16563869,0.16396022,0.083721876
0.26667815,0.21839935,0.13819152
0.33011806,0.29938686,0.2198199
0.34111995,0.33904475,0.23810786
0.16585465,0.17924805,0.064208224
0.17755228,0.1921969,0.084713995
0.20027381,0.2218135,0.15281516
0.2127325,0.24260539,0.1969778
0.16500182,0.19239898,0.13119598
0.12701005,0.17128724,0.10539978
0.10098389,0.15871552,0.09514168
0.08934173,0.14676818,0.077972025
0.077565,0.120774075,0.06074028
0.061887395,0.08941139,0.047929417
0.052239224,0.06798343,0.040234372
0.046896894,0.054983098,0.031625707
0.0384404,0.046952896,0.018234901
0.02687496,0.03410667,0.013007581
0.017460708,0.029697303,0.011262302
0.03952873,0.043007735,0.02962673
0.026847914,0.028223112,0.032434538
0.05048813,0.049511567,0.037695542
0.051393736,0.05072235,0.04723381
0.02848892,0.016894147,0.022304341
0.03979431,0.023135528,0.022178039
0.07227531,0.034985695,0.028530274
0.080019906,0.03800102,0.019265134
0.04792686,0.030778844,0.02124973
0.024846341,0.01810291,0.014924314
0.047456395,0.042817723,0.033385884
0.033093203,0.03623556,0.028886545
0.01551773,0.018447418,0.01370861
0.007893276,0.009266567,0.005477143
0.006981258,0.00658453,0.004068737
0.009517899,0.008037319,0.005466213
0.005671234,0.005870552,0.004246921
0.004401912,0.004370203,0.002919903
0.002734341,0.002763667,0.001806655
0.001337887,0.001308591,0.000874014
0.001083986,0.000961916,0.000590817
0.000461397,0.000310001,0.000185547
0.000246582,0.000307617,0.000273285
0.008818055,0.005490684,0.00345459
0.018708494,0.0133374,0.014722135
0.022070311,0.020361327,0.023322485
0.024597242,0.03756626,0.021777228
0.025271375,0.037140805,0.032027204
0.040963516,0.044717178,0.049525604
0.073534966,0.073168755,0.052929875
0.08534843,0.06822997,0.04230911
0.07955364,0.07003216,0.052524604
0.06619644,0.06460953,0.053366657
0.033591535,0.02715328,0.027421739
0.017478101,0.018027417,0.020148866
0.010705519,0.011164474,0.009624052
0.021753045,0.019067498,0.0124366
0.045442045,0.045654714,0.039013326
0.035895918,0.03522453,0.034380052
0.038891867,0.042948797,0.032802656
0.065097444,0.04953634,0.03943836
0.049846113,0.03098911,0.029233396
0.03545391,0.024499051,0.013859861
0.05009243,0.04075405,0.025290221
0.04202129,0.038452163,0.027893081
0.010129204,0.007626762,0.005346527
0.002588577,0.001762695,0.002905197
0.000927734,0.001126098,0.002770233
0.008883361,0.009829406,0.010102157
0.009013537,0.010295276,0.011014346
0.035759542,0.036645506,0.023786161
0.024477538,0.050810393,0.029679831
0.02970703,0.059733465,0.07111843
0.0271582,0.04064411,0.043667257
0.021464955,0.02140392,0.020798337
0.020141602,0.020263672,0.020278454
0.02349842,0.02349842,0.021193866
0.04748062,0.09041504,0.053910293
0.13616669,0.13207734,0.14268982
0.28684324,0.2629556,0.18447965
0.25141656,0.338323,0.23711145
0.117666006,0.25497985,0.2785852
0.042861022,0.06477264,0.093726195
0.057349853,0.06856506,0.07096069
0.013240963,0.018810421,0.01693359
0.008166503,0.012072753,0.015986633
0.058066405,0.057730712,0.03993515
0.07035752,0.086257175,0.09267731
0.077552795,0.09848404,0.057296753
0.065999754,0.0653894,0.04913879
0.02616943,0.038283,0.044367444
0.09677452,0.06332916,0.026078641
0.069944456,0.1043988,0.07984741
0.025361557,0.035429496,0.033715744
0.021968383,0.020930786,0.0237117
0.027419318,0.020644415,0.01914524
0.04833534,0.043484,0.034286764
0.035527285,0.032658633,0.030307826
0.043257024,0.03788593,0.03375509
0.03893795,0.03338375,0.038613223
0.009345703,0.010962181,0.015524559
0.1196695,0.08500534,0.12659317
0.08176964,0.03074997,0.03849762
0.025462952,0.021129455,0.023494568
0.0039151,0.001328735,0.00076416
0.02616699,0.006452635,0.007223204
0.052407224,0.026986081,0.011361081
0.07590607,0.052899625,0.02840164
0.07143837,0.071651995,0.048796233
0.083464734,0.08935463,0.08704864
0.077995986,0.09187958,0.09915039
0.0855245,0.11515325,0.15761274
0.108096465,0.19821869,0.25289854
0.031796873,0.063535154,0.20328277
0.10088378,0.19727355,0.46181518
0.18812984,0.2741894,0.56123775
0.11837399,0.2275964,0.6870233
0.0899536,0.17631072,0.4640991
0.14476222,0.1805746,0.31693476
0.10206175,0.112803936,0.20144224
0.1030125,0.12400478,0.25211376
0.041008297,0.079307854,0.17346221
0.040879972,0.025808103,0.06953979
0.088231355,0.053612974,0.05023315
0.16705257,0.1427148,0.14417201
0.60131377,0.45154876,0.32297057
0.55211395,0.46886963,0.32758087
0.4664337,0.31853026,0.33973235
0.43633974,0.30853212,0.31439912
0.44388974,0.24591458,0.2422601
0.5304553,0.34994382,0.37447995
0.5545352,0.4584964,0.4885791
0.60661983,0.39662075,0.47788906
0.35645324,0.23069793,0.32559234
0.34289947,0.15718475,0.26702514
0.45954436,0.23715515,0.35338134
0.5775299,0.26817322,0.3890381
0.3124649,0.22838135,0.21194763
0.3197226,0.26430267,0.23693603
0.36646086,0.24989136,0.29912382
0.37373778,0.2031903,0.23444793
0.38186738,0.18438049,0.15842529
0.20558274,0.10964691,0.14684403
0.17593949,0.1045665,0.16403382
0.17373198,0.1030609,0.18601531
0.128856,0.07325679,0.16839153
0.134058,0.05114746,0.1125164
0.19386703,0.052250214,0.0669368
0.31603393,0.09401092,0.074647516
0.095987245,0.040204924,0.03878395
0.17977859,0.1233554,0.15365554
0.3627713,0.3057721,0.34726074
0.23410583,0.1548593,0.25972533
0.20129363,0.13178222,0.1718518
0.3955124,0.27367097,0.25600892
0.38096553,0.2210992,0.2591012
0.38265076,0.13026276,0.1518158
0.33339447,0.091748655,0.07336944
0.26846817,0.09181717,0.13562897
0.19287398,0.07181839,0.12737182
0.15593414,0.052094266,0.0742424
0.2617604,0.1477887,0.079959564
0.2635562,0.19593307,0.07937881
0.14958633,0.09209503,0.064453736
0.10134399,0.08181274,0.14843261
0.072980806,0.03865234,0.055446547
0.056196135,0.022111814,0.024587553
0.049057614,0.018295895,0.023865353
0.04860092,0.02257324,0.040906675
0.10719101,0.053972166,0.066053316
0.17381114,0.11208171,0.103967845
0.15054989,0.09332943,0.08235073
0.08957122,0.059572447,0.07571624
0.03869232,0.017436828,0.02925476
0.013856199,0.015626218,0.036835935
0.033885498,0.040721435,0.0766864
0.025620114,0.041702878,0.11318268
0.030235596,0.06194336,0.12795287
0.033017576,0.041318357,0.050000608
0.03570465,0.025515594,0.020728149
0.053954467,0.034346923,0.029158935
0.045152433,0.026174314,0.03045822
0.052915037,0.051572263,0.07652801
0.06664795,0.069821775,0.11092895
0.07186031,0.07680416,0.110022545
0.07726875,0.06112495,0.045576245
0.13419765,0.110607564,0.06898922
0.1805054,0.13107264,0.12014353
0.17345381,0.16336966,0.16542578
0.17949176,0.17370868,0.1568687
0.1514641,0.15448534,0.13357699
0.1569398,0.16139537,0.1457017
0.18665344,0.1897052,0.17924148
0.16022944,0.17438579,0.17315745
0.11377406,0.13037562,0.13802028
0.06330562,0.0823791,0.09034419
0.043798827,0.06772461,0.08836212
0.06036804,0.07211731,0.092037655
0.01904663,0.019595947,0.037104454
0.016440772,0.015220068,0.028554343
0.04379364,0.023531877,0.017724
0.12885208,0.099177554,0.04732437
0.17355835,0.17223084,0.12148773
0.19445617,0.20101745,0.13649948
0.12857483,0.09815262,0.0730481
0.12222168,0.041968077,0.029757231
0.15263778,0.061523743,0.041378327
0.27775237,0.14921996,0.06612823
0.4132083,0.26478606,0.13517028
0.32474345,0.30579203,0.30890483
0.5793023,0.5437188,0.45179224
0.5783325,0.47103268,0.33530575
0.541607,0.37276852,0.31274045
0.4944839,0.30428308,0.241867
0.48590237,0.27361447,0.24089962
0.44123805,0.24356806,0.30142176
0.37512356,0.21075588,0.26330715
0.3517291,0.2556674,0.27931088
0.37995052,0.3213339,0.31834316
0.50002927,0.40905637,0.35594052
0.6068768,0.49451107,0.40669674
0.56100154,0.43977046,0.3535583
0.4347412,0.20482178,0.10985108
0.44832975,0.30021268,0.2257269
0.5107428,0.43388426,0.27845824
0.6327081,0.5989251,0.4300561
0.7597125,0.65398437,0.51229125
0.8731671,0.7716504,0.65795714
0.75716186,0.7158716,0.59003234
0.6633978,0.79759884,0.5193701
0.7028668,0.82843137,0.47140622
0.6423877,0.6262439,0.43375427
0.650639,0.60944027,0.3491711
0.23167384,0.31976283,0.38065302
0.2606665,0.33756316,0.29318297
0.3089737,0.20561829,0.14326325
0.31175333,0.22269541,0.122590125
0.10008438,0.04811676,0.067564085
0.08789299,0.11727951,0.12335632
0.13519348,0.08347191,0.10574402
0.09840545,0.13645706,0.19267425
0.099350885,0.08514495,0.18886276
0.14149576,0.13152033,0.23374277
0.18955004,0.16855776,0.22144473
0.23078048,0.20347106,0.2535733
0.16764411,0.1547676,0.16557655
0.15478188,0.10400635,0.11373955
0.21975678,0.13572282,0.10036438
0.08865371,0.060001522,0.057804257
0.14628509,0.07005981,0.10624222
0.2225427,0.1358499,0.1605081
0.22203547,0.18984324,0.22185618
0.18743956,0.1980902,0.24300444
0.11471784,0.12674177,0.18713987
0.09297603,0.12220806,0.20144695
0.043442383,0.08713974,0.14386429
0.064698175,0.1068048,0.16318221
0.08594146,0.106140286,0.114139706
0.09024597,0.12075592,0.112108
0.057549514,0.03576187,0.036807097
0.026142728,0.024986874,0.023117673
0.042647094,0.037489623,0.054564208
0.100970306,0.09926132,0.09114746
0.12621868,0.1219157,0.1129626
0.20136535,0.17436302,0.15806854
0.17032242,0.18667984,0.17866516
0.092011794,0.06939922,0.06082283
0.101141736,0.07929115,0.074913785
0.09434852,0.067771524,0.076669306
0.08771789,0.05903137,0.036295775
0.06439655,0.053137474,0.037800483
0.17523223,0.17504913,0.07947952
0.037296675,0.03661003,0.021368407
0.06944626,0.07956093,0.037147216
0.08885765,0.10829544,0.06788063
0.06479996,0.08200996,0.07666176
0.030517578,0.04049492,0.047447205
0.028386228,0.036045186,0.052690618
0.057880096,0.07496803,0.08250969
0.10806221,0.14397758,0.14724296
0.086123124,0.13183273,0.11260666
0.09798828,0.13976303,0.15670028
0.15797973,0.17693114,0.20144439
0.07311188,0.072379455,0.023173675
0.11769867,0.088645935,0.0647583
0.114047855,0.07688126,0.045200195
0.11364914,0.06363464,0.05792404
0.10746994,0.027094267,0.017492674
0.010490112,0.011302643,0.01549881
0.017146222,0.01793968,0.019789807
0.029683456,0.02357994,0.017375335
0.033244397,0.033582,0.02395561
0.05827377,0.094555356,0.11919258
0.058761597,0.070858,0.056030273
0.07052231,0.074733734,0.08224869
0.023832912,0.01794445,0.010470982
0.021425914,0.010959339,0.007551384
0.040358543,0.022751808,0.007978439
0.009980421,0.009492139,0.00391839
0.006125493,0.00518064,0.002238793
0.004709478,0.004892583,0.002470727
0.002243605,0.003098097,0.001748052
0.00553709,0.003828106,0.00321537
0.02705803,0.018117333,0.04481735
0.040925063,0.042601623,0.06441978
0.07585269,0.079209626,0.07437068
0.16711396,0.11942261,0.09081619
0.12764847,0.10589134,0.06985771
0.12248382,0.1047245,0.09171829
0.10696472,0.09729256,0.09934296
0.10007858,0.08115959,0.07319641
0.09117931,0.07729477,0.06520504
0.11340797,0.10089576,0.09305942
0.10969036,0.090144806,0.10503548
0.08272457,0.069755554,0.06621361
0.07731231,0.0736502,0.07897743
0.076259494,0.067502856,0.05688751
0.104587495,0.16189378,0.19351572
0.12089057,0.08216758,0.056363065
0.06983135,0.050852276,0.030188061
0.09403843,0.06596416,0.045210302
0.09241928,0.06697048,0.050078046
0.06595962,0.05668323,0.04870193
0.063827895,0.055405043,0.04752197
0.054807507,0.048765026,0.041777454
0.042368237,0.04245836,0.037402455
0.03443588,0.040539395,0.036320817
0.029213637,0.03699562,0.032007903
0.025102653,0.0326548,0.037425555
0.075434186,0.068784215,0.064826466
0.08070877,0.042413022,0.040622022
0.053940427,0.065504685,0.03473724
0.006240234,0.021405563,0.070918426
0.002619629,0.005854492,0.029742125
0.013151854,0.01748535,0.022095412
0.011337508,0.011308897,0.006977309
0.01571247,0.016933173,0.011679381
0.016301401,0.015141733,0.015771635
0.030656394,0.026383933,0.024098929
0.0541584,0.045371246,0.03559036
0.053710822,0.04242218,0.04356659
0.014089508,0.014059944,0.014841003
0.028713645,0.008451881,0.003049316
0.06916275,0.066172026,0.043461226
0.054813538,0.04367653,0.04264847
0.14157425,0.051082,0.027739868
0.25505707,0.09967682,0.059332576
0.2059703,0.11146881,0.09764816
0.2247087,0.09102264,0.07870498
0.26955643,0.14359513,0.09979095
0.35924256,0.25167572,0.22601044
0.357041,0.2973181,0.25995696
0.28235286,0.22171825,0.2122044
0.41953486,0.5231344,0.64550227
0.29568142,0.41590542,0.42625087
0.09823547,0.18209015,0.2587427
0.12237457,0.22902587,0.29875854
0.07761276,0.0761174,0.1295613
0.11622665,0.26131865,0.18411681
0.14276862,0.14902282,0.101407774
0.103414685,0.060756832,0.067381054
0.16700393,0.2352336,0.2347911
0.1847946,0.19440764,0.16865844
0.16594511,0.20488173,0.14677244
0.16872525,0.17358518,0.10293698
0.059793014,0.051677246,0.052863616
0.023618162,0.040708005,0.066663206
0.030392453,0.04998474,0.04769592
0.055169675,0.117112726,0.15861663
0.038002927,0.11750884,0.20743652
0.066595435,0.11339414,0.19951475
0.18447506,0.2614404,0.34638608
0.18762207,0.24920654,0.3781891
0.116279244,0.1519543,0.18611872
0.10106933,0.1100415,0.21676147
0.115932584,0.13232052,0.2235223
0.1256811,0.13755244,0.2098257
0.069363326,0.03237793,0.044682235
0.06344223,0.025390625,0.036167145
0.052821424,0.013520505,0.036086347
0.038264617,0.011855468,0.034180984
0.054201506,0.018896483,0.030071639
0.06232666,0.038587797,0.04774307
0.08595452,0.0671576,0.07581505
0.09357681,0.08234634,0.103523634
0.07068825,0.073129654,0.10432625
0.03833664,0.047612075,0.072340846
0.042054977,0.040590134,0.04880699
0.055901486,0.05205627,0.049530942
0.17517349,0.113930434,0.08335182
0.14253707,0.12036796,0.08594413
0.12007057,0.10316383,0.06841003
0.106172025,0.09297317,0.06615394
0.12158646,0.103552476,0.07158722
0.09315185,0.084729,0.059605405
0.034345817,0.03956337,0.025595855
0.004389381,0.011164283,0.006647682
0.002697696,0.005322208,0.002826919
0.002697983,0.004529038,0.002004185
0.002846718,0.004340649,0.001723766
0.010232354,0.015664482,0.023788834
0.011047363,0.010285378,0.014285088
0.027749443,0.014504814,0.027483368
0.022065276,0.017641658,0.02127182
0.039703712,0.021379814,0.01637207
0.022443693,0.014907759,0.010948103
0.044230115,0.04121078,0.027893674
0.04897743,0.04980236,0.03627449
0.0414476,0.039189298,0.030032117
0.041176643,0.038796272,0.03270706
0.042651404,0.04191898,0.039570082
0.04022457,0.042177696,0.045871753
0.026774902,0.033976097,0.04205467
0.1268058,0.06486274,0.089917675
0.06840797,0.05946823,0.09375282
0.032809906,0.08962601,0.07717293
0.082409054,0.17010513,0.13863769
0.06185829,0.060118787,0.06581222
0.041373976,0.04239822,0.05478073
0.040427245,0.04668335,0.03545288
0.0361145,0.041455075,0.051819608
0.064941406,0.078825,0.08041
0.11820419,0.10093506,0.081419066
0.11308395,0.0531398,0.06122314
0.18262786,0.10521239,0.15466613
0.029562987,0.061144866,0.122199096
0.09325561,0.050351713,0.06609115
0.28179565,0.27685943,0.27994934
0.074893035,0.045141257,0.04887203
0.07667907,0.06267341,0.08149322
0.07530472,0.039755553,0.037705153
0.1023642,0.036606442,0.038925778
0.052406006,0.07675903,0.123531036
0.087851256,0.06557533,0.10840866
0.07947016,0.074953556,0.082148075
0.037546385,0.045330275,0.0676596
0.07132071,0.070161045,0.09047145
0.14832771,0.15134704,0.15733612
0.12542228,0.10549621,0.1116188
0.23064652,0.16481248,0.14174882
0.32903716,0.19212005,0.17083403
0.38753173,0.22916839,0.20392272
0.60444945,0.24226685,0.23166199
0.7932,0.5281396,0.37748957
0.9489294,0.8546454,0.8594214
0.774234,0.7696869,0.84634703
0.64162046,0.61844236,0.74136716
0.75049496,0.7071905,0.68936825
0.6453936,0.7287829,0.8447497
0.3327423,0.2642685,0.23961028
0.08003448,0.055622328,0.07332252
0.06918945,0.06101074,0.07285347
0.08873069,0.068591,0.07468021
0.09430295,0.079013646,0.08564359
0.15828507,0.15910904,0.18407623
0.10152741,0.08713074,0.07402344
0.08005905,0.04989624,0.10814667
0.10672325,0.080634534,0.09502739
0.21885633,0.16743803,0.17761564
0.24314147,0.09746581,0.16173583
0.33784115,0.25030148,0.12160885
0.11395706,0.13128914,0.11570038
0.05628902,0.046845738,0.053694073
0.10674667,0.028934479,0.02035141
0.14506057,0.054434814,0.036681212
0.48455444,0.22237793,0.15043274
0.8945361,0.6974383,0.57693964
0.8526434,0.5644659,0.687116
0.5634158,0.4766162,0.4152072
0.41674924,0.37567258,0.54995847
0.47023493,0.3252154,0.44664484
0.71071714,0.48386472,0.43660825
0.96764034,0.8089642,0.79249996
0.8488513,0.8197528,0.68567383
0.32792234,0.5323138,0.42773008
0.14504577,0.21419097,0.33834413
0.19594024,0.122675166,0.13678955
0.3133078,0.25734618,0.21235564
0.23529035,0.1860426,0.21865827
0.25362712,0.2455743,0.25730067
0.20974696,0.15862238,0.15506709
0.23473662,0.20891112,0.18212432
0.3083288,0.25013942,0.24640864
0.5687039,0.48018003,0.41003537
0.53300685,0.5171072,0.41480464
0.2914105,0.376669,0.38730055
0.26541257,0.38050961,0.46032834
0.21444333,0.20846188,0.29094326
0.18551207,0.1725421,0.22503996
0.2321806,0.18811703,0.20405865
0.19326168,0.17824703,0.20281368
0.23432249,0.15866941,0.13863462
0.25127685,0.21270263,0.12542236
