Location0,Location1,Location2
0.004443569,0.008134766,0.006946011
0.004394531,0.00592041,0.006364822
0.004919432,0.005744837,0.009494685
0.006267089,0.008920688,0.014772911
0.008222654,0.014355257,0.015781477
0.010864258,0.01946783,0.01478529
0.01227783,0.023261774,0.014345873
0.009450682,0.01991678,0.0099485
0.007914905,0.01560295,0.008315448
0.005024452,0.008686561,0.006938476
0.004091763,0.006350064,0.005234384
0.003212895,0.004555669,0.004013684
0.002561035,0.00463623,0.005969229
0.004213924,0.008698816,0.013552303
0.010769192,0.019526307,0.026396576
0.022954557,0.03674564,0.041071508
0.03308319,0.051606406,0.04987072
0.034335934,0.053925358,0.045353733
0.03112831,0.051603697,0.040720366
0.03255577,0.05419178,0.04354496
0.048989102,0.08951263,0.08369331
0.07256752,0.13547188,0.121153414
0.12167755,0.17469421,0.12515655
0.14404786,0.17858994,0.11480438
0.14564484,0.18749207,0.1253888
0.1667807,0.21572326,0.14856552
0.18658537,0.22994322,0.18411726
0.18700361,0.23802137,0.21683455
0.1700331,0.23237288,0.22932494
0.17117721,0.23534614,0.23199874
0.17132002,0.23527914,0.23358351
0.18473428,0.23831552,0.23041147
0.19702208,0.26042998,0.29405272
0.22614574,0.29580975,0.3119154
0.22318316,0.27182055,0.27041292
0.20208496,0.23799843,0.23437828
0.18423909,0.2070319,0.2118327
0.19969177,0.22779465,0.221138
0.17970687,0.19491607,0.17592269
0.1531198,0.16700149,0.13433242
0.12332821,0.13205624,0.10086346
0.09291637,0.114156604,0.094545245
0.0767439,0.10561353,0.093849
0.06345475,0.09348023,0.07884705
0.024470214,0.04308212,0.04705322
0.018771973,0.041381683,0.048438873
0.026624754,0.04902084,0.048765257
0.022836912,0.044027556,0.040346373
0.027230222,0.05539413,0.04774185
0.038507763,0.0675872,0.056560818
0.050164945,0.074941404,0.055124052
0.055661544,0.07696091,0.052100524
0.048380964,0.06974136,0.05003082
0.037993237,0.056607053,0.03649406
0.027416684,0.043833233,0.02269981
0.018176533,0.031388737,0.0212693
0.034020536,0.057610624,0.09026443
0.03963394,0.062884524,0.08541794
0.054279327,0.06644058,0.06599808
0.060502928,0.06944458,0.062311094
0.06480408,0.07447815,0.064086914
0.079178765,0.08460899,0.07393737
0.0755201,0.08324009,0.076526225
0.061592255,0.06915775,0.057797585
0.034199104,0.034319267,0.021877632
0.009240704,0.00789793,0.001379566
0.001538277,0.002820015,0.000278473
0.002004356,0.003835411,0.000527115
0.001459961,0.00313652,0.004397278
0.002835693,0.006726685,0.006917419
0.007162476,0.009237671,0.002401733
0.014134216,0.014012146,0.003316689
0.01640152,0.016584625,0.005264511
0.014354706,0.015499115,0.006919861
0.013262787,0.015093842,0.008494415
0.013238829,0.015558165,0.011083525
0.012262646,0.015436474,0.013344113
0.012050703,0.015590742,0.016515806
0.012983397,0.014965132,0.01724632
0.011105802,0.014462736,0.01744106
0.012168348,0.020162046,0.025182188
0.005937498,0.009477537,0.019756239
0.00291275,0.007763614,0.017590275
0.000822716,0.004362755,0.014504604
0.000273552,0.001860466,0.007448521
0.000244198,0.000915585,0.003779469
0.000183134,0.000671415,0.003051787
0.006606402,0.000685992,0.001887264
0.04643112,0.015796242,0.006328163
0.113637164,0.06255455,0.031420898
0.21455383,0.15602875,0.12220001
0.20936844,0.19472,0.19201538
0.21535766,0.18828857,0.26583374
0.19150528,0.13465485,0.1898764
0.19550964,0.15556213,0.1958873
0.19374967,0.17247891,0.22099423
0.1886189,0.18641782,0.24874997
0.16961288,0.15804291,0.21541214
0.1301641,0.11283012,0.1587419
0.090249784,0.07084251,0.10207153
0.068311304,0.046264265,0.05982742
0.045787428,0.03689203,0.039601896
0.07240325,0.05793983,0.06338912
0.029709129,0.036178857,0.057002336
0.14601074,0.213508,0.19259201
0.033531453,0.047277715,0.038836744
0.009469088,0.00746971,0.008333739
0.006397753,0.005283146,0.007762461
0.026501598,0.01228136,0.010174694
0.07018577,0.052762147,0.05179512
0.08848496,0.07620354,0.10911961
0.07957995,0.067115426,0.1207329
0.10150343,0.07968527,0.14753157
0.29851684,0.18839034,0.18935928
0.5217297,0.433717,0.32000852
0.3484503,0.37480986,0.40358794
0.092680335,0.110744834,0.14266813
0.0790869,0.108900666,0.16064513
0.07148188,0.102729976,0.16452616
0.0750404,0.08144909,0.12133175
0.05583847,0.035761718,0.05740631
0.051758423,0.0220076,0.0320784
0.054381713,0.02682434,0.03417526
0.062345427,0.032319944,0.04539482
0.078604355,0.042229306,0.061552655
0.094490506,0.05454681,0.071974255
0.08517044,0.05386322,0.06560104
0.057619896,0.04431423,0.05282196
0.047172926,0.029931448,0.030400656
0.059016112,0.031370047,0.024279479
0.1175119,0.06408134,0.041286618
0.21195328,0.13205063,0.108044736
0.24097243,0.16178694,0.182619
0.24945495,0.18853042,0.22297713
0.28680342,0.1888649,0.22362061
0.26430252,0.17629746,0.22916153
0.16083694,0.10348297,0.18123794
0.124924466,0.06397323,0.09578018
0.072561875,0.044577252,0.062187802
0.044402007,0.033369903,0.046351317
0.025613554,0.021676786,0.032876737
0.021772917,0.016340788,0.027336653
0.13375512,0.0609478,0.05583229
0.24958679,0.22343323,0.259402
0.17327347,0.14174882,0.17747346
0.13269126,0.07874,0.123352885
0.25380707,0.1268959,0.1845169
0.52422816,0.37851435,0.38197047
0.61873686,0.52142394,0.5067297
0.3765428,0.23516631,0.2962625
0.1885612,0.09994197,0.17853618
0.38114563,0.2409021,0.13624206
0.4124357,0.31249827,0.40564555
0.28594542,0.24132872,0.3477664
0.31035918,0.24926299,0.35195464
0.43813658,0.36910582,0.4313693
0.45612913,0.374281,0.47608763
0.5128448,0.4199264,0.59531856
0.66976774,0.52140653,0.67883146
0.7260342,0.61435515,0.6842862
0.3676172,0.36096436,0.60577637
0.19998163,0.2070846,0.25213617
0.30617827,0.23715132,0.28510588
0.31930083,0.29553527,0.33401793
0.57851684,0.52022827,0.50851715
0.5423376,0.48206538,0.5303442
0.45407683,0.34258085,0.4118405
0.37089187,0.2651599,0.2621768
0.44010437,0.32488525,0.31670654
0.47510433,0.46750546,0.48107052
0.33985168,0.28006774,0.43339568
0.5747009,0.49472195,0.5513702
0.44279385,0.3886938,0.5120306
0.37747014,0.32530415,0.3680879
0.48260617,0.4015286,0.36625028
0.40392637,0.3598323,0.34414625
0.21344328,0.21289396,0.26846266
0.27635205,0.21944249,0.27803242
0.7234613,0.5286218,0.53052914
0.7636981,0.5298724,0.54418516
0.5983349,0.43703425,0.42578852
0.7019134,0.4647842,0.4224258
0.74350524,0.555105,0.51982665
0.67799985,0.4849304,0.42005002
0.5091549,0.396217,0.47524226
0.5688287,0.51417553,0.5859605
0.087697744,0.124105215,0.2628839
0.066441655,0.0607959,0.11297715
0.09035885,0.08425534,0.10965741
0.0532666,0.058393553,0.07655533
0.019958496,0.023620605,0.050539017
0.008708496,0.008891601,0.020100135
0.004836425,0.00511013,0.01114212
0.002907715,0.003244839,0.007378063
0.003759766,0.003759766,0.005976582
0.012402292,0.007429119,0.007360932
0.0705278,0.03589321,0.02437473
0.14258239,0.08432815,0.05595062
0.13406181,0.091537476,0.08932686
0.132163,0.07682319,0.081517175
0.0783622,0.047114104,0.05164978
0.0391407,0.026415825,0.026699066
0.017721996,0.014242992,0.019152984
0.015092772,0.005449217,0.006577175
0.02230957,0.008212833,0.004729061
0.08679222,0.04175209,0.033804167
0.19521073,0.14830902,0.16386536
0.2865286,0.22235775,0.26251125
0.47832453,0.37653315,0.4056164
0.6413162,0.55547786,0.5901153
0.53390956,0.50903773,0.57767177
0.2006396,0.20546138,0.37324703
0.03141533,0.027297363,0.059680328
0.0437883,0.032712325,0.05737625
0.05170227,0.02191902,0.059983976
0.0803051,0.042253494,0.061304092
0.14765815,0.062432095,0.102724835
0.28320736,0.16462368,0.19706768
0.19519973,0.11216903,0.20107818
0.29421753,0.1685614,0.18730682
0.39052093,0.26547515,0.26082885
0.22252822,0.15777755,0.18505263
0.21861999,0.12367599,0.1337506
0.19028074,0.10486966,0.11588651
0.3169868,0.26797938,0.3025329
0.2126022,0.10726315,0.16085202
0.60134643,0.42545074,0.32324737
0.37333858,0.40986812,0.3625964
0.5149106,0.4781903,0.49831665
0.38772887,0.28749388,0.23183745
0.18461132,0.076621056,0.13410473
0.50896907,0.31441188,0.14935756
0.5676379,0.41427183,0.37350798
0.5844592,0.430292,0.40866268
0.52353543,0.3096301,0.33167142
0.38375574,0.2688418,0.28142267
0.30446315,0.26784968,0.2289474
0.42280573,0.32742304,0.3461532
0.5845913,0.4712643,0.48736995
0.4374032,0.5489297,0.51262903
0.1995166,0.28547698,0.46160156
0.0935815,0.12872249,0.16294795
0.042410888,0.065009154,0.10225586
0.040780637,0.036187742,0.04744873
0.046635743,0.052250978,0.09740174
0.02975906,0.05957092,0.0879332
