timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Cloud Cover High [high cld lay],Basel Cloud Cover Medium [mid cld lay],Basel Cloud Cover Low [low cld lay],Cloud Attenuation
20150626T1200,25.880245,0,74,0,0,#DIV/0!
20150626T1300,26.600245,0,60,0,0,#DIV/0!
20150626T1400,26.790245,0,97,4,0,0
20150626T1500,26.770245,0,98,9,0,0
20150626T1600,26.410246,0,98,0,0,#DIV/0!
20150626T1700,25.930244,0,99,0,0,#DIV/0!
20150626T1800,24.960245,0,94,0,0,#DIV/0!
20150626T1900,23.690245,0,81,0,0,#DIV/0!
20150626T2000,21.760244,0,52,0,0,#DIV/0!
20150626T2100,20.200245,0,29,0,0,#DIV/0!
20150626T2200,18.500246,0,11,2,2,0
20150626T2300,16.830246,0,57,11,1,0
20150627T0000,15.780245,0,100,17,0,0
20150627T0100,16.390245,0,96,31,6,0
20150627T0200,16.370245,0,46,24,3,0
20150627T0300,16.000246,0,68,42,1,0
20150627T0400,15.320246,0,94,74,1,0
20150627T0500,16.530245,0,88,78,0,0
20150627T0600,18.130245,0,41,54,0,0
20150627T0700,19.730246,0,6,54,0,0
20150627T0800,21.160246,0,1,55,0,0
20150627T0900,22.120245,0,0,33,0,0
20150627T1000,24.130245,0,0,29,0,0
20150627T1100,25.010244,0.1,6,16,1,0
20150627T1200,26.410246,0,21,39,3,0
20150627T1300,26.670246,0,4,38,4,0
20150627T1400,26.610245,0.1,3,36,10,0
20150627T1500,26.410246,0.2,0,28,7,0
20150627T1600,25.790245,0.2,0,34,6,0
20150627T1700,25.040245,0.2,0,32,8,0
20150627T1800,24.070246,0,0,40,27,0
20150627T1900,22.430244,0,0,31,25,0
20150627T2000,19.820246,0,0,28,30,0
20150627T2100,19.140245,0,0,20,18,0
20150627T2200,17.880245,0,0,8,11,0
20150627T2300,17.590246,0,0,1,2,0
20150628T0000,16.440247,0,4,2,2,0
20150628T0100,15.860246,0,18,7,4,0
20150628T0200,15.150246,0,5,2,3,0
20150628T0300,14.220245,0,0,6,2,0
20150628T0400,13.340245,0,0,4,1,0
20150628T0500,14.650246,0,0,3,3,0
20150628T0600,17.290245,0,0,1,2,0
20150628T0700,19.440245,0,2,1,2,0
20150628T0800,21.200245,0,7,1,1,0
20150628T0900,22.770245,0,10,0,4,#DIV/0!
20150628T1000,23.800245,0,13,0,3,#DIV/0!
20150628T1100,24.720245,0,9,0,3,#DIV/0!
20150628T1200,25.490246,0,11,0,1,#DIV/0!
20150628T1300,26.120245,0,14,0,0,#DIV/0!
20150628T1400,26.570246,0,13,0,0,#DIV/0!
20150628T1500,26.960245,0,33,0,0,#DIV/0!
20150628T1600,26.890245,0,47,0,0,#DIV/0!
20150628T1700,26.320246,0,14,0,0,#DIV/0!
20150628T1800,25.080246,0,78,0,0,#DIV/0!
20150628T1900,21.810246,0,88,0,0,#DIV/0!
20150628T2000,20.960245,0,61,0,0,#DIV/0!
20150628T2100,19.120245,0,51,0,1,#DIV/0!
20150628T2200,17.380245,0,2,0,3,#DIV/0!
20150628T2300,16.010246,0,0,0,0,#DIV/0!
20150629T0000,14.930245,0,52,3,0,0
20150629T0100,14.710245,0,75,15,0,0.00E+00
20150629T0200,14.190246,0,67,0,0,#DIV/0!
20150629T0300,13.790245,0,89,0,0,#DIV/0!
20150629T0400,14.130245,0,89,0,0,#DIV/0!
20150629T0500,16.230246,0,97,15,0,0
20150629T0600,17.650246,0,97,14,0,0
20150629T0700,19.150246,0,99,19,0,0
20150629T0800,20.830246,0,93,46,0,0
20150629T0900,23.110245,0,27,22,0,0.00E+00
20150629T1000,25.570246,0,2,1,0,0.00E+00
20150629T1100,26.970245,0,45,14,1,0
20150629T1200,28.100245,0,88,14,0,0
20150629T1300,28.520245,0,94,23,0,0
20150629T1400,28.820246,0,91,43,0,0
20150629T1500,29.160246,0,90,34,0,0
20150629T1600,29.130245,0,93,46,0,0
20150629T1700,28.840246,0,94,19,0,0
20150629T1800,27.810246,0,97,7,0,0
20150629T1900,25.620245,0,94,3,0,0
20150629T2000,21.510244,0,97,3,1,0
20150629T2100,19.800245,0,100,5,2,0
20150629T2200,18.990246,0,93,1,0,0
20150629T2300,17.880245,0,67,6,0,0
20150630T0000,16.580246,0,21,6,0,0
20150630T0100,16.030245,0,9,17,0,0
20150630T0200,15.630245,0,2,3,0,0
20150630T0300,14.980246,0,5,0,0,#DIV/0!
20150630T0400,14.750245,0,9,0,0,#DIV/0!
20150630T0500,17.430244,0,1,0,0,#DIV/0!
20150630T0600,20.120245,0,0,0,0,#DIV/0!
20150630T0700,22.070246,0,0,0,0,#DIV/0!
20150630T0800,23.680244,0,0,0,0,#DIV/0!
20150630T0900,25.550245,0,0,0,0,#DIV/0!
20150630T1000,27.370245,0,0,0,0,#DIV/0!
20150630T1100,28.790245,0,0,0,0,#DIV/0!
20150630T1200,29.720245,0,0,0,0,#DIV/0!
20150630T1300,30.540245,0,0,0,0,#DIV/0!
20150630T1400,31.050245,0,0,0,0,#DIV/0!
20150630T1500,31.340246,0,0,0,0,#DIV/0!
20150630T1600,31.350245,0,0,0,0,#DIV/0!
20150630T1700,30.990246,0,0,0,0,#DIV/0!
20150630T1800,29.950245,0,0,0,0,#DIV/0!
20150630T1900,26.890245,0,0,0,0,#DIV/0!
20150630T2000,23.570246,0,0,0,0,#DIV/0!
20150630T2100,20.670246,0,0,0,0,#DIV/0!
20150630T2200,19.330246,0,0,0,0,#DIV/0!
20150630T2300,18.410246,0,0,0,0,#DIV/0!
20150701T0000,17.470245,0,0,0,0,#DIV/0!
20150701T0100,16.730246,0,0,0,0,#DIV/0!
20150701T0200,16.380245,0,0,0,0,#DIV/0!
20150701T0300,16.310246,0,0,0,0,#DIV/0!
20150701T0400,16.660246,0,0,0,0,#DIV/0!
20150701T0500,18.450245,0,0,0,0,#DIV/0!
20150701T0600,21.160246,0,0,0,0,#DIV/0!
20150701T0700,23.570246,0,0,0,0,#DIV/0!
20150701T0800,25.780245,0,0,0,0,#DIV/0!
20150701T0900,27.500246,0,0,0,0,#DIV/0!
20150701T1000,29.330246,0,0,0,0,#DIV/0!
20150701T1100,30.770245,0,0,0,0,#DIV/0!
20150701T1200,32.080246,0,0,0,0,#DIV/0!
20150701T1300,33.070248,0,0,1,0,0
20150701T1400,33.70025,0,0,4,0,0
20150701T1500,34.000248,0,0,10,0,0
20150701T1600,34.070248,0,7,16,0,0
20150701T1700,33.810246,0,4,20,1,0
20150701T1800,32.460247,0,5,14,0,0
20150701T1900,28.760244,0,3,12,0,0
20150701T2000,25.800245,0,2,15,0,0
20150701T2100,24.380245,0,0,6,0,0
20150701T2200,23.550245,0,1,16,0,0
20150701T2300,22.980246,0,5,13,0,0
20150702T0000,22.340246,0,5,9,0,0
20150702T0100,21.440245,0,1,3,0,0
20150702T0200,19.830246,0,0,6,0,0
20150702T0300,19.080246,0,0,3,0,0
20150702T0400,19.290245,0,0,0,0,#DIV/0!
20150702T0500,21.200245,0,0,0,0,#DIV/0!
20150702T0600,24.130245,0,0,0,0,#DIV/0!
20150702T0700,26.360245,0,0,0,0,#DIV/0!
20150702T0800,28.310246,0,0,0,0,#DIV/0!
20150702T0900,30.140245,0,0,0,0,#DIV/0!
20150702T1000,31.730246,0,0,0,0,#DIV/0!
20150702T1100,33.010246,0,0,0,0,#DIV/0!
20150702T1200,34.070248,0,0,0,0,#DIV/0!
20150702T1300,35.030247,0,0,0,0,#DIV/0!
20150702T1400,35.70025,0,0,0,0,#DIV/0!
20150702T1500,35.93025,0,4,1,0,0
20150702T1600,35.780247,0,91,17,0,0
20150702T1700,35.220245,0,80,7,0,0
20150702T1800,33.740246,0,70,0,0,#DIV/0!
20150702T1900,29.400246,0,65,4,0,0
20150702T2000,28.130245,0,63,4,0,0
20150702T2100,25.330246,0,46,4,0,0
20150702T2200,24.560246,0,73,13,0,0
20150702T2300,23.690245,0,67,13,0,0
20150703T0000,22.870245,0,43,3,0,0
20150703T0100,22.100245,0,3,6,0,0
20150703T0200,21.220245,0,0,0,0,#DIV/0!
20150703T0300,20.810246,0,0,0,0,#DIV/0!
20150703T0400,20.750246,0,0,1,0,0
20150703T0500,22.750246,0,0,1,0,0
20150703T0600,25.170246,0,0,3,0,0
20150703T0700,27.050245,0,0,2,0,0
20150703T0800,29.180244,0,6,0,0,#DIV/0!
20150703T0900,30.720245,0,21,0,0,#DIV/0!
20150703T1000,32.570248,0,35,1,0,0
20150703T1100,33.77025,0,17,4,0,0
20150703T1200,34.70025,0,16,5,0,0
20150703T1300,35.52025,0,65,9,0,0
20150703T1400,34.990246,0.6,84,5,0,0
20150703T1500,34.77025,0,80,5,0,0
20150703T1600,34.980247,0,64,8,0,0
20150703T1700,34.530247,0,97,12,0,0
20150703T1800,33.060246,0,97,1,0,0
20150703T1900,30.140245,0,79,2,0,0
20150703T2000,27.490246,0,33,5,0,0
20150703T2100,25.990246,0,19,1,0,0
20150703T2200,25.440245,0,1,1,0,0
20150703T2300,24.650246,0,5,0,0,#DIV/0!
20150704T0000,23.480246,0,9,1,0,0
20150704T0100,22.610245,0,5,1,0,0
20150704T0200,21.770245,0,4,0,0,#DIV/0!
20150704T0300,21.360245,0,32,2,0,0
20150704T0400,20.960245,0,48,0,0,#DIV/0!
20150704T0500,22.380245,0,57,5,0,0
20150704T0600,25.160246,0,42,5,0,0
20150704T0700,27.830246,0,42,3,0,0
20150704T0800,30.140245,0,41,2,0,0
20150704T0900,31.690245,0,57,2,0,0
20150704T1000,32.980247,0,25,0,0,#DIV/0!
20150704T1100,34.34025,0,9,0,0,#DIV/0!
20150704T1200,35.36025,0,20,0,0,#DIV/0!
20150704T1300,36.150246,0,34,1,0,0
20150704T1400,36.730247,0,46,1,0,0
20150704T1500,37.11025,0,47,5,0,0
20150704T1600,36.830246,0,30,8,0,0
20150704T1700,35.300247,0.2,38,19,0,0
20150704T1800,32.63025,0,19,27,0,0
20150704T1900,31.350245,0,31,21,0,0
20150704T2000,27.110245,0,17,27,0,0
20150704T2100,26.020245,0,20,17,0,0
20150704T2200,28.660246,0,24,50,0,0
20150704T2300,26.030245,0,0,11,0,0
20150705T0000,24.640245,0,1,12,0,0
20150705T0100,24.050245,0,2,7,0,0
20150705T0200,23.030245,0,4,2,0,0
20150705T0300,22.440245,0,0,4,0,0
20150705T0400,21.880245,0,0,0,0,#DIV/0!
20150705T0500,22.400246,0,0,0,0,#DIV/0!
20150705T0600,25.120245,0,0,0,0,#DIV/0!
20150705T0700,27.470245,0,0,0,0,#DIV/0!
20150705T0800,29.560246,0,0,0,0,#DIV/0!
20150705T0900,31.650246,0,0,0,0,#DIV/0!
20150705T1000,33.070248,0,7,5,0,0
20150705T1100,34.210247,0,8,10,0,0
20150705T1200,35.43025,0,41,12,0,0
20150705T1300,36.230247,0,22,1,0,0
20150705T1400,36.910248,0,1,0,0,#DIV/0!
20150705T1500,37.240246,0,21,2,0,0
20150705T1600,36.500248,0.2,84,13,0,0
20150705T1700,34.500248,1.4,90,11,0,0
20150705T1800,33.410248,0,53,17,0,0
20150705T1900,32.810246,0,46,9,0,0
20150705T2000,30.120245,0,27,8,0,0
20150705T2100,29.160246,0,45,23,0,0
20150705T2200,26.830246,0,78,21,0,0
20150705T2300,26.400246,0,83,15,0,0
20150706T0000,24.750246,0,58,32,0,0
20150706T0100,23.580246,0,66,16,2,0
20150706T0200,22.960245,0,82,19,36,0
20150706T0300,22.470245,0,51,28,76,0
20150706T0400,22.170246,0,50,31,86,0
20150706T0500,22.070246,0,10,17,83,0
20150706T0600,22.460245,0,4,7,86,0
20150706T0700,23.360245,0,0,4,86,0
20150706T0800,24.470245,0,0,3,81,0
20150706T0900,25.790245,0,0,1,85,0
20150706T1000,26.580246,0,9,5,44,0
20150706T1100,27.890245,0,0,1,40,0
20150706T1200,29.060246,0,0,1,0,0
20150706T1300,30.300245,0,2,0,1,#DIV/0!
20150706T1400,30.970245,0,0,0,0,#DIV/0!
20150706T1500,31.200245,0,13,1,1,0
20150706T1600,31.430244,0,13,1,0,0
20150706T1700,31.180244,0,6,3,0,0
20150706T1800,30.510244,0,0,5,0,0
20150706T1900,28.080246,0,0,2,0,0
20150706T2000,24.550245,0,0,6,0,0
20150706T2100,23.240246,0,0,3,0,0
20150706T2200,21.390245,0,0,7,0,0
20150706T2300,20.510244,0,0,7,0,0
20150707T0000,20.400246,0,0,15,0,0
20150707T0100,19.850245,0,18,20,0,0
20150707T0200,19.740246,0,72,16,0,0
20150707T0300,19.940245,0,84,19,0,0
20150707T0400,20.100245,0,88,42,0,0
20150707T0500,21.190245,0,99,39,0,0
20150707T0600,23.660246,0,71,32,0,0
20150707T0700,25.770245,0,63,28,0,0
20150707T0800,28.380245,0,52,10,1,0
20150707T0900,30.750246,0,27,0,0,#DIV/0!
20150707T1000,32.570248,0,17,3,0,0
20150707T1100,34.300247,0,41,19,0,0
20150707T1200,34.730247,0.8,90,13,0,0
20150707T1300,35.910248,0,74,0,0,#DIV/0!
20150707T1400,36.810246,0,32,0,0,#DIV/0!
20150707T1500,36.63025,0,9,2,0,0
20150707T1600,36.500248,0,71,35,0,0
20150707T1700,35.170246,0,97,17,0,0
20150707T1800,32.77025,0,55,1,0,0
20150707T1900,30.200245,0,49,1,0,0
20150707T2000,27.680244,0,31,0,0,#DIV/0!
20150707T2100,25.810246,0,8,16,0,0
20150707T2200,26.610245,0,37,25,1,0
20150707T2300,25.430244,0,20,17,2,0
20150708T0000,24.580246,0,17,37,1,0
20150708T0100,24.140245,0,38,51,2,0
20150708T0200,23.400246,0,25,89,12,0
20150708T0300,22.850245,0,1,54,27,0
20150708T0400,22.090246,0,0,35,54,0
20150708T0500,21.140245,0,0,32,70,0
20150708T0600,20.700245,0,0,46,45,0
20150708T0700,21.120245,0.2,0,56,64,0
20150708T0800,21.070246,0.1,0,44,51,0
20150708T0900,21.300245,0,0,21,40,0
20150708T1000,22.450245,0,0,18,24,0
20150708T1100,23.420246,0,0,19,18,0
20150708T1200,24.100245,0,0,23,18,0
20150708T1300,24.500246,0,0,18,8,0
20150708T1400,24.720245,0,0,27,9,0
20150708T1500,24.140245,0,0,37,9,0
20150708T1600,23.360245,0,0,22,5,0
20150708T1700,22.710245,0,0,31,5,0
20150708T1800,21.780245,0,0,37,6,0
20150708T1900,21.050245,0,0,35,10,0
20150708T2000,20.400246,0,0,41,16,0
20150708T2100,19.700245,0,0,32,13,0
20150708T2200,18.820246,0,0,30,19,0
20150708T2300,18.640245,0,0,30,21,0
20150709T0000,18.130245,0,2,36,31,0
20150709T0100,18.160246,0,9,48,37,0
20150709T0200,18.040245,0,0,59,35,0
20150709T0300,17.520245,0,0,62,38,0
20150709T0400,16.980246,0,0,54,63,0
20150709T0500,17.410246,0,0,54,37,0
20150709T0600,18.350245,0,0,29,22,0
20150709T0700,19.200245,0,0,42,23,0
20150709T0800,20.020245,0,0,36,38,0
20150709T0900,20.890245,0,0,36,34,0
20150709T1000,22.020245,0,0,75,12,0
20150709T1100,23.380245,0,0,77,33,0
20150709T1200,23.890245,0,0,97,8,0
20150709T1300,24.070246,0,0,92,6,0
20150709T1400,24.140245,0,0,99,1,0
20150709T1500,24.190245,0,0,87,1,0
20150709T1600,24.100245,0,0,87,0,0
20150709T1700,23.330246,0,0,85,16,0
20150709T1800,22.550245,0,0,77,33,0
20150709T1900,21.230246,0,0,66,8,0
20150709T2000,19.280245,0,0,42,6,0
20150709T2100,17.240246,0,0,25,3,0
20150709T2200,15.800245,0,0,51,1,0
20150709T2300,15.320246,0,0,8,2,0
20150710T0000,14.460245,0,0,22,3,0
20150710T0100,13.710245,0,0,16,3,0
20150710T0200,12.440246,0,0,12,3,0
20150710T0300,11.320246,0,0,10,2,0
20150710T0400,10.910245,0,0,0,1,#DIV/0!
20150710T0500,13.030245,0,0,0,0,#DIV/0!
20150710T0600,15.520246,0,0,0,0,#DIV/0!
20150710T0700,17.840246,0,0,0,0,#DIV/0!
20150710T0800,20.030245,0,0,0,0,#DIV/0!
20150710T0900,21.990246,0,0,0,0,#DIV/0!
20150710T1000,23.740246,0,0,0,0,#DIV/0!
20150710T1100,25.100245,0,0,0,0,#DIV/0!
20150710T1200,26.460245,0,0,0,0,#DIV/0!
20150710T1300,27.500246,0,0,0,0,#DIV/0!
20150710T1400,28.440245,0,0,0,0,#DIV/0!
20150710T1500,28.900246,0,0,0,0,#DIV/0!
20150710T1600,28.970245,0,0,0,0,#DIV/0!
20150710T1700,28.680244,0,0,0,0,#DIV/0!
20150710T1800,27.810246,0,0,0,0,#DIV/0!
20150710T1900,24.200245,0,0,0,0,#DIV/0!
20150710T2000,20.620245,0,0,0,0,#DIV/0!
20150710T2100,18.920246,0,0,0,0,#DIV/0!
20150710T2200,19.090246,0,0,0,0,#DIV/0!
20150710T2300,17.960245,0,0,0,0,#DIV/0!
20150711T0000,16.640245,0,0,0,0,#DIV/0!
20150711T0100,16.000246,0,0,0,0,#DIV/0!
20150711T0200,15.620245,0,0,0,0,#DIV/0!
20150711T0300,15.320246,0,0,0,0,#DIV/0!
20150711T0400,14.570246,0,0,0,0,#DIV/0!
20150711T0500,16.230246,0,0,0,0,#DIV/0!
20150711T0600,19.170246,0,0,0,0,#DIV/0!
20150711T0700,22.070246,0,0,0,0,#DIV/0!
20150711T0800,25.550245,0,9,0,0,#DIV/0!
20150711T0900,28.440245,0,62,0,0,#DIV/0!
20150711T1000,30.290245,0,58,0,0,#DIV/0!
20150711T1100,31.650246,0,48,0,0,#DIV/0!
20150711T1200,32.440247,0,31,0,0,#DIV/0!
20150711T1300,32.760246,0,7,0,0,#DIV/0!
20150711T1400,32.88025,0,7,0,0,#DIV/0!
20150711T1500,32.70025,0,0,0,0,#DIV/0!
20150711T1600,32.380245,0,0,0,0,#DIV/0!
20150711T1700,31.780245,0,0,0,0,#DIV/0!
20150711T1800,30.860245,0,0,0,0,#DIV/0!
20150711T1900,28.310246,0,0,0,0,#DIV/0!
20150711T2000,25.020245,0,0,0,0,#DIV/0!
20150711T2100,23.190245,0,0,0,0,#DIV/0!
20150711T2200,22.030245,0,0,3,0,0
20150711T2300,20.960245,0,8,0,0,#DIV/0!
20150712T0000,20.120245,0,25,1,0,0
20150712T0100,18.990246,0,35,1,0,0
20150712T0200,17.750246,0,20,0,0,#DIV/0!
20150712T0300,16.570246,0,0,1,0,0
20150712T0400,15.960245,0,0,0,0,#DIV/0!
20150712T0500,17.640245,0,0,0,0,#DIV/0!
20150712T0600,20.620245,0,8,0,0,#DIV/0!
20150712T0700,23.010244,0,13,0,0,#DIV/0!
20150712T0800,25.010244,0,51,0,0,#DIV/0!
20150712T0900,26.600245,0,58,0,0,#DIV/0!
20150712T1000,27.830246,0,71,24,35,0
20150712T1100,28.910246,0,54,57,8,0
20150712T1200,29.140245,0,96,32,0,0
20150712T1300,29.470245,0,99,17,0,0
20150712T1400,29.550245,0,100,28,0,0
20150712T1500,29.320246,0,97,36,0,0
20150712T1600,28.430244,0,100,31,0,0
20150712T1700,27.400246,0,100,21,1,0
20150712T1800,26.290245,0,100,36,3,0
20150712T1900,25.310246,0,100,59,5,0
20150712T2000,24.100245,0,90,99,1,0
20150712T2100,23.040245,0.1,94,99,0,0
20150712T2200,21.800245,0,51,75,0,0
20150712T2300,20.900246,0,94,98,0,0
20150713T0000,20.570246,0,100,100,0,0
20150713T0100,19.440245,0,100,93,0,0
20150713T0200,19.250246,0,1,58,0,0
20150713T0300,18.890245,0,15,31,2,0
20150713T0400,18.710245,0,94,40,7,0
20150713T0500,19.330246,0,94,67,16,0
20150713T0600,19.790245,0,95,74,9,0
20150713T0700,20.770245,0,83,66,18,0
20150713T0800,22.160246,0,68,70,14,0
20150713T0900,23.590246,0,39,77,9,0
20150713T1000,25.040245,0,58,74,54,0
20150713T1100,26.020245,0,98,47,48,0
20150713T1200,26.370245,0,95,74,41,0
20150713T1300,26.610245,0,88,90,9,0
20150713T1400,27.010244,0,95,91,4,0
20150713T1500,27.620245,0,8,94,0,0
20150713T1600,27.730246,0,0,79,0,0
20150713T1700,27.280245,0,0,74,0,0
20150713T1800,26.630245,0,1,45,0,0
20150713T1900,25.870245,0,0,26,2,0
20150713T2000,23.420246,0,0,14,2,0
20150713T2100,21.470245,0,0,6,1,0
20150713T2200,20.490246,0,0,11,0,0
20150713T2300,19.660246,0,6,14,0,0
20150714T0000,18.820246,0,1,32,0,0
20150714T0100,18.210245,0,0,18,0,0
20150714T0200,17.460245,0,0,12,0,0
20150714T0300,17.000246,0,0,3,0,0
20150714T0400,16.590246,0,0,0,0,#DIV/0!
20150714T0500,18.000246,0,0,0,0,#DIV/0!
20150714T0600,20.440245,0,0,0,0,#DIV/0!
20150714T0700,22.600245,0,0,0,0,#DIV/0!
20150714T0800,24.530245,0,0,3,1,0
20150714T0900,25.880245,0,0,3,8,0
20150714T1000,27.180244,0,0,6,16,0
20150714T1100,27.860245,0,0,13,29,0
20150714T1200,28.990246,0,0,7,4,0
20150714T1300,29.980246,0,0,1,0,0
20150714T1400,30.070246,0,0,0,0,#DIV/0!
20150714T1500,30.310246,0,0,0,0,#DIV/0!
20150714T1600,30.070246,0,0,0,0,#DIV/0!
20150714T1700,29.410246,0,0,1,0,0
20150714T1800,28.420246,0,0,1,1,0
20150714T1900,26.490246,0,0,1,0,0
20150714T2000,24.230246,0,0,2,1,0
20150714T2100,22.530245,0,0,0,0,#DIV/0!
20150714T2200,20.960245,0,0,6,4,0
20150714T2300,19.430244,0,0,1,2,0
20150715T0000,18.940245,0,0,1,1,0
20150715T0100,18.260244,0,0,0,0,#DIV/0!
20150715T0200,18.010244,0,0,0,0,#DIV/0!
20150715T0300,17.700245,0,0,0,0,#DIV/0!
20150715T0400,17.140245,0,0,0,0,#DIV/0!
20150715T0500,17.850245,0,0,0,0,#DIV/0!
20150715T0600,20.420246,0,0,0,0,#DIV/0!
20150715T0700,22.570246,0,0,0,0,#DIV/0!
20150715T0800,24.590246,0,0,0,0,#DIV/0!
20150715T0900,26.220245,0,0,0,0,#DIV/0!
20150715T1000,28.140245,0,0,0,0,#DIV/0!
20150715T1100,29.430244,0,0,0,0,#DIV/0!
20150715T1200,30.480246,0,0,0,0,#DIV/0!
20150715T1300,31.380245,0,0,0,0,#DIV/0!
20150715T1400,32.030247,0,0,0,0,#DIV/0!
20150715T1500,32.530247,0,0,4,0,0
20150715T1600,32.780247,0,0,2,0,0
20150715T1700,32.570248,0,0,0,0,#DIV/0!
20150715T1800,31.670246,0,0,2,1,0
20150715T1900,29.710245,0,0,4,1,0
20150715T2000,25.850245,0,0,5,1,0
20150715T2100,23.290245,0,0,0,2,#DIV/0!
20150715T2200,21.450245,0,0,0,0,#DIV/0!
20150715T2300,20.320246,0,0,0,0,#DIV/0!
20150716T0000,19.290245,0,0,0,0,#DIV/0!
20150716T0100,18.160246,0,0,0,0,#DIV/0!
20150716T0200,17.570246,0,0,0,0,#DIV/0!
20150716T0300,17.010244,0,0,2,0,0
20150716T0400,16.370245,0,0,6,0,0
20150716T0500,18.980246,0,0,2,0,0
20150716T0600,21.970245,0,0,9,1,0
20150716T0700,24.270245,0,0,6,0,0
20150716T0800,26.380245,0,4,8,0,0
20150716T0900,28.530245,0,8,9,0,0
20150716T1000,30.710245,0,15,11,0,0
20150716T1100,32.320248,0,8,4,0,0
20150716T1200,33.550247,0,1,1,0,0
20150716T1300,34.570248,0,8,2,0,0
20150716T1400,35.350246,0,3,12,0,0
20150716T1500,35.650246,0,3,0,0,#DIV/0!
20150716T1600,35.580246,0,10,0,0,#DIV/0!
20150716T1700,35.45025,0,13,1,0,0
20150716T1800,34.550247,0,13,0,0,#DIV/0!
20150716T1900,30.300245,0,9,0,0,#DIV/0!
20150716T2000,27.470245,0,1,0,0,#DIV/0!
20150716T2100,25.510244,0,1,0,0,#DIV/0!
20150716T2200,22.480246,0,0,0,0,#DIV/0!
20150716T2300,22.270245,0,5,0,0,#DIV/0!
20150717T0000,22.270245,0,6,0,0,#DIV/0!
20150717T0100,21.930244,0,1,0,0,#DIV/0!
20150717T0200,21.270245,0,7,1,0,0
20150717T0300,19.910246,0,21,1,0,0
20150717T0400,19.280245,0,8,4,0,0
20150717T0500,20.880245,0,2,3,0,0
20150717T0600,23.830246,0,7,10,0,0
20150717T0700,26.740246,0,10,32,0,0
20150717T0800,28.790245,0,7,10,0,0
20150717T0900,30.870245,0,2,1,0,0
20150717T1000,32.440247,0,83,6,0,0
20150717T1100,34.070248,0,86,2,0,0
20150717T1200,34.88025,0,52,6,0,0
20150717T1300,35.330246,0,27,5,0,0
20150717T1400,35.530247,0,52,8,0,0
20150717T1500,35.11025,0,80,8,0,0
20150717T1600,35.000248,0,69,2,0,0
20150717T1700,32.890247,0,39,3,0,0
20150717T1800,30.730246,0,67,11,0,0
20150717T1900,29.340246,0,68,2,0,0
20150717T2000,27.290245,0,53,6,0,0
20150717T2100,25.930244,0,37,1,0,0
20150717T2200,24.210245,0,92,31,0,0
20150717T2300,23.600245,0,81,26,0,0
20150718T0000,22.900246,0,58,2,0,0
20150718T0100,21.720245,0,99,4,0,0
20150718T0200,21.810246,0,99,1,0,0
20150718T0300,21.660246,0,98,9,0,0
20150718T0400,21.120245,0,93,27,0,0
20150718T0500,21.760244,0,93,54,0,0
20150718T0600,22.640245,0,100,59,1,0
20150718T0700,22.880245,0.7,100,42,0,0
20150718T0800,21.770245,0,99,81,2,0
20150718T0900,21.950245,0.2,100,94,2,0
20150718T1000,22.020245,0.3,96,22,0,0
20150718T1100,22.280245,0.6,98,59,1,0
20150718T1200,24.300245,0.4,87,86,7,0
20150718T1300,26.830246,0,83,48,3,0
20150718T1400,28.850245,0,74,14,0,0
20150718T1500,29.820246,0,72,12,0,0
20150718T1600,30.240246,0,30,12,0,0
20150718T1700,30.320246,0,44,12,0,0
20150718T1800,29.420246,0.2,73,7,2,0
20150718T1900,27.050245,0.6,99,6,2,0
20150718T2000,25.130245,0,100,3,1,0
20150718T2100,24.410246,0,99,1,0,0
20150718T2200,22.440245,0,72,69,3,0
20150718T2300,21.830246,0,51,24,2,0
20150719T0000,21.690245,0,47,20,0,0
20150719T0100,21.080246,0,78,0,0,#DIV/0!
20150719T0200,20.320246,0,86,23,0,0
20150719T0300,20.320246,0,32,28,0,0
20150719T0400,20.360245,0,34,53,1,0
20150719T0500,21.300245,0,58,35,6,0
20150719T0600,22.670246,0,57,89,0,0
20150719T0700,24.280245,0,81,99,0,0
20150719T0800,25.290245,0,79,93,0,0
20150719T0900,26.480246,0,14,87,0,0
20150719T1000,26.830246,0,95,68,31,0
20150719T1100,28.360245,0,93,89,33,0
20150719T1200,29.540245,0,83,84,20,0
20150719T1300,30.620245,0,12,21,2,0
20150719T1400,32.490246,0,18,12,2,0
20150719T1500,29.970245,1.6,7,27,3,0
20150719T1600,30.520245,0,8,46,0,0
20150719T1700,30.430244,0,38,52,3,0
20150719T1800,29.710245,0,71,29,3,0
20150719T1900,28.110245,0,63,17,9,0
20150719T2000,26.290245,0,32,35,23,0
20150719T2100,24.890245,0,0,54,33,0
20150719T2200,23.450245,0,0,30,13,0
20150719T2300,22.380245,0,0,27,17,0
20150720T0000,22.030245,0,0,55,30,0
20150720T0100,20.970245,0,0,71,49,0
20150720T0200,20.600245,0,0,73,49,0
20150720T0300,20.690245,0,0,70,48,0
20150720T0400,19.360245,0,0,68,47,0
20150720T0500,20.560246,0,0,54,27,0
20150720T0600,22.400246,0,0,42,16,0
20150720T0700,24.180244,0,0,33,10,0
20150720T0800,25.800245,0,0,27,9,0
20150720T0900,27.240246,0,0,20,23,0
20150720T1000,28.780245,0,0,28,42,0
20150720T1100,30.070246,0,0,30,40,0
20150720T1200,30.760244,0,0,21,13,0
20150720T1300,31.400246,0,0,13,0,0
