timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Cloud Cover High [high cld lay],Basel Cloud Cover Medium [mid cld lay],Basel Cloud Cover Low [low cld lay],Cloud Attenuation
20171129T1500,4.1002455,0.2,7,52,34,0
20171129T1600,3.3502455,0.1,12,52,21,0
20171129T1700,2.8602452,0,9,41,18,0
20171129T1800,2.3302455,0,10,36,22,0
20171129T1900,1.8002454,0,15,38,20,0
20171129T2000,1.4702454,0,16,45,17,0
20171129T2100,1.1602454,0,6,41,48,0
20171129T2200,0.6602454,0,3,41,47,0
20171129T2300,0.7302454,0,4,25,26,0
20171130T0000,1.1802454,0,3,43,30,0
20171130T0100,1.5902454,0,0,27,48,0
20171130T0200,1.9802454,0,0,43,86,0
20171130T0300,2.2602453,0,0,57,93,0
20171130T0400,2.1102452,0,0,37,69,0
20171130T0500,2.1502454,0,0,40,94,0
20171130T0600,2.1602454,0,0,33,87,0
20171130T0700,2.0702453,0,0,39,94,0
20171130T0800,2.2202454,0,0,55,94,0
20171130T0900,2.4002454,0,0,70,77,0
20171130T1000,2.7802453,0,0,84,53,0
20171130T1100,3.2102456,0.1,5,91,55,0
20171130T1200,3.3802452,0.1,3,93,74,0
20171130T1300,3.5102453,0.1,7,94,40,0
20171130T1400,3.5102453,0.1,8,86,67,0
20171130T1500,2.9602456,0.4,10,91,75,0
20171130T1600,2.3702455,0.2,5,94,66,0
20171130T1700,1.6602454,0,0,94,55,0
20171130T1800,1.7102454,0,1,72,37,0
20171130T1900,1.4802454,0.2,1,51,46,0
20171130T2000,1.4702454,0.3,0,75,36,0
20171130T2100,1.5002453,0.5,0,94,46,0
20171130T2200,1.4802454,0.6,26,87,6,0
20171130T2300,1.1902454,0.5,23,83,67,0
20171201T0000,0.9602454,0.4,23,83,55,0
20171201T0100,0.5602454,0.2,29,93,54,0
20171201T0200,-0.2697546,0.1,27,87,18,0
20171201T0300,-0.77975464,0,36,53,2,0
20171201T0400,-1.4797546,0,38,50,2,0
20171201T0500,-2.1897545,0,41,59,4,0
20171201T0600,-2.5497546,0,39,59,6,0
20171201T0700,-2.7297544,0,32,64,9,0
20171201T0800,-1.5697545,0,17,45,25,0
20171201T0900,-0.4597546,0,12,26,39,0
20171201T1000,0.100245416,0,4,54,72,0
20171201T1100,1.1102455,0,3,21,66,0
20171201T1200,1.7702454,0,0,10,50,0
20171201T1300,1.9802454,0,0,19,51,0
20171201T1400,1.9802454,0,0,23,39,0
20171201T1500,1.4102454,0,0,27,36,0
20171201T1600,0.6002454,0,0,25,29,0
20171201T1700,-0.029754579,0,0,10,13,0
20171201T1800,-0.1897546,0,0,11,11,0
20171201T1900,-0.21975458,0,8,10,14,0
20171201T2000,-0.5497546,0,13,27,24,0
20171201T2100,-0.97975457,0,13,44,30,0
20171201T2200,-0.5497546,0,1,72,22,0
20171201T2300,-0.1897546,0,5,73,17,0
20171202T0000,-0.1897546,0,8,64,17,0
20171202T0100,-0.04975462,0,6,76,47,0
20171202T0200,0.1202454,0,15,15,56,0
20171202T0300,0.16024542,0,47,32,66,0
20171202T0400,0.2502454,0,74,57,68,0
20171202T0500,0.3902454,0,87,65,75,0
20171202T0600,0.4802454,0,93,78,71,0
20171202T0700,0.3602454,0,28,0,65,#DIV/0!
20171202T0800,0.64024544,0,0,0,52,#DIV/0!
20171202T0900,0.8602454,0,0,0,57,#DIV/0!
20171202T1000,1.4602454,0,0,0,61,#DIV/0!
20171202T1100,1.9902455,0,0,0,60,#DIV/0!
20171202T1200,2.4902453,0,4,0,69,#DIV/0!
20171202T1300,2.5802455,0,24,0,68,#DIV/0!
20171202T1400,2.3602452,0,15,0,50,#DIV/0!
20171202T1500,1.6702454,0,2,0,37,#DIV/0!
20171202T1600,1.0802454,0,0,0,50,#DIV/0!
20171202T1700,0.6002454,0,0,0,48,#DIV/0!
20171202T1800,0.3702454,0,0,0,42,#DIV/0!
20171202T1900,-0.28975457,0,0,0,33,#DIV/0!
20171202T2000,-0.65975463,0,0,0,40,#DIV/0!
20171202T2100,-0.63975465,0,0,0,45,#DIV/0!
20171202T2200,-0.88975465,0,0,0,46,#DIV/0!
20171202T2300,-1.5797547,0,0,0,45,#DIV/0!
20171203T0000,-1.6597546,0,0,0,38,#DIV/0!
20171203T0100,-1.6697546,0,0,0,39,#DIV/0!
20171203T0200,-1.3397546,0,0,0,41,#DIV/0!
20171203T0300,-1.3897547,0,0,0,45,#DIV/0!
20171203T0400,-1.9397546,0,8,0,39,#DIV/0!
20171203T0500,-1.1597546,0,25,0,34,#DIV/0!
20171203T0600,-0.8297546,0,44,0,29,#DIV/0!
20171203T0700,-0.89975464,0,22,0,42,#DIV/0!
20171203T0800,-1.2697546,0,35,0,43,#DIV/0!
20171203T0900,-0.62975454,0,55,5,60,0
20171203T1000,0.00024539232,0,79,23,74,0
20171203T1100,0.5102454,0,67,45,74,0
20171203T1200,0.7902454,0,85,93,74,0
20171203T1300,1.1102455,0,100,100,72,0
20171203T1400,1.0302454,0,100,100,66,0
20171203T1500,1.0402454,0,98,100,54,0
20171203T1600,0.4002454,0,75,100,31,0
20171203T1700,0.2802454,0,49,100,25,0
20171203T1800,0.2802454,0,74,98,25,0
20171203T1900,0.14024541,0.2,81,98,55,0
20171203T2000,-0.04975462,0.1,82,98,73,0
20171203T2100,0.090245396,0,80,99,84,0
20171203T2200,0.020245433,0,95,100,100,0
20171203T2300,0.020245433,0,92,100,98,0
20171204T0000,-0.0697546,0,15,100,96,0
20171204T0100,-0.03975457,0,9,100,98,0
20171204T0200,0.17024541,0,21,100,96,0
20171204T0300,0.3102454,0,18,100,83,0
20171204T0400,0.35024542,0,22,99,89,0
20171204T0500,0.3802454,0.1,42,95,96,0
20171204T0600,0.6002454,0.1,64,97,92,0
20171204T0700,0.8202454,0.1,44,97,91,0
20171204T0800,1.1002455,0.1,5,98,86,0
20171204T0900,1.2902454,0,3,98,92,0
20171204T1000,1.9802454,0,15,99,98,0
20171204T1100,2.4502454,0,6,100,95,0
20171204T1200,3.0202456,0,3,99,97,0
20171204T1300,3.1702452,0,0,97,92,0
20171204T1400,3.1602454,0,0,95,95,0
20171204T1500,3.0602455,0,0,89,98,0
20171204T1600,2.9902453,0.1,0,87,99,0
20171204T1700,2.9902453,0.1,0,88,97,0
20171204T1800,2.8802452,0.1,30,92,99,0
20171204T1900,3.1102452,0.2,57,77,95,0
20171204T2000,2.8702455,0,9,43,96,0
20171204T2100,2.7602453,0,2,18,88,0
20171204T2200,1.8402454,0,0,18,73,0
20171204T2300,1.6202455,0,0,14,65,0
20171205T0000,1.5302454,0,0,10,73,0
20171205T0100,1.2602453,0,0,10,80,0
20171205T0200,1.0602454,0,13,6,89,0
20171205T0300,1.2802454,0,10,10,90,0
20171205T0400,1.2502453,0,12,10,92,0
20171205T0500,1.1602454,0,6,8,95,0
20171205T0600,1.1602454,0,0,4,88,0
20171205T0700,0.84024537,0,4,7,92,0
20171205T0800,1.0102454,0,0,6,91,0
20171205T0900,1.6502454,0,0,6,87,0
20171205T1000,3.1802454,0,0,3,76,0
20171205T1100,3.8902454,0,0,4,82,0
20171205T1200,4.400245,0,0,2,90,0
20171205T1300,4.690245,0,0,0,91,#DIV/0!
20171205T1400,4.6802454,0,0,0,93,#DIV/0!
20171205T1500,3.8602452,0,0,1,94,0
20171205T1600,2.6802454,0,0,1,92,0
20171205T1700,2.8502455,0,0,0,88,#DIV/0!
20171205T1800,2.6602454,0,0,0,85,#DIV/0!
20171205T1900,2.6302452,0,0,0,70,#DIV/0!
20171205T2000,2.6802454,0,0,0,62,#DIV/0!
20171205T2100,2.3102455,0,0,0,65,#DIV/0!
20171205T2200,0.16024542,0,0,0,68,#DIV/0!
20171205T2300,-0.48975456,0,0,0,74,#DIV/0!
20171206T0000,-0.29975462,0,0,0,65,#DIV/0!
20171206T0100,-0.3097546,0,0,0,68,#DIV/0!
20171206T0200,-0.89975464,0,0,0,67,#DIV/0!
20171206T0300,-0.9197546,0,0,0,65,#DIV/0!
20171206T0400,-0.7897546,0,0,0,67,#DIV/0!
20171206T0500,-0.5997546,0,0,0,59,#DIV/0!
20171206T0600,-0.7197546,0,0,0,62,#DIV/0!
20171206T0700,-0.8097546,0,0,0,36,#DIV/0!
20171206T0800,-0.5797546,0,0,0,60,#DIV/0!
20171206T0900,-0.3797546,0,0,0,64,#DIV/0!
20171206T1000,1.0102454,0,0,0,63,#DIV/0!
20171206T1100,1.6302454,0,0,0,62,#DIV/0!
20171206T1200,2.1202455,0,0,0,30,#DIV/0!
20171206T1300,2.5302453,0,0,0,17,#DIV/0!
20171206T1400,2.8002453,0,0,0,16,#DIV/0!
20171206T1500,2.8202453,0,0,0,16,#DIV/0!
20171206T1600,2.5402455,0,0,0,10,#DIV/0!
20171206T1700,1.0202454,0,0,0,6,#DIV/0!
20171206T1800,-0.27975458,0,0,0,8,#DIV/0!
20171206T1900,-0.3297546,0,0,0,5,#DIV/0!
20171206T2000,-0.07975459,0,0,0,3,#DIV/0!
20171206T2100,-0.07975459,0,0,0,1,#DIV/0!
20171206T2200,-0.23975462,0,0,0,6,#DIV/0!
20171206T2300,-0.3297546,0,0,0,18,#DIV/0!
20171207T0000,-0.4297546,0,0,0,34,#DIV/0!
20171207T0100,-0.35975462,0,0,0,43,#DIV/0!
20171207T0200,-0.49975455,0,0,0,29,#DIV/0!
20171207T0300,-0.4397546,0,0,0,24,#DIV/0!
20171207T0400,-0.50975454,0,0,0,6,#DIV/0!
20171207T0500,-0.39975458,0,0,0,1,#DIV/0!
20171207T0600,-0.29975462,0,0,0,4,#DIV/0!
20171207T0700,-0.39975458,0,0,0,2,#DIV/0!
20171207T0800,-0.35975462,0,0,0,5,#DIV/0!
20171207T0900,0.7502454,0,0,0,1,#DIV/0!
20171207T1000,2.3502455,0,0,0,1,#DIV/0!
20171207T1100,3.6602454,0,0,0,4,#DIV/0!
20171207T1200,4.9102454,0,0,0,1,#DIV/0!
20171207T1300,5.7602453,0,0,0,1,#DIV/0!
20171207T1400,6.360245,0,0,0,3,#DIV/0!
20171207T1500,6.2602453,0,0,0,1,#DIV/0!
20171207T1600,5.190245,0,0,0,1,#DIV/0!
20171207T1700,4.6802454,0,23,13,3,0
20171207T1800,4.5002456,0,67,71,1,0
20171207T1900,5.210245,0,65,80,0,0
20171207T2000,6.3502455,0,73,55,1,0
20171207T2100,7.3302455,0,100,88,9,0
20171207T2200,8.510245,0.2,98,99,53,0
20171207T2300,8.080246,0.6,99,100,74,0
20171208T0000,7.520245,1.2,100,100,82,0
20171208T0100,7.420245,1.4,98,100,94,0
20171208T0200,7.360245,1,48,98,89,0
20171208T0300,7.3402452,0.6,9,98,72,0
20171208T0400,7.3502455,0.8,0,98,90,0
20171208T0500,7.2002454,0.9,0,100,100,0
20171208T0600,7.170245,0.7,0,98,100,0
20171208T0700,6.7602453,0.6,0,85,95,0
20171208T0800,6.3102455,0.5,0,58,91,0
20171208T0900,5.7802453,0.3,0,44,72,0
20171208T1000,6.150245,0.2,0,36,41,0
20171208T1100,6.040245,0.3,0,34,22,0
20171208T1200,5.8202453,0.2,0,63,32,0
20171208T1300,5.0702453,0.3,0,88,36,0
20171208T1400,4.2402453,0.2,0,95,58,0
20171208T1500,3.5202456,0,6,83,30,0
20171208T1600,2.5902452,0,23,59,8,0
20171208T1700,2.4102454,0.2,26,73,29,0
20171208T1800,2.3102455,0.2,41,99,37,0
20171208T1900,1.9702454,0.1,48,95,40,0
20171208T2000,1.7502455,0.4,49,92,27,0
20171208T2100,1.4902453,0.6,37,98,42,0
20171208T2200,1.0802454,0.5,7,94,3,0
20171208T2300,0.7502454,0,3,50,1,0
20171209T0000,0.3002454,0,0,17,6,0
20171209T0100,-0.07975459,0,0,5,29,0
20171209T0200,0.4502454,0,0,20,61,0
20171209T0300,0.4002454,0,0,18,62,0
20171209T0400,0.2802454,0,0,30,61,0
20171209T0500,0.080245405,0,0,11,44,0
20171209T0600,-0.2597546,0,0,10,66,0
20171209T0700,-0.15975457,0,0,10,66,0
20171209T0800,-0.14975458,0,0,19,59,0
20171209T0900,0.2802454,0.2,0,26,67,0
20171209T1000,0.8002454,0.2,0,31,34,0
20171209T1100,1.2802454,0,0,44,53,0
20171209T1200,1.5302454,0,0,56,75,0
20171209T1300,1.5002453,0,0,40,54,0
20171209T1400,1.5402454,0,0,30,34,0
20171209T1500,0.9302454,0,0,11,24,0
20171209T1600,-0.28975457,0,0,7,23,0
20171209T1700,-0.85975456,0,2,13,24,0
20171209T1800,-1.2597545,0,87,16,30,0
20171209T1900,-1.4597546,0,99,45,29,0
20171209T2000,-1.8697547,0,100,36,30,0
20171209T2100,-2.2297544,0,96,6,19,0
20171209T2200,-2.9097548,0,75,10,6,0
20171209T2300,-3.3897548,0,65,19,8,0
20171210T0000,-3.0597544,0,37,23,4,0
20171210T0100,-2.7597547,0,48,24,8,0
20171210T0200,-2.1397548,0,83,79,15,0
20171210T0300,-2.2297544,0,95,92,17,0
20171210T0400,-2.0997548,0,94,98,7,0
20171210T0500,-2.0397544,0,95,99,1,0
20171210T0600,-1.5997547,0,100,100,0,0
20171210T0700,-1.2497545,0,100,100,23,0
20171210T0800,-0.97975457,0.2,100,100,62,0
20171210T0900,-1.2497545,0.6,100,99,84,0
20171210T1000,-0.8497546,1.5,100,100,79,0
20171210T1100,-0.11975461,2,100,97,85,0
20171210T1200,2.6502452,1.8,98,90,84,0
20171210T1300,5.730245,1.4,100,99,89,0
20171210T1400,8.110246,1.1,100,78,96,0
20171210T1500,8.750245,0.8,100,52,86,0
20171210T1600,8.930245,0.3,100,100,77,0
20171210T1700,8.530246,0.2,100,81,31,0
20171210T1800,7.8202453,0.3,100,99,13,0
20171210T1900,7.380245,0.5,100,100,21,0
20171210T2000,7.040245,0.7,100,100,47,0
20171210T2100,7.130245,0.6,100,100,82,0
20171210T2200,7.020245,0.6,100,100,93,0
20171210T2300,7.2402453,0.6,100,100,99,0
20171211T0000,7.3202453,0.7,92,100,96,0
20171211T0100,7.1802454,0.5,100,99,96,0
20171211T0200,6.8202453,0.4,100,94,85,0
20171211T0300,6.250245,0.5,100,97,86,0
20171211T0400,5.860245,0.5,100,98,41,0
20171211T0500,5.750245,0.7,100,99,31,0
20171211T0600,5.750245,0.9,100,100,30,0
20171211T0700,5.670245,0.6,100,100,22,0
20171211T0800,5.630245,0.6,100,100,26,0
20171211T0900,5.7002454,0.6,100,100,8,0
20171211T1000,5.8002453,0.5,100,98,11,0
20171211T1100,5.9702454,0.5,100,100,20,0
20171211T1200,6.210245,0.9,100,100,45,0
20171211T1300,6.3402452,1.3,100,100,91,0
20171211T1400,6.730245,1.8,100,100,70,0
20171211T1500,7.2202454,1.7,100,100,26,0
20171211T1600,7.3402452,1.1,100,100,12,0
20171211T1700,7.170245,0.8,100,100,7,0
20171211T1800,6.8402452,0.8,100,100,11,0
20171211T1900,6.3402452,0.7,100,100,16,0
20171211T2000,6.1802454,0.4,100,100,23,0
20171211T2100,6.2602453,0.3,99,100,20,0
20171211T2200,6.8302455,0.2,64,100,63,0
20171211T2300,6.7002454,0,21,85,91,0
20171212T0000,6.2002454,0,27,32,78,0
20171212T0100,5.5302453,0,22,23,88,0
20171212T0200,4.6002455,0,12,15,94,0
20171212T0300,3.6802454,0,0,2,95,0
20171212T0400,3.4202452,0,0,25,95,0
20171212T0500,3.3202453,0,0,66,94,0
20171212T0600,3.5602455,0,1,86,90,0
20171212T0700,3.6702452,0,19,96,85,0
20171212T0800,3.3102455,0,43,98,80,0
20171212T0900,3.0202456,0,45,99,81,0
20171212T1000,3.1602454,0,70,100,42,0
20171212T1100,3.5402455,0,67,95,25,0
20171212T1200,3.9902453,0,50,88,21,0
20171212T1300,4.2602453,0,24,69,14,0
20171212T1400,4.110245,0,19,57,15,0
20171212T1500,3.8502455,0,16,45,13,0
20171212T1600,2.5202456,0,8,32,8,0
20171212T1700,2.1002455,0,0,23,19,0
20171212T1800,1.4902453,0,0,16,12,0
20171212T1900,0.7402454,0,0,14,2,0
20171212T2000,0.00024539232,0,0,1,1,0.00E+00
20171212T2100,0.52024543,0,0,1,2,0.00E+00
20171212T2200,-0.8097546,0,0,0,2,#DIV/0!
20171212T2300,-0.9597546,0,0,0,14,#DIV/0!
20171213T0000,-1.2297546,0,0,2,20,0
20171213T0100,-1.4097546,0,0,3,27,0
20171213T0200,-1.2697546,0,0,1,25,0
20171213T0300,-1.1397547,0,0,2,33,0
20171213T0400,-0.6697546,0,0,0,32,#DIV/0!
20171213T0500,-0.5397546,0,0,0,15,#DIV/0!
20171213T0600,-0.33975458,0,0,0,7,#DIV/0!
20171213T0700,-0.29975462,0,0,0,7,#DIV/0!
20171213T0800,0.020245433,0,1,0,8,#DIV/0!
20171213T0900,1.5202454,0,0,1,5,0
20171213T1000,3.0602455,0,76,57,4,0
20171213T1100,4.0102453,0,100,99,0,0
20171213T1200,4.5102453,0,99,48,2,0
20171213T1300,4.8902454,0,100,98,14,0
20171213T1400,4.8202453,0.3,91,99,49,0
20171213T1500,4.2102456,0.7,21,95,79,0
20171213T1600,4.400245,0.5,0,96,93,0
20171213T1700,4.6602454,0.3,0,93,83,0
20171213T1800,4.940245,0.4,3,90,76,0
20171213T1900,5.230245,0.2,54,99,59,0
20171213T2000,5.440245,0.3,46,59,14,0
20171213T2100,6.000245,0.8,21,89,32,0
20171213T2200,7.170245,1.1,30,75,72,0
20171213T2300,8.400246,0.5,89,86,82,0
20171214T0000,8.890245,0.6,89,77,28,0
20171214T0100,8.890245,0.8,100,79,54,0
20171214T0200,8.8102455,0.9,98,77,79,0
20171214T0300,8.820246,1.2,87,88,84,0
20171214T0400,8.200246,0.8,11,97,57,0
20171214T0500,7.250245,1.2,0,100,63,0
20171214T0600,5.380245,0.4,0,78,53,0
20171214T0700,4.4802456,0.3,6,52,30,0
20171214T0800,4.750245,0,78,41,56,0
20171214T0900,5.0602455,0,99,46,67,0
20171214T1000,5.460245,0.1,99,61,24,0
20171214T1100,5.790245,0.2,87,39,37,0
20171214T1200,6.3302455,0,82,41,23,0
20171214T1300,6.5302453,0,94,91,24,0
20171214T1400,6.190245,0.3,100,98,32,0
20171214T1500,5.670245,0.8,96,100,30,0
20171214T1600,5.3102455,1.3,92,54,21,0
20171214T1700,4.7602453,1.1,100,99,19,0
20171214T1800,4.8502455,1.3,84,71,9,0
20171214T1900,4.7202454,0.8,98,90,15,0
20171214T2000,4.860245,1.5,85,94,45,0
20171214T2100,4.9302454,1.1,77,78,48,0
20171214T2200,4.880245,1,87,89,88,0
20171214T2300,4.4302454,2.1,84,99,71,0
20171215T0000,3.5402455,2.6,49,99,86,0
20171215T0100,4.4102454,0.7,72,96,87,0
20171215T0200,4.7402453,0.2,25,46,96,0
20171215T0300,4.610245,0,8,49,50,0
20171215T0400,4.5302453,0,30,42,53,0
20171215T0500,4.7802453,0,24,16,97,0
20171215T0600,4.6402454,0,13,14,88,0
20171215T0700,4.3402452,0,37,29,88,0
20171215T0800,4.4902453,0,19,62,15,0
20171215T0900,4.750245,0.4,9,72,28,0
20171215T1000,5.1602454,0.2,21,60,24,0
20171215T1100,5.880245,0,26,70,28,0
20171215T1200,6.0302453,0,21,64,12,0
20171215T1300,6.1002455,0,31,49,42,0
20171215T1400,6.040245,0,62,16,36,0
20171215T1500,5.5702453,0,88,26,14,0
20171215T1600,4.2602453,0,53,22,17,0
20171215T1700,3.9002452,0,34,23,20,0
20171215T1800,3.6602454,0,29,14,37,0
20171215T1900,3.5802455,0,26,10,30,0
20171215T2000,3.2902455,0,44,9,34,0
20171215T2100,3.1802454,0,68,18,33,0
20171215T2200,2.7302456,0,89,64,18,0
20171215T2300,2.6502452,0.1,89,83,35,0
20171216T0000,2.6902456,0,91,71,32,0
20171216T0100,2.6202455,0,87,70,67,0
20171216T0200,2.4802454,0,89,63,67,0
20171216T0300,2.3702455,0,92,38,76,0
20171216T0400,2.6602454,0,95,43,79,0
20171216T0500,2.6902456,0,89,67,78,0
20171216T0600,2.6402454,0,67,62,81,0
20171216T0700,2.7202454,0.1,33,60,87,0
20171216T0800,2.8002453,0.1,3,60,84,0
20171216T0900,3.0402455,0.1,0,67,88,0
20171216T1000,3.5002456,0.2,1,65,90,0
20171216T1100,3.5402455,0.2,0,70,85,0
20171216T1200,3.6302452,0.2,0,45,59,0
20171216T1300,3.7102456,0.2,1,9,41,0
20171216T1400,3.9502454,0.1,0,13,38,0
20171216T1500,3.6002455,0.2,3,18,20,0
20171216T1600,2.7102456,0,33,32,42,0
20171216T1700,2.7502456,0,75,25,45,0
20171216T1800,2.6902456,0,69,31,50,0
20171216T1900,3.0702453,0,51,26,48,0
20171216T2000,2.9502454,0,15,37,49,0
20171216T2100,2.9402456,0.1,0,42,61,0
20171216T2200,2.8202453,0.1,0,59,46,0
20171216T2300,2.5402455,0,0,62,43,0
20171217T0000,2.2402453,0,5,60,32,0
20171217T0100,2.0902452,0,1,59,35,0
20171217T0200,2.2502456,0,0,8,70,0
20171217T0300,2.1002455,0,0,2,86,0
20171217T0400,2.3302455,0,0,5,84,0
20171217T0500,2.0002456,0,0,7,88,0
20171217T0600,1.7202454,0,0,7,83,0
20171217T0700,1.6002454,0,0,6,93,0
20171217T0800,1.5402454,0,0,2,88,0
20171217T0900,1.9102454,0,0,5,70,0
20171217T1000,2.3502455,0,0,40,67,0
20171217T1100,2.6302452,0,0,41,86,0
20171217T1200,2.9102454,0,0,36,74,0
20171217T1300,3.0102453,0,0,33,70,0
20171217T1400,3.0802455,0,0,18,61,0
20171217T1500,2.4902453,0,0,16,45,0
20171217T1600,2.7102456,0,0,11,15,0
20171217T1700,2.5102453,0,0,11,13,0
20171217T1800,0.2702454,0,3,5,3,0
20171217T1900,0.2602454,0,34,6,5,0
20171217T2000,0.23024541,0,93,6,7,0
20171217T2100,-0.3097546,0,100,38,14,0
20171217T2200,-0.019754589,0,98,94,15,0
20171217T2300,0.100245416,0,90,100,19,0
20171218T0000,-0.1997546,0,74,94,22,0
20171218T0100,0.17024541,0,99,90,24,0
20171218T0200,0.6502454,0,100,97,11,0
20171218T0300,1.0102454,0.1,100,96,7,0
20171218T0400,0.8602454,0.4,99,97,19,0
20171218T0500,0.8302454,0.6,51,99,43,0
20171218T0600,0.84024537,1,0,92,68,0
20171218T0700,1.0302454,1,1,92,51,0
20171218T0800,1.1102455,1,2,84,74,0
20171218T0900,1.3202454,0.6,1,83,80,0
20171218T1000,1.1402454,0.5,0,82,89,0
20171218T1100,1.4502454,0.3,0,60,91,0
20171218T1200,1.7002454,0.1,0,44,89,0
20171218T1300,1.7302454,0,0,25,94,0
20171218T1400,1.6302454,0,0,1,91,0
20171218T1500,2.4702454,0,0,17,94,0
20171218T1600,2.6502452,0,0,16,96,0
20171218T1700,2.2202454,0,0,8,94,0
20171218T1800,2.1602454,0,0,5,95,0
20171218T1900,2.2702456,0,0,4,87,0
20171218T2000,2.1402454,0,0,23,88,0
20171218T2100,2.3602452,0,0,20,89,0
20171218T2200,1.6002454,0,0,45,92,0
20171218T2300,1.8202454,0,0,36,96,0
20171219T0000,1.8502454,0,0,30,95,0
20171219T0100,1.9802454,0,92,34,99,0
20171219T0200,2.3202453,0,36,58,98,0
20171219T0300,2.2602453,0,8,89,99,0
20171219T0400,2.2002454,0,5,92,97,0
20171219T0500,2.3602452,0,1,99,97,0
20171219T0600,2.0702453,0.2,0,98,80,0
20171219T0700,2.0802455,0.2,0,98,78,0
20171219T0800,2.3102455,0.3,0,96,84,0
20171219T0900,2.3902454,0.2,0,88,90,0
20171219T1000,3.0502453,0,0,96,98,0
20171219T1100,3.3102455,0,0,83,97,0
20171219T1200,3.5202456,0,0,57,100,0
20171219T1300,3.6902456,0,21,49,99,0
20171219T1400,4.0502453,0,24,49,100,0
20171219T1500,3.7802453,0,30,78,95,0
20171219T1600,2.8802452,0,76,82,88,0
20171219T1700,2.6802454,0,93,91,78,0
20171219T1800,2.9102454,0,92,83,78,0
20171219T1900,3.0902452,0.2,84,98,76,0
20171219T2000,2.9202452,0.2,86,96,76,0
20171219T2100,2.5802455,0.2,81,96,75,0
20171219T2200,2.6902456,0.1,71,95,73,0
20171219T2300,2.5402455,0.1,22,99,85,0
20171220T0000,2.2102454,0.1,0,100,81,0
20171220T0100,2.4402454,0.2,1,100,75,0
20171220T0200,1.8702455,0.5,12,100,66,0
20171220T0300,1.9402454,0.5,0,99,79,0
20171220T0400,1.9202454,0.4,0,87,77,0
20171220T0500,1.7002454,0.4,0,85,85,0
20171220T0600,1.8502454,0.3,0,88,88,0
20171220T0700,1.8102454,0.2,0,92,93,0
20171220T0800,2.1002455,0.2,0,95,85,0
20171220T0900,2.6802454,0,0,81,75,0
20171220T1000,3.0702453,0,0,93,92,0
20171220T1100,3.5702453,0,0,89,83,0
20171220T1200,4.0102453,0,0,82,80,0
20171220T1300,4.3502455,0,0,51,79,0
20171220T1400,4.3702455,0,0,43,75,0
20171220T1500,4.130245,0,0,43,74,0
20171220T1600,4.3102455,0,0,40,68,0
20171220T1700,4.380245,0,0,31,71,0
20171220T1800,4.0102453,0,0,46,75,0
20171220T1900,3.6002455,0,0,37,73,0
20171220T2000,2.9802456,0,0,19,81,0
20171220T2100,2.8102455,0,0,8,77,0
20171220T2200,2.9902453,0,14,67,67,0
20171220T2300,2.8002453,0,0,66,44,0
20171221T0000,2.7702456,0,0,61,58,0
20171221T0100,2.5702453,0,0,71,61,0
20171221T0200,2.6102452,0,0,75,66,0
20171221T0300,2.5502453,0,0,72,75,0
20171221T0400,2.5802455,0,1,75,83,0
20171221T0500,2.6102452,0,0,75,94,0
20171221T0600,2.8602452,0,15,75,94,0
20171221T0700,3.0802455,0,82,42,96,0
20171221T0800,3.3802452,0,63,35,96,0
20171221T0900,3.8502455,0.1,55,19,100,0
20171221T1000,4.0902452,0,85,45,94,0
20171221T1100,4.8302455,0,82,33,95,0
20171221T1200,5.360245,0.1,88,31,95,0
20171221T1300,5.610245,0.2,97,79,100,0
20171221T1400,5.610245,0.3,95,91,97,0
20171221T1500,5.690245,0.5,93,61,99,0
20171221T1600,5.5102453,0.5,95,85,100,0
20171221T1700,5.5102453,0.6,97,91,100,0
20171221T1800,5.3902454,0.3,93,88,100,0
20171221T1900,5.3002453,0.2,88,89,100,0
20171221T2000,5.270245,0.3,66,96,100,0
20171221T2100,5.2402453,0.2,77,98,100,0
20171221T2200,5.0702453,0.1,71,97,100,0
20171221T2300,5.0702453,0,62,92,100,0
20171222T0000,4.9302454,0,45,91,100,0
20171222T0100,4.880245,0,47,87,100,0
20171222T0200,4.9502454,0,76,89,99,0
20171222T0300,4.960245,0,92,90,99,0
20171222T0400,5.150245,0.1,89,91,99,0
20171222T0500,5.3302455,0.3,77,90,100,0
20171222T0600,5.5602455,0.6,80,92,100,0
20171222T0700,5.7002454,0.5,80,99,100,0
20171222T0800,5.8202453,0.4,59,96,99,0
20171222T0900,5.980245,0.1,41,90,100,0
20171222T1000,6.420245,0,93,97,100,0
20171222T1100,6.8102455,0,100,98,100,0
20171222T1200,7.1602454,0.2,100,98,100,0
20171222T1300,7.3002453,0.2,99,97,100,0
20171222T1400,7.3902454,0.1,93,97,100,0
20171222T1500,7.0602455,0,52,99,100,0
20171222T1600,6.960245,0,0,98,100,0
20171222T1700,6.7602453,0,0,96,100,0
20171222T1800,6.540245,0,0,87,100,0
20171222T1900,6.8502455,0,0,78,100,0
20171222T2000,7.1002455,0,0,72,100,0
20171222T2100,6.9902453,0,3,64,100,0
20171222T2200,6.0802455,0,11,59,100,0
20171222T2300,5.9902453,0,21,55,100,0
20171223T0000,6.1402454,0,10,47,98,0
20171223T0100,6.3902454,0,0,29,99,0
20171223T0200,6.0902452,0,0,22,94,0
20171223T0300,6.130245,0,0,14,100,0
